"Freq [GHz]","dB(St(feedline_T2,feedline_T1)) []"
1.66471428571429,-0.197776295567937
1.66485714285714,-0.197973223193265
1.665,-0.198170571366739
1.66514285714286,-0.198368341630364
1.66528571428571,-0.198566535538147
1.66542857142857,-0.198765154656228
1.66557142857143,-0.198964200562989
1.66571428571429,-0.199163674849187
1.66585714285714,-0.199363579118048
1.666,-0.199563914985394
1.66614285714286,-0.199764684079789
1.66628571428571,-0.199965888042628
1.66642857142857,-0.200167528528268
1.66657142857143,-0.200369607204173
1.66671428571429,-0.200572125751029
1.66685714285714,-0.200775085862869
1.667,-0.200978489247197
1.66714285714286,-0.201182337625141
1.66728571428571,-0.201386632731575
1.66742857142857,-0.201591376315239
1.66757142857143,-0.201796570138889
1.66771428571429,-0.202002215979446
1.66785714285714,-0.202208315628108
1.668,-0.20241487089051
1.66814285714286,-0.202621883586865
1.66828571428571,-0.202829355552088
1.66842857142857,-0.203037288635983
1.66857142857143,-0.203245684703335
1.66871428571429,-0.203454545634121
1.66885714285714,-0.203663873323603
1.669,-0.203873669682512
1.66914285714286,-0.204083936637199
1.66928571428571,-0.204294676129786
1.66942857142857,-0.204505890118342
1.66957142857143,-0.20471758057699
1.66971428571429,-0.204929749496139
1.66985714285714,-0.205142398882603
1.67,-0.205355530759773
1.67014285714286,-0.205569147167789
1.67028571428571,-0.205783250163723
1.67042857142857,-0.205997841821712
1.67057142857143,-0.206212924233185
1.67071428571429,-0.206428499506976
1.67085714285714,-0.206644569769568
1.671,-0.206861137165211
1.67114285714286,-0.207078203856155
1.67128571428571,-0.207295772022805
1.67142857142857,-0.207513843863906
1.67157142857143,-0.207732421596735
1.67171428571429,-0.207951507457319
1.67185714285714,-0.208171103700592
1.672,-0.208391212600581
1.67214285714286,-0.20861183645067
1.67228571428571,-0.208832977563724
1.67242857142857,-0.209054638272336
1.67257142857143,-0.209276820929011
1.67271428571429,-0.209499527906396
1.67285714285714,-0.209722761597458
1.673,-0.209946524415737
1.67314285714286,-0.210170818795515
1.67328571428571,-0.210395647192077
1.67342857142857,-0.210621012081908
1.67357142857143,-0.210846915962918
1.67371428571429,-0.211073361354664
1.67385714285714,-0.211300350798606
1.674,-0.211527886858297
1.67414285714286,-0.211755972119647
1.67428571428571,-0.211984609191155
1.67442857142857,-0.212213800704149
1.67457142857143,-0.212443549313019
1.67471428571429,-0.212673857695475
1.67485714285714,-0.212904728552797
1.675,-0.213136164610081
1.67514285714286,-0.213368168616493
1.67528571428571,-0.213600743345539
1.67542857142857,-0.21383389159532
1.67557142857143,-0.214067616188795
1.67571428571429,-0.214301919974071
1.67585714285714,-0.214536805824626
1.676,-0.214772276639638
1.67614285714286,-0.215008335344247
1.67628571428571,-0.21524498488982
1.67642857142857,-0.215482228254265
1.67657142857143,-0.215720068442308
1.67671428571429,-0.215958508485772
1.67685714285714,-0.216197551443908
1.677,-0.21643720040366
1.67714285714286,-0.216677458480008
1.67728571428571,-0.216918328816254
1.67742857142857,-0.217159814584325
1.67757142857143,-0.217401918985126
1.67771428571429,-0.217644645248826
1.67785714285714,-0.217887996635207
1.678,-0.218131976433979
1.67814285714286,-0.21837658796513
1.67828571428571,-0.218621834579252
1.67842857142857,-0.218867719657871
1.67857142857143,-0.219114246613858
1.67871428571429,-0.219361418891678
1.67885714285714,-0.219609239967843
1.679,-0.219857713351219
1.67914285714286,-0.220106842583419
1.67928571428571,-0.220356631239149
1.67942857142857,-0.220607082926607
1.67957142857143,-0.220858201287857
1.67971428571429,-0.221109989999211
1.67985714285714,-0.221362452771632
1.68,-0.221615593351103
1.68014285714286,-0.221869415519065
1.68028571428571,-0.222123923092809
1.68042857142857,-0.222379119925886
1.68057142857143,-0.22263500990851
1.68071428571429,-0.222891596968033
1.68085714285714,-0.223148885069309
1.681,-0.223406878215186
1.68114285714286,-0.223665580446903
1.68128571428571,-0.223924995844586
1.68142857142857,-0.224185128527656
1.68157142857143,-0.224445982655305
1.68171428571429,-0.224707562426974
1.68185714285714,-0.224969872082825
1.682,-0.225232915904201
1.68214285714286,-0.225496698214116
1.68228571428571,-0.225761223377771
1.68242857142857,-0.226026495803031
1.68257142857143,-0.226292519940944
1.68271428571429,-0.226559300286234
1.68285714285714,-0.226826841377851
1.683,-0.227095147799477
1.68314285714286,-0.227364224180072
1.68328571428571,-0.227634075194404
1.68342857142857,-0.227904705563616
1.68357142857143,-0.228176120055785
1.68371428571429,-0.228448323486458
1.68385714285714,-0.228721320719262
1.684,-0.228995116666477
1.68414285714286,-0.229269716289607
1.68428571428571,-0.229545124599992
1.68442857142857,-0.229821346659437
1.68457142857143,-0.230098387580791
1.68471428571429,-0.230376252528579
1.68485714285714,-0.230654946719676
1.685,-0.230934475423885
1.68514285714286,-0.231214843964644
1.68528571428571,-0.231496057719658
1.68542857142857,-0.23177812212158
1.68557142857143,-0.232061042658699
1.68571428571429,-0.232344824875602
1.68585714285714,-0.232629474373915
1.686,-0.23291499681299
1.68614285714286,-0.233201397910614
1.68628571428571,-0.23348868344378
1.68642857142857,-0.233776859249397
1.68657142857143,-0.234065931225048
1.68671428571429,-0.234355905329767
1.68685714285714,-0.234646787584811
1.687,-0.234938584074435
1.68714285714286,-0.235231300946713
1.68728571428571,-0.235524944414321
1.68742857142857,-0.235819520755395
1.68757142857143,-0.236115036314327
1.68771428571429,-0.236411497502653
1.68785714285714,-0.236708910799878
1.688,-0.237007282754371
1.68814285714286,-0.237306619984243
1.68828571428571,-0.237606929178257
1.68842857142857,-0.23790821709673
1.68857142857143,-0.238210490572459
1.68871428571429,-0.238513756511679
1.68885714285714,-0.238818021894996
1.689,-0.239123293778388
1.68914285714286,-0.239429579294146
1.68928571428571,-0.239736885651916
1.68942857142857,-0.2400452201397
1.68957142857143,-0.240354590124877
1.68971428571429,-0.24066500305527
1.68985714285714,-0.240976466460189
1.69,-0.241288987951523
1.69014285714286,-0.24160257522482
1.69028571428571,-0.241917236060456
1.69042857142857,-0.242232978324665
1.69057142857143,-0.242549809970799
1.69071428571429,-0.242867739040411
1.69085714285714,-0.243186773664487
1.691,-0.243506922064619
1.69114285714286,-0.243828192554259
1.69128571428571,-0.244150593539922
1.69142857142857,-0.244474133522495
1.69157142857143,-0.24479882109847
1.69171428571429,-0.245124664961285
1.69185714285714,-0.245451673902619
1.692,-0.245779856813758
1.69214285714286,-0.246109222686933
1.69228571428571,-0.246439780616732
1.69242857142857,-0.246771539801503
1.69257142857143,-0.247104509544779
1.69271428571429,-0.247438699256725
1.69285714285714,-0.247774118455654
1.693,-0.248110776769486
1.69314285714286,-0.248448683937302
1.69328571428571,-0.248787849810896
1.69342857142857,-0.249128284356312
1.69357142857143,-0.249469997655515
1.69371428571429,-0.249812999907975
1.69385714285714,-0.250157301432324
1.694,-0.250502912668055
1.69414285714286,-0.250849844177234
1.69428571428571,-0.251198106646224
1.69442857142857,-0.251547710887464
1.69457142857143,-0.251898667841278
1.69471428571429,-0.252250988577676
1.69485714285714,-0.252604684298237
1.695,-0.252959766337992
1.69514285714286,-0.253316246167335
1.69528571428571,-0.253674135394006
1.69542857142857,-0.254033445765025
1.69557142857143,-0.254394189168777
1.69571428571429,-0.254756377637018
1.69585714285714,-0.255120023346994
1.696,-0.255485138623538
1.69614285714286,-0.255851735941265
1.69628571428571,-0.25621982792675
1.69642857142857,-0.256589427360767
1.69657142857143,-0.256960547180558
1.69671428571429,-0.257333200482172
1.69685714285714,-0.257707400522794
1.697,-0.258083160723134
1.69714285714286,-0.258460494669908
1.69728571428571,-0.258839416118265
1.69742857142857,-0.259219938994333
1.69757142857143,-0.259602077397792
1.69771428571429,-0.259985845604474
1.69785714285714,-0.260371258069026
1.698,-0.260758329427603
1.69814285714286,-0.261147074500645
1.69828571428571,-0.261537508295649
1.69842857142857,-0.261929646010045
