"Freq [GHz]","dB(St(feedline_T2,feedline_T1)) []"
1.69857142857143,-0.262323503034066
1.69871428571429,-0.262719094953745
1.69885714285714,-0.263116437553875
1.699,-0.263515546821111
1.69914285714286,-0.26391643894704
1.69928571428571,-0.264319130331407
1.69942857142857,-0.264723637585283
1.69957142857143,-0.265129977534399
1.69971428571429,-0.26553816722247
1.69985714285714,-0.265948223914615
1.7,-0.266360165100809
1.70014285714286,-0.266774008499431
1.70028571428571,-0.267189772060877
1.70042857142857,-0.267607473971165
1.70057142857143,-0.268027132655748
1.70071428571429,-0.268448766783252
1.70085714285714,-0.268872395269385
1.701,-0.269298037280838
1.70114285714286,-0.26972571223937
1.70128571428571,-0.27015543982583
1.70142857142857,-0.270587239984344
1.70157142857143,-0.27102113292661
1.70171428571429,-0.27145713913615
1.70185714285714,-0.271895279372788
1.702,-0.272335574677083
1.70214285714286,-0.27277804637493
1.70228571428571,-0.273222716082266
1.70242857142857,-0.273669605709717
1.70257142857143,-0.274118737467585
1.70271428571429,-0.27457013387065
1.70285714285714,-0.275023817743275
1.703,-0.275479812224539
1.70314285714286,-0.275938140773413
1.70328571428571,-0.276398827174159
1.70342857142857,-0.276861895541697
1.70357142857143,-0.277327370327178
1.70371428571429,-0.277795276323636
1.70385714285714,-0.278265638671725
1.704,-0.278738482865608
1.70414285714286,-0.279213834758913
1.70428571428571,-0.279691720570892
1.70442857142857,-0.280172166892584
1.70457142857143,-0.280655200693204
1.70471428571429,-0.281140849326604
1.70485714285714,-0.281629140537881
1.705,-0.282120102470109
1.70514285714286,-0.28261376367123
1.70528571428571,-0.283110153101016
1.70542857142857,-0.283609300138285
1.70557142857143,-0.284111234588151
1.70571428571429,-0.284615986689483
1.70585714285714,-0.285123587122495
1.706,-0.285634067016512
1.70614285714286,-0.286147457957859
1.70628571428571,-0.286663791997957
1.70642857142857,-0.287183101661514
1.70657142857143,-0.287705419955018
1.70671428571429,-0.288230780375211
1.70685714285714,-0.288759216917927
1.707,-0.28929076408703
1.70714285714286,-0.28982545690348
1.70728571428571,-0.290363330914722
1.70742857142857,-0.290904422204161
1.70757142857143,-0.291448767400898
1.70771428571429,-0.291996403689643
1.70785714285714,-0.292547368820836
1.708,-0.293101701120999
1.70814285714286,-0.293659439503314
1.70828571428571,-0.294220623478386
1.70842857142857,-0.294785293165284
1.70857142857143,-0.295353489302798
1.70871428571429,-0.295925253260952
1.70885714285714,-0.296500627052705
1.709,-0.297079653346002
1.70914285714286,-0.297662375476034
1.70928571428571,-0.298248837457745
1.70942857142857,-0.29883908399865
1.70957142857143,-0.299433160511924
1.70971428571429,-0.300031113129768
1.70985714285714,-0.300632988717068
1.71,-0.301238834885394
1.71014285714286,-0.301848700007238
1.71028571428571,-0.302462633230648
1.71042857142857,-0.30308068449413
1.71057142857143,-0.303702904541882
1.71071428571429,-0.304329344939455
1.71085714285714,-0.304960058089626
1.711,-0.30559509724876
1.71114285714286,-0.306234516543469
1.71128571428571,-0.306878370987645
1.71142857142857,-0.307526716499948
1.71157142857143,-0.308179609921608
1.71171428571429,-0.308837109034709
1.71185714285714,-0.309499272580815
1.712,-0.310166160280118
1.71214285714286,-0.310837832850937
1.71228571428571,-0.311514352029749
1.71242857142857,-0.312195780591609
1.71257142857143,-0.312882182371117
1.71271428571429,-0.313573622283825
1.71285714285714,-0.314270166348165
1.713,-0.314971881707916
1.71314285714286,-0.315678836655133
1.71328571428571,-0.316391100653706
1.71342857142857,-0.317108744363411
1.71357142857143,-0.317831839664573
1.71371428571429,-0.31856045968328
1.71385714285714,-0.319294678817269
1.714,-0.32003457276234
1.71414285714286,-0.320780218539496
1.71428571428571,-0.321531694522672
1.71442857142857,-0.322289080467199
1.71457142857143,-0.323052457538888
1.71471428571429,-0.3238219083439
1.71485714285714,-0.324597516959277
1.715,-0.325379368964308
1.71514285714286,-0.326167551472548
1.71528571428571,-0.326962153164757
1.71542857142857,-0.327763264322573
1.71557142857143,-0.328570976863028
1.71571428571429,-0.329385384374009
1.71585714285714,-0.33020658215045
1.716,-0.331034667231596
1.71614285714286,-0.331869738439108
1.71628571428571,-0.332711896416155
1.71642857142857,-0.333561243667493
1.71657142857143,-0.334417884600613
1.71671428571429,-0.335281925567832
1.71685714285714,-0.336153474909573
1.717,-0.337032642998685
1.71714285714286,-0.337919542285941
1.71728571428571,-0.338814287346695
1.71742857142857,-0.339716994928722
1.71757142857143,-0.340627784001401
1.71771428571429,-0.341546775806047
1.71785714285714,-0.342474093907651
1.718,-0.343409864247969
1.71814285714286,-0.344354215199942
1.71828571428571,-0.345307277623686
1.71842857142857,-0.346269184923803
1.71857142857143,-0.347240073108356
1.71871428571429,-0.348220080849333
1.71885714285714,-0.349209349544775
1.719,-0.350208023382537
1.71914285714286,-0.351216249405779
1.71928571428571,-0.352234177580283
1.71942857142857,-0.353261960863473
1.71957142857143,-0.354299755275431
1.71971428571429,-0.355347719971778
1.71985714285714,-0.356406017318601
1.72,-0.357474812969397
1.72014285714286,-0.358554275944136
1.72028571428571,-0.359644578710577
1.72042857142857,-0.360745897267719
1.72057142857143,-0.361858411231696
1.72071428571429,-0.362982303924003
1.72085714285714,-0.364117762462183
1.721,-0.365264977853125
1.72114285714286,-0.366424145088902
1.72128571428571,-0.36759546324539
1.72142857142857,-0.368779135583664
1.72157142857143,-0.369975369654275
1.72171428571429,-0.371184377404487
1.72185714285714,-0.372406375288595
1.722,-0.373641584381453
1.72214285714286,-0.374890230495203
1.72228571428571,-0.376152544299425
1.72242857142857,-0.377428761444746
1.72257142857143,-0.378719122690097
1.72271428571429,-0.380023874033593
1.72285714285714,-0.381343266847319
1.723,-0.382677558016064
1.72314285714286,-0.384027010080109
1.72328571428571,-0.385391891382262
1.72342857142857,-0.386772476219233
1.72357142857143,-0.38816904499754
1.72371428571429,-0.389581884394041
1.72385714285714,-0.391011287521233
1.724,-0.392457554097629
1.72414285714286,-0.393920990623103
1.72428571428571,-0.39540191055968
1.72442857142857,-0.396900634517695
1.72457142857143,-0.398417490447626
1.72471428571429,-0.399952813837833
1.72485714285714,-0.401506947918298
1.725,-0.403080243870526
1.72514285714286,-0.404673061044075
1.72528571428571,-0.406285767179605
1.72542857142857,-0.407918738638872
1.72557142857143,-0.409572360641895
1.72571428571429,-0.411247027511418
1.72585714285714,-0.412943142925039
1.726,-0.414661120175256
1.72614285714286,-0.416401382437558
1.72628571428571,-0.41816436304706
1.72642857142857,-0.419950505783752
1.72657142857143,-0.421760265166863
1.72671428571429,-0.423594106758451
1.72685714285714,-0.425452507476708
1.727,-0.427335955919216
1.72714285714286,-0.429244952696511
1.72728571428571,-0.431180010776342
1.72742857142857,-0.433141655838905
1.72757142857143,-0.435130426643643
1.72771428571429,-0.437146875407708
1.72785714285714,-0.439191568196693
1.728,-0.44126508532809
1.72814285714286,-0.44336802178771
1.72828571428571,-0.445500987659712
1.72842857142857,-0.447664608570595
1.72857142857143,-0.449859526147736
1.72871428571429,-0.452086398492826
1.72885714285714,-0.454345900670849
1.729,-0.456638725215146
1.72914285714286,-0.458965582648938
1.72928571428571,-0.461327202024145
1.72942857142857,-0.463724331477849
1.72957142857143,-0.466157738807165
1.72971428571429,-0.468628212063073
1.72985714285714,-0.471136560163872
1.73,-0.473683613528912
1.73014285714286,-0.476270224733354
1.73028571428571,-0.478897269184581
1.73042857142857,-0.481565645821036
1.73057142857143,-0.484276277834233
1.73071428571429,-0.487030113414723
1.73085714285714,-0.48982812652275
1.731,-0.492671317684534
1.73114285714286,-0.495560714814882
1.73128571428571,-0.498497374067061
1.73142857142857,-0.501482380710837
1.73157142857143,-0.504516850039425
1.73171428571429,-0.507601928306583
1.73185714285714,-0.510738793694385
1.732,-0.513928657312974
1.73214285714286,-0.517172764233135
1.73228571428571,-0.520472394552582
1.73242857142857,-0.523828864497176
1.73257142857143,-0.527243527557926
1.73271428571429,-0.530717775664895
1.73285714285714,-0.53425304039904
1.733,-0.537850794242931
1.73314285714286,-0.541512551871534
1.73328571428571,-0.545239871484091
1.73342857142857,-0.549034356178045
1.73357142857143,-0.552897655366055
1.73371428571429,-0.556831466237246
1.73385714285714,-0.56083753526352
1.734,-0.564917659752002
1.73414285714286,-0.569073689444479
1.73428571428571,-0.573307528164785
1.73442857142857,-0.577621135514818
1.73457142857143,-0.582016528620209
1.73471428571429,-0.586495783925923
1.73485714285714,-0.591061039042809
1.735,-0.59571449464517
1.73514285714286,-0.60045841642007
1.73528571428571,-0.605295137068224
1.73542857142857,-0.610227058356744
1.73557142857143,-0.615256653223524
1.73571428571429,-0.62038646793281
1.73585714285714,-0.625619124281289
1.736,-0.630957321854097
1.73614285714286,-0.636403840329001
1.73628571428571,-0.64196154182756
1.73642857142857,-0.64763337331119
1.73657142857143,-0.653422369019562
1.73671428571429,-0.65933165294849
1.73685714285714,-0.665364441363691
1.737,-0.671524045346477
1.73714285714286,-0.677813873366237
1.73728571428571,-0.684237433874205
1.73742857142857,-0.690798337912016
1.73757142857143,-0.697500301727551
1.73771428571429,-0.704347149389478
1.73785714285714,-0.711342815390567
1.738,-0.718491347229185
1.73814285714286,-0.725796907955809
1.73828571428571,-0.73326377867078
1.73842857142857,-0.74089636095733
1.73857142857143,-0.748699179231819
1.73871428571429,-0.756676882991231
1.73885714285714,-0.764834248935354
1.739,-0.773176182938838
1.73914285714286,-0.781707721844712
1.73928571428571,-0.790434035048664
1.73942857142857,-0.799360425839219
1.73957142857143,-0.808492332455699
1.73971428571429,-0.817835328821203
1.73985714285714,-0.827395124903658
1.74,-0.83717756665305
1.74014285714286,-0.847188635457315
1.74028571428571,-0.857434447053911
1.74042857142857,-0.867921249827185
1.74057142857143,-0.878655422415571
1.74071428571429,-0.889643470544342
1.74085714285714,-0.900892022992047
1.741,-0.912407826590463
1.74114285714286,-0.924197740147536
1.74128571428571,-0.936268727174072
1.74142857142857,-0.948627847283081
1.74157142857143,-0.961282246120318
1.74171428571429,-0.974239143671631
1.74185714285714,-0.987505820780773
1.742,-1.00108960369698
1.74214285714286,-1.01499784645844
1.74228571428571,-1.02923791090235
1.74242857142857,-1.04381714407756
1.74257142857143,-1.05874285282029
1.74271428571429,-1.07402227523708
1.74285714285714,-1.08966254882365
1.743,-1.10567067493325
1.74314285714286,-1.12205347929105
1.74328571428571,-1.13881756823929
1.74342857142857,-1.15596928038206
1.74357142857143,-1.17351463328945
1.74371428571429,-1.19145926491012
1.74385714285714,-1.20980836933592
1.744,-1.22856662656073
1.74414285714286,-1.24773812587671
1.74428571428571,-1.26732628256171
1.74442857142857,-1.28733374752554
1.74457142857143,-1.30776230960932
1.74471428571429,-1.32861279026402
1.74485714285714,-1.34988493038297
1.745,-1.3715772691219
1.74514285714286,-1.39368701461613
1.74528571428571,-1.41620990659848
1.74542857142857,-1.43914007103484
1.74557142857143,-1.46246986703134
1.74571428571429,-1.48618972642666
1.74585714285714,-1.51028798667115
1.746,-1.53475071781173
1.74614285714286,-1.55956154464492
1.74628571428571,-1.58470146538069
1.74642857142857,-1.6101486684661
1.74657142857143,-1.63587834955905
1.74671428571429,-1.66186253100764
1.74685714285714,-1.68806988658616
1.747,-1.7144655746498
1.74714285714286,-1.74101108329603
1.74728571428571,-1.76766409154812
1.74742857142857,-1.79437835099472
1.74757142857143,-1.82110359271202
1.74771428571429,-1.84778546464308
1.74785714285714,-1.87436550489546
1.748,-1.90078115661285
1.74814285714286,-1.92696583015664
1.74828571428571,-1.95284901827388
1.74842857142857,-1.97835646969459
1.74857142857143,-2.00341042617102
1.74871428571429,-2.02792992732084
1.74885714285714,-2.05183118673928
1.749,-2.07502804169587
1.74914285714286,-2.0974324773202
1.74928571428571,-2.11895522451936
1.74942857142857,-2.13950642897657
1.74957142857143,-2.15899638649363
1.74971428571429,-2.17733633771426
1.74985714285714,-2.19443931296637
1.75,-2.21022101568122
1.75014285714286,-2.22460073067651
1.75028571428571,-2.23750224164162
1.75042857142857,-2.24885474054279
1.75057142857143,-2.25859371048319
1.75071428571429,-2.26666176290155
1.75085714285714,-2.27300940995541
1.751,-2.27759575356056
1.75114285714286,-2.28038907386924
1.75128571428571,-2.28136730195532
1.75142857142857,-2.28051836408121
1.75157142857143,-2.27784038805768
1.75171428571429,-2.27334176576365
1.75185714285714,-2.2670410697093
1.752,-2.2589668254471
1.75214285714286,-2.24915714548823
1.75228571428571,-2.23765923399812
1.75242857142857,-2.22452877477339
1.75257142857143,-2.20982921771575
1.75271428571429,-2.1936309811195
1.75285714285714,-2.17601058851629
1.753,-2.15704975955222
1.75314285714286,-2.13683447442439
1.75328571428571,-2.11545403081799
1.75342857142857,-2.09300011114119
1.75357142857143,-2.06956587624587
1.75371428571429,-2.04524509985399
1.75385714285714,-2.02013135569696
1.754,-1.99431726702744
1.75414285714286,-1.96789382578572
1.75428571428571,-1.94094978638119
1.75442857142857,-1.91357113686598
1.75457142857143,-1.88584064828593
1.75471428571429,-1.85783750123933
1.75485714285714,-1.82963698717562
1.755,-1.80131028074513
1.75514285714286,-1.77292427855253
1.75528571428571,-1.74454149896836
1.75542857142857,-1.71622003719327
1.75557142857143,-1.68801356951569
1.75571428571429,-1.65997140063931
1.75585714285714,-1.63213854804186
1.756,-1.60455585753736
1.75614285714286,-1.57726014452235
1.75628571428571,-1.55028435576209
1.75642857142857,-1.52365774699928
1.75657142857143,-1.49740607211898
1.75671428571429,-1.47155178006917
1.75685714285714,-1.44611421619402
1.757,-1.42110982508747
1.75714285714286,-1.39655235249686
1.75728571428571,-1.37245304420713
1.75742857142857,-1.34882084020145
1.75757142857143,-1.32566256272579
1.75771428571429,-1.3029830971871
1.75785714285714,-1.28078556507541
1.758,-1.25907148833396
1.75814285714286,-1.23784094480125
1.75828571428571,-1.21709271451902
1.75842857142857,-1.1968244168446
1.75857142857143,-1.17703263842554
1.75871428571429,-1.15771305219131
1.75885714285714,-1.13886052759609
1.759,-1.12046923240569
1.75914285714286,-1.1025327263702
1.75928571428571,-1.08504404715494
1.75942857142857,-1.06799578892649
1.75957142857143,-1.05138017400238
1.75971428571429,-1.03518911798041
1.75985714285714,-1.01941428876177
1.76,-1.00404715987671
1.76014285714286,-0.989079058512759
1.76028571428571,-0.97450120863207
1.76042857142857,-0.96030476954978
1.76057142857143,-0.946480870328562
1.76071428571429,-0.933020640326887
1.76085714285714,-0.919915236220187
1.761,-0.907155865794589
1.76114285714286,-0.894733808795368
1.76128571428571,-0.882640435092712
1.76142857142857,-0.87086722040993
1.76157142857143,-0.859405759840795
1.76171428571429,-0.848247779367757
1.76185714285714,-0.837385145574192
1.762,-0.826809873730826
1.76214285714286,-0.816514134420471
1.76228571428571,-0.80649025885266
1.76242857142857,-0.796730743006256
1.76257142857143,-0.787228250726928
1.76271428571429,-0.777975615894662
1.76285714285714,-0.768965843766754
1.763,-0.760192111591582
1.76314285714286,-0.751647768580392
1.76328571428571,-0.743326335315481
1.76342857142857,-0.735221502666199
1.76357142857143,-0.727327130276918
1.76371428571429,-0.719637244685342
1.76385714285714,-0.712146037123043
1.764,-0.704847861045604
1.76414285714286,-0.697737229434199
1.76428571428571,-0.690808811906702
1.76442857142857,-0.684057431672062
1.76457142857143,-0.677478062357754
1.76471428571429,-0.671065824737753
1.76485714285714,-0.664815983384519
1.765,-0.65872394326602
1.76514285714286,-0.6527852463069
1.76528571428571,-0.646995567929944
1.76542857142857,-0.64135071359244
1.76557142857143,-0.635846615329986
1.76571428571429,-0.630479328319038
1.76585714285714,-0.625245027467425
1.766,-0.620140004041355
1.76614285714286,-0.615160662335885
1.76628571428571,-0.610303516394949
1.76642857142857,-0.605565186785978
1.76657142857143,-0.600942397433243
1.76671428571429,-0.596431972513672
1.76685714285714,-0.592030833417708
1.767,-0.587735995777575
1.76714285714286,-0.583544566564656
1.76728571428571,-0.579453741257032
1.76742857142857,-0.575460801078249
1.76757142857143,-0.571563110307654
1.76771428571429,-0.567758113662402
1.76785714285714,-0.564043333751157
1.768,-0.560416368598801
1.76814285714286,-0.556874889242077
1.76828571428571,-0.553416637394843
1.76842857142857,-0.550039423182454
1.76857142857143,-0.546741122944036
1.76871428571429,-0.54351967710144
1.76885714285714,-0.540373088093859
1.769,-0.537299418376571
1.76914285714286,-0.534296788482497
1.76928571428571,-0.531363375145212
1.76942857142857,-0.528497409481862
1.76957142857143,-0.525697175234542
1.76971428571429,-0.52296100706863
1.76985714285714,-0.520287288926527
1.77,-0.517674452435323
1.77014285714286,-0.515120975366866
1.77028571428571,-0.512625380148674
1.77042857142857,-0.510186232424371
1.77057142857143,-0.507802139661895
1.77071428571429,-0.505471749808311
1.77085714285714,-0.503193749989543
1.771,-0.500966865253819
1.77114285714286,-0.49878985735727
1.77128571428571,-0.496661523590634
1.77142857142857,-0.49458069564522
1.77157142857143,-0.492546238517393
1.77171428571429,-0.490557049450081
1.77185714285714,-0.488612056909847
1.772,-0.486710219598854
1.77214285714286,-0.48485052550009
1.77228571428571,-0.483031990954932
1.77242857142857,-0.481253659771958
1.77257142857143,-0.479514602365845
1.77271428571429,-0.477813914925476
1.77285714285714,-0.476150718610024
1.773,-0.474524158772309
1.77314285714286,-0.472933404208289
1.77328571428571,-0.471377646431841
1.77342857142857,-0.46985609897398
1.77357142857143,-0.46836799670567
1.77371428571429,-0.46691259518326
1.77385714285714,-0.465489170016023
1.774,-0.464097016254747
1.77414285714286,-0.462735447800846
1.77428571428571,-0.461403796835101
1.77442857142857,-0.460101413265558
1.77457142857143,-0.458827664193601
1.77471428571429,-0.457581933397949
1.77485714285714,-0.456363620835608
1.775,-0.455172142159328
1.77514285714286,-0.454006928250996
1.77528571428571,-0.452867424770458
1.77542857142857,-0.451753091718983
1.77557142857143,-0.450663403017211
1.77571428571429,-0.449597846096775
1.77585714285714,-0.448555921505302
1.776,-0.447537142524247
1.77614285714286,-0.446541034799066
1.77628571428571,-0.445567135981493
1.77642857142857,-0.444614995383268
1.77657142857143,-0.443684173640985
1.77671428571429,-0.442774242391862
1.77685714285714,-0.441884783959677
1.777,-0.441015391050961
1.77714285714286,-0.440165666460706
1.77728571428571,-0.439335222787504
1.77742857142857,-0.438523682157684
1.77757142857143,-0.437730675958207
1.77771428571429,-0.436955844577931
1.77785714285714,-0.43619883715705
1.778,-0.43545931134431
1.77814285714286,-0.434736933061932
1.77828571428571,-0.434031376277761
1.77842857142857,-0.433342322784506
1.77857142857143,-0.432669461985933
1.77871428571429,-0.432012490689429
1.77885714285714,-0.431371112905194
1.779,-0.430745039651534
1.77914285714286,-0.430133988765968
1.77928571428571,-0.429537684722342
1.77942857142857,-0.428955858453312
1.77957142857143,-0.428388247178325
1.77971428571429,-0.42783459423679
1.77985714285714,-0.427294648926221
1.78,-0.426768166345337
1.78014285714286,-0.4262549072418
1.78028571428571,-0.425754637864562
1.78042857142857,-0.425267129820565
1.78057142857143,-0.424792159935721
1.78071428571429,-0.424329510120023
1.78085714285714,-0.423878967236642
1.781,-0.423440322974855
1.78114285714286,-0.423013373726745
1.78128571428571,-0.422597920467451
1.78142857142857,-0.422193768639024
1.78157142857143,-0.421800728037529
1.78171428571429,-0.421418612703532
1.78185714285714,-0.42104724081569
1.782,-0.420686434587475
1.78214285714286,-0.420336020166819
1.78228571428571,-0.419995827538645
1.78242857142857,-0.41966569043019
1.78257142857143,-0.419345446219074
1.78271428571429,-0.419034935843909
1.78285714285714,-0.418734003717491
1.783,-0.418442497642424
1.78314285714286,-0.418160268729164
1.78328571428571,-0.41788717131634
1.78342857142857,-0.417623062893255
1.78357142857143,-0.417367804024675
1.78371428571429,-0.417121258277602
1.78385714285714,-0.416883292150158
1.784,-0.416653775002422
1.78414285714286,-0.41643257898911
1.78428571428571,-0.416219578994265
1.78442857142857,-0.416014652567576
1.78457142857143,-0.415817679862554
1.78471428571429,-0.415628543576379
1.78485714285714,-0.415447128891346
1.785,-0.415273323417957
1.78514285714286,-0.415107017139515
1.78528571428571,-0.41494810235826
1.78542857142857,-0.414796473642964
1.78557142857143,-0.414652027777842
1.78571428571429,-0.414514663712957
1.78585714285714,-0.414384282515967
1.786,-0.414260787324946
1.78614285714286,-0.414144083302793
1.78628571428571,-0.414034077592575
1.78642857142857,-0.413930679274214
1.78657142857143,-0.413833799322258
1.78671428571429,-0.413743350564792
1.78685714285714,-0.413659247643418
1.787,-0.413581406974329
1.78714285714286,-0.413509746710339
1.78728571428571,-0.413444186703969
1.78742857142857,-0.413384648471494
1.78757142857143,-0.413331055157871
1.78771428571429,-0.413283331502678
1.78785714285714,-0.41324140380684
1.788,-0.413205199900305
1.78814285714286,-0.413174649110494
1.78828571428571,-0.413149682231659
1.78842857142857,-0.413130231494861
1.78857142857143,-0.413116230538956
1.78871428571429,-0.413107614382137
1.78885714285714,-0.413104319394319
1.789,-0.413106283270164
1.78914285714286,-0.413113445002886
1.78928571428571,-0.413125744858607
1.78942857142857,-0.413143124351539
1.78957142857143,-0.413165526219618
1.78971428571429,-0.413192894400893
1.78985714285714,-0.413225174010477
1.79,-0.41326231131808
1.79014285714286,-0.413304253726148
1.79028571428571,-0.413350949748504
1.79042857142857,-0.413402348989587
1.79057142857143,-0.413458402124249
1.79071428571429,-0.413519060877941
1.79085714285714,-0.413584278007572
1.791,-0.413654007282735
1.79114285714286,-0.413728203467468
1.79128571428571,-0.413806822302475
1.79142857142857,-0.413889820487773
1.79157142857143,-0.413977155665876
1.79171428571429,-0.414068786405238
1.79185714285714,-0.414164672184372
1.792,-0.414264773376099
1.79214285714286,-0.414369051232425
1.79228571428571,-0.414477467869711
1.79242857142857,-0.414589986254201
1.79257142857143,-0.414706570188051
1.79271428571429,-0.414827184295561
1.79285714285714,-0.414951794009849
1.793,-0.415080365559936
1.79314285714286,-0.415212865958035
1.79328571428571,-0.415349262987281
1.79342857142857,-0.415489525189721
1.79357142857143,-0.415633621854689
1.79371428571429,-0.415781523007432
1.79385714285714,-0.415933199398069
1.794,-0.416088622490835
1.79414285714286,-0.41624776445364
1.79428571428571,-0.416410598147886
1.79442857142857,-0.416577097118595
1.79457142857143,-0.416747235584759
1.79471428571429,-0.416920988430025
1.79485714285714,-0.417098331193574
1.795,-0.41727924006132
1.79514285714286,-0.417463691857313
1.79528571428571,-0.417651664035405
1.79542857142857,-0.41784313467117
1.79557142857143,-0.418038082454053
1.79571428571429,-0.418236486679722
1.79585714285714,-0.418438327242716
1.796,-0.41864358462924
1.79614285714286,-0.418852239910239
1.79628571428571,-0.419064274734664
1.79642857142857,-0.419279671322927
1.79657142857143,-0.419498412460612
1.79671428571429,-0.419720481492375
1.79685714285714,-0.419945862316014
1.797,-0.420174539376759
1.79714285714286,-0.420406497661802
1.79728571428571,-0.420641722694917
1.79742857142857,-0.420880200531339
1.79757142857143,-0.421121917752875
1.79771428571429,-0.421366861463068
1.79785714285714,-0.42161501928263
1.798,-0.421866379345075
1.79814285714286,-0.422120930292434
1.79828571428571,-0.422378661271245
1.79842857142857,-0.422639561928614
1.79857142857143,-0.422903622408568
1.79871428571429,-0.423170833348424
1.79885714285714,-0.423441185875471
1.799,-0.423714671603693
1.79914285714286,-0.423991282630742
1.79928571428571,-0.42427101153502
1.79942857142857,-0.424553851372938
1.79957142857143,-0.42483979567631
1.79971428571429,-0.425128838449934
1.79985714285714,-0.425420974169329
1.8,-0.425716197778548
1.80014285714286,-0.426014504688252
1.80028571428571,-0.426315890773878
1.80042857142857,-0.426620352373908
1.80057142857143,-0.426927886288423
1.80071428571429,-0.427238489777623
1.80085714285714,-0.427552160560664
1.801,-0.427868896814526
1.80114285714286,-0.428188697173075
1.80128571428571,-0.42851156072626
1.80142857142857,-0.428837487019429
1.80157142857143,-0.429166476052892
1.80171428571429,-0.429498528281422
1.80185714285714,-0.429833644614139
1.802,-0.430171826414351
1.80214285714286,-0.430513075499658
1.80228571428571,-0.430857394142108
1.80242857142857,-0.431204785068536
1.80257142857143,-0.431555251461109
1.80271428571429,-0.431908796957879
1.80285714285714,-0.432265425653578
1.803,-0.432625142100541
1.80314285714286,-0.432987951309752
1.80328571428571,-0.433353858752054
1.80342857142857,-0.433722870359457
1.80357142857143,-0.434094992526701
1.80371428571429,-0.434470232112817
1.80385714285714,-0.43484859644297
1.804,-0.435230093310342
1.80414285714286,-0.435614730978278
1.80428571428571,-0.436002518182438
1.80442857142857,-0.436393464133257
1.80457142857143,-0.436787578518426
1.80471428571429,-0.437184871505606
1.80485714285714,-0.437585353745265
1.805,-0.437989036373668
1.80514285714286,-0.438395931016064
1.80528571428571,-0.43880604978998
1.80542857142857,-0.439219405308687
1.80557142857143,-0.4396360106849
1.80571428571429,-0.440055879534496
1.80585714285714,-0.440479025980585
1.806,-0.440905464657556
1.80614285714286,-0.441335210715482
1.80628571428571,-0.441768279824525
1.80642857142857,-0.442204688179667
1.80657142857143,-0.442644452505489
1.80671428571429,-0.443087590061253
1.80685714285714,-0.443534118646064
1.807,-0.443984056604253
1.80714285714286,-0.444437422831011
1.80728571428571,-0.444894236778097
1.80742857142857,-0.445354518459834
1.80757142857143,-0.445818288459294
1.80771428571429,-0.446285567934612
1.80785714285714,-0.446756378625612
1.808,-0.447230742860532
1.80814285714286,-0.447708683563055
1.80828571428571,-0.448190224259525
1.80842857142857,-0.448675389086311
1.80857142857143,-0.449164202797546
1.80871428571429,-0.449656690772926
1.80885714285714,-0.450152879025874
1.809,-0.45065279421187
1.80914285714286,-0.45115646363705
1.80928571428571,-0.451663915267032
1.80942857142857,-0.452175177736013
1.80957142857143,-0.452690280356119
1.80971428571429,-0.453209253126987
1.80985714285714,-0.453732126745703
1.81,-0.454258932616866
1.81014285714286,-0.454789702863082
1.81028571428571,-0.455324470335642
1.81042857142857,-0.455863268625547
1.81057142857143,-0.456406132074785
1.81071428571429,-0.456953095787962
1.81085714285714,-0.457504195644211
1.811,-0.458059468309394
1.81114285714286,-0.458618951248717
1.81128571428571,-0.459182682739581
1.81142857142857,-0.459750701884836
1.81157142857143,-0.460323048626341
1.81171428571429,-0.460899763758915
1.81185714285714,-0.461480888944653
1.812,-0.46206646672757
1.81214285714286,-0.462656540548689
1.81228571428571,-0.463251154761465
1.81242857142857,-0.463850354647647
1.81257142857143,-0.464454186433564
1.81271428571429,-0.465062697306766
1.81285714285714,-0.465675935433167
1.813,-0.466293949974616
1.81314285714286,-0.466916791106854
1.81328571428571,-0.467544510038059
1.81342857142857,-0.468177159027748
1.81357142857143,-0.468814791406238
1.81371428571429,-0.4694574615946
1.81385714285714,-0.47010522512511
1.814,-0.470758138662205
1.81414285714286,-0.471416260024068
1.81428571428571,-0.472079648204651
1.81442857142857,-0.472748363396387
1.81457142857143,-0.473422467013374
1.81471428571429,-0.474102021715235
1.81485714285714,-0.474787091431587
1.815,-0.475477741387127
1.81514285714286,-0.476174038127346
1.81528571428571,-0.476876049544961
1.81542857142857,-0.477583844907
1.81557142857143,-0.478297494882601
1.81571428571429,-0.479017071571523
1.81585714285714,-0.479742648533447
1.816,-0.480474300817964
1.81614285714286,-0.481212104995413
1.81628571428571,-0.481956139188499
1.81642857142857,-0.482706483104745
1.81657142857143,-0.48346321806981
1.81671428571429,-0.484226427061669
1.81685714285714,-0.484996194745665
1.817,-0.485772607510567
1.81714285714286,-0.486555753505557
1.81728571428571,-0.487345722678084
1.81742857142857,-0.488142606812926
1.81757142857143,-0.488946499572136
1.81771428571429,-0.489757496536088
1.81785714285714,-0.490575695245715
1.818,-0.491401195245711
1.81814285714286,-0.492234098129088
1.81828571428571,-0.493074507582751
1.81842857142857,-0.493922529434438
1.81857142857143,-0.494778271700878
1.81871428571429,-0.495641844637257
1.81885714285714,-0.496513360788029
1.819,-0.497392935039141
1.81914285714286,-0.498280684671629
1.81928571428571,-0.499176729416765
1.81942857142857,-0.50008119151267
1.81957142857143,-0.500994195762426
1.81971428571429,-0.501915869593974
1.81985714285714,-0.502846343121496
