"Freq [GHz]","mag(St(feedline_T1,feedline_T1)) []","mag(St(feedline_T2,feedline_T1)) []"
1.60157142857143,0.0530504112755317,0.984015994425468
1.60171428571429,0.0531881470529629,0.984006997119932
1.60185714285714,0.0533259049558371,0.983997977542368
1.602,0.053463684946191,0.983988935677483
1.60214285714286,0.0536014869866953,0.983979871509938
1.60228571428571,0.0537393110406493,0.983970785024338
1.60242857142857,0.0538771570719734,0.983961676205238
1.60257142857143,0.0540150250452051,0.983952545037138
1.60271428571429,0.0541529149254932,0.983943391504489
1.60285714285714,0.054290826678592,0.983934215591684
1.603,0.0544287602708548,0.983925017283069
1.60314285714286,0.0545667156692319,0.983915796562929
1.60328571428571,0.0547046928412621,0.983906553415501
1.60342857142857,0.054842691755069,0.983897287824962
1.60357142857143,0.0549807123793562,0.983887999775439
1.60371428571429,0.0551187546834025,0.983878689251001
1.60385714285714,0.0552568186370557,0.983869356235662
1.604,0.0553949042107295,0.98386000071338
1.60414285714286,0.0555330113753984,0.983850622668057
1.60428571428571,0.0556711401025927,0.983841222083541
1.60442857142857,0.0558092903643937,0.983831798943618
1.60457142857143,0.05594746213343,0.98382235323202
1.60471428571429,0.0560856553828738,0.983812884932421
1.60485714285714,0.0562238700864348,0.983803394028439
1.605,0.056362106218357,0.983793880503627
1.60514285714286,0.0565003637534151,0.983784344341487
1.60528571428571,0.0566386426669098,0.983774785525459
1.60542857142857,0.056776942934663,0.983765204038921
1.60557142857143,0.0569152645330158,0.983755599865195
1.60571428571429,0.0570536074388234,0.98374597298754
1.60585714285714,0.0571919716294516,0.983736323389158
1.606,0.0573303570827727,0.983726651053187
1.60614285714286,0.0574687637771627,0.983716955962703
1.60628571428571,0.057607191691497,0.983707238100723
1.60642857142857,0.0577456408051471,0.983697497450202
1.60657142857143,0.057884111097977,0.983687733994029
1.60671428571429,0.0580226025503407,0.983677947715034
1.60685714285714,0.0581611151430776,0.983668138595981
1.607,0.0582996488575093,0.983658306619572
1.60714285714286,0.0584382036754381,0.983648451768446
1.60728571428571,0.058576779579142,0.983638574025174
