"Freq [GHz]","dB(St(feedline_T1,feedline_T1)) []"
1.562,-35.7410122348878
1.564,-34.8763031332755
1.566,-34.0741353659523
1.568,-33.3285517828886
1.57,-32.6336497928191
1.572,-31.983984595873
1.574,-31.3746968606183
1.576,-30.8015177325512
1.578,-30.260723395649
1.58,-29.749072834074
1.582,-29.2637439800823
1.584,-28.8022746168671
1.586,-28.3625102415829
1.588,-27.942559186702
1.59,-27.5407544836187
1.592,-27.1556216613909
1.594,-26.785851625505
1.596,-26.4302778189601
1.598,-26.0878569640679
1.6,-25.7576527867761
1.60014285714286,-25.7345114489008
1.60028571428571,-25.7114278149353
1.60042857142857,-25.6884015966161
1.60057142857143,-25.6654325077541
1.60071428571429,-25.6425202642144
1.60085714285714,-25.6196645838976
1.601,-25.5968651867205
1.60114285714286,-25.5741217945975
1.60128571428571,-25.5514341314217
1.60142857142857,-25.528801923047
1.60157142857143,-25.5062248972692
1.60171428571429,-25.4837027838086
1.60185714285714,-25.4612353142921
1.602,-25.4388222222353
1.60214285714286,-25.4164632430257
1.60228571428571,-25.3941581139045
1.60242857142857,-25.3719065739508
1.60257142857143,-25.3497083640639
1.60271428571429,-25.3275632269468
1.60285714285714,-25.30547090709
1.603,-25.2834311507551
1.60314285714286,-25.2614437059587
1.60328571428571,-25.2395083224561
1.60342857142857,-25.2176247517263
1.60357142857143,-25.1957927469557
1.60371428571429,-25.1740120630232
1.60385714285714,-25.1522824564844
1.604,-25.1306036855572
1.60414285714286,-25.1089755101063
1.60428571428571,-25.0873976916285
1.60442857142857,-25.0658699932387
1.60457142857143,-25.0443921796546
1.60471428571429,-25.0229640171829
1.60485714285714,-25.0015852737051
1.605,-24.9802557186636
1.60514285714286,-24.9589751230475
1.60528571428571,-24.9377432593794
1.60542857142857,-24.9165599017013
1.60557142857143,-24.8954248255619
1.60571428571429,-24.8743378080026
1.60585714285714,-24.8532986275448
1.606,-24.8323070641769
1.60614285714286,-24.8113628993414
1.60628571428571,-24.7904659159222
1.60642857142857,-24.7696158982318
1.60657142857143,-24.7488126319994
1.60671428571429,-24.728055904358
1.60685714285714,-24.7073455038324
1.607,-24.6866812203275
1.60714285714286,-24.6660628451159
1.60728571428571,-24.6454901708261
1.60742857142857,-24.6249629914312
1.60757142857143,-24.604481102237
1.60771428571429,-24.5840442998707
1.60785714285714,-24.5636523822694
1.608,-24.5433051486693
1.60814285714286,-24.5230023995941
1.60828571428571,-24.5027439368442
1.60842857142857,-24.4825295634859
1.60857142857143,-24.4623590838407
1.60871428571429,-24.4422323034745
1.60885714285714,-24.4221490291871
1.609,-24.4021090690019
1.60914285714286,-24.3821122321552
1.60928571428571,-24.3621583290864
1.60942857142857,-24.3422471714277
1.60957142857143,-24.3223785719942
1.60971428571429,-24.3025523447736
1.60985714285714,-24.2827683049168
1.61,-24.2630262687283
1.61014285714286,-24.2433260536558
1.61028571428571,-24.2236674782815
1.61042857142857,-24.2040503623125
1.61057142857143,-24.184474526571
1.61071428571429,-24.1649397929857
1.61085714285714,-24.1454459845821
1.611,-24.1259929254737
1.61114285714286,-24.1065804408533
1.61128571428571,-24.0872083569834
1.61142857142857,-24.067876501188
1.61157142857143,-24.048584701844
1.61171428571429,-24.0293327883719
1.61185714285714,-24.0101205912279
1.612,-23.9909479418951
1.61214285714286,-23.9718146728754
1.61228571428571,-23.9527206176807
1.61242857142857,-23.9336656108256
1.61257142857143,-23.9146494878183
1.61271428571429,-23.895672085153
1.61285714285714,-23.876733240302
1.613,-23.8578327917078
1.61314285714286,-23.8389705787749
1.61328571428571,-23.8201464418627
1.61342857142857,-23.8013602222772
1.61357142857143,-23.7826117622637
1.61371428571429,-23.7639009049995
1.61385714285714,-23.7452274945859
1.614,-23.7265913760412
1.61414285714286,-23.7079923952936
1.61428571428571,-23.6894303991734
1.61442857142857,-23.670905235406
1.61457142857143,-23.6524167526054
1.61471428571429,-23.6339648002662
1.61485714285714,-23.6155492287573
1.615,-23.5971698893147
1.61514285714286,-23.5788266340351
1.61528571428571,-23.5605193158683
1.61542857142857,-23.5422477886114
1.61557142857143,-23.5240119069016
1.61571428571429,-23.5058115262096
1.61585714285714,-23.4876465028334
1.616,-23.4695166938918
1.61614285714286,-23.4514219573174
1.61628571428571,-23.4333621518512
1.61642857142857,-23.4153371370357
1.61657142857143,-23.3973467732086
1.61671428571429,-23.3793909214971
1.61685714285714,-23.3614694438115
1.617,-23.343582202839
1.61714285714286,-23.325729062038
1.61728571428571,-23.307909885632
1.61742857142857,-23.2901245386038
1.61757142857143,-23.2723728866895
1.61771428571429,-23.2546547963728
1.61785714285714,-23.2369701348794
1.618,-23.2193187701711
1.61814285714286,-23.2017005709404
1.61828571428571,-23.1841154066045
1.61842857142857,-23.1665631473006
1.61857142857143,-23.1490436638791
1.61871428571429,-23.1315568278999
1.61885714285714,-23.1141025116252
1.619,-23.0966805880158
1.61914285714286,-23.0792909307245
1.61928571428571,-23.0619334140917
1.61942857142857,-23.0446079131399
1.61957142857143,-23.0273143035686
1.61971428571429,-23.0100524617492
1.61985714285714,-22.9928222647198
1.62,-22.9756235901806
1.62014285714286,-22.9584563164885
1.62028571428571,-22.9413203226523
1.62042857142857,-22.9242154883281
1.62057142857143,-22.907141693814
1.62071428571429,-22.8900988200455
1.62085714285714,-22.8730867485911
1.621,-22.8561053616471
1.62114285714286,-22.839154542033
1.62128571428571,-22.8222341731871
1.62142857142857,-22.805344139162
1.62157142857143,-22.7884843246194
1.62171428571429,-22.7716546148264
1.62185714285714,-22.7548548956505
1.622,-22.7380850535554
1.62214285714286,-22.7213449755966
1.62228571428571,-22.7046345494168
1.62242857142857,-22.687953663242
1.62257142857143,-22.6713022058768
1.62271428571429,-22.6546800667005
1.62285714285714,-22.6380871356625
1.623,-22.6215233032786
1.62314285714286,-22.6049884606265
1.62328571428571,-22.5884824993417
1.62342857142857,-22.5720053116138
1.62357142857143,-22.555556790182
1.62371428571429,-22.5391368283314
1.62385714285714,-22.5227453198888
1.624,-22.5063821592192
1.62414285714286,-22.4900472412213
1.62428571428571,-22.473740461324
1.62442857142857,-22.4574617154825
1.62457142857143,-22.4412109001747
1.62471428571429,-22.4249879123968
1.62485714285714,-22.4087926496602
1.625,-22.3926250099878
1.62514285714286,-22.3764848919096
1.62528571428571,-22.3603721944597
1.62542857142857,-22.3442868171727
1.62557142857143,-22.3282286600797
1.62571428571429,-22.3121976237049
1.62585714285714,-22.2961936090623
1.626,-22.2802165176518
1.62614285714286,-22.2642662514561
1.62628571428571,-22.2483427129369
1.62642857142857,-22.2324458050319
1.62657142857143,-22.216575431151
1.62671428571429,-22.200731495173
1.62685714285714,-22.1849139014425
1.627,-22.1691225547664
1.62714285714286,-22.1533573604107
1.62728571428571,-22.1376182240971
1.62742857142857,-22.1219050519999
1.62757142857143,-22.1062177507428
1.62771428571429,-22.0905562273955
1.62785714285714,-22.0749203894709
1.628,-22.0593101449217
1.62814285714286,-22.0437254021373
1.62828571428571,-22.0281660699408
1.62842857142857,-22.012632057586
1.62857142857143,-21.9971232747541
1.62871428571429,-21.981639631551
1.62885714285714,-21.9661810385042
1.629,-21.9507474065597
1.62914285714286,-21.9353386470791
1.62928571428571,-21.919954671837
1.62942857142857,-21.9045953930174
1.62957142857143,-21.8892607232118
1.62971428571429,-21.8739505754153
1.62985714285714,-21.8586648630246
1.63,-21.8434034998346
1.63014285714286,-21.8281664000362
1.63028571428571,-21.8129534782129
1.63042857142857,-21.7977646493384
1.63057142857143,-21.7825998287738
1.63071428571429,-21.7674589322651
1.63085714285714,-21.75234187594
1.631,-21.7372485763058
1.63114285714286,-21.7221789502465
1.63128571428571,-21.70713291502
1.63142857142857,-21.6921103882557
1.63157142857143,-21.6771112879521
1.63171428571429,-21.6621355324737
1.63185714285714,-21.6471830405488
1.632,-21.6322537312672
1.63214285714286,-21.6173475240771
1.63228571428571,-21.6024643387829
1.63242857142857,-21.587604095543
1.63257142857143,-21.5727667148668
1.63271428571429,-21.5579521176126
1.63285714285714,-21.5431602249852
1.633,-21.5283909585332
1.63314285714286,-21.5136442401469
1.63328571428571,-21.4989199920558
1.63342857142857,-21.4842181368264
1.63357142857143,-21.4695385973595
1.63371428571429,-21.4548812968882
1.63385714285714,-21.4402461589756
1.634,-21.4256331075122
1.63414285714286,-21.411042066714
1.63428571428571,-21.39647296112
1.63442857142857,-21.38192571559
1.63457142857143,-21.3674002553024
1.63471428571429,-21.352896505752
1.63485714285714,-21.3384143927478
1.635,-21.3239538424108
1.63514285714286,-21.3095147811718
1.63528571428571,-21.2950971357694
1.63542857142857,-21.2807008332476
1.63557142857143,-21.2663258009537
1.63571428571429,-21.2519719665368
1.63585714285714,-21.2376392579445
1.636,-21.2233276034223
1.63614285714286,-21.2090369315102
1.63628571428571,-21.1947671710414
1.63642857142857,-21.1805182511401
1.63657142857143,-21.1662901012195
1.63671428571429,-21.1520826509795
1.63685714285714,-21.1378958304051
1.637,-21.1237295697644
1.63714285714286,-21.1095837996061
1.63728571428571,-21.0954584507582
1.63742857142857,-21.0813534543257
1.63757142857143,-21.0672687416886
1.63771428571429,-21.0532042445002
1.63785714285714,-21.039159894685
1.638,-21.0251356244372
1.63814285714286,-21.0111313662181
1.63828571428571,-20.9971470527547
1.63842857142857,-20.9831826170381
1.63857142857143,-20.9692379923208
1.63871428571429,-20.9553131121158
1.63885714285714,-20.9414079101941
1.639,-20.9275223205832
1.63914285714286,-20.9136562775652
1.63928571428571,-20.8998097156751
1.63942857142857,-20.8859825696987
1.63957142857143,-20.8721747746713
1.63971428571429,-20.8583862658756
1.63985714285714,-20.84461697884
1.64,-20.830866849337
1.64014285714286,-20.8171358133814
1.64028571428571,-20.8034238072283
1.64042857142857,-20.7897307673719
1.64057142857143,-20.7760566305434
1.64071428571429,-20.7624013337095
1.64085714285714,-20.7487648140706
1.641,-20.7351470090593
1.64114285714286,-20.7215478563384
1.64128571428571,-20.7079672937997
1.64142857142857,-20.6944052595621
1.64157142857143,-20.6808616919698
1.64171428571429,-20.667336529591
1.64185714285714,-20.6538297112162
1.642,-20.6403411758565
1.64214285714286,-20.6268708627421
1.64228571428571,-20.6134187113204
1.64242857142857,-20.599984661255
1.64257142857143,-20.5865686524236
1.64271428571429,-20.5731706249167
1.64285714285714,-20.559790519036
1.643,-20.5464282752928
1.64314285714286,-20.5330838344065
1.64328571428571,-20.519757137303
1.64342857142857,-20.5064481251133
1.64357142857143,-20.493156739172
1.64371428571429,-20.4798829210157
1.64385714285714,-20.4666266123812
1.644,-20.4533877552048
1.64414285714286,-20.44016629162
1.64428571428571,-20.4269621639565
1.64442857142857,-20.4137753147386
1.64457142857143,-20.4006056866836
1.64471428571429,-20.3874532227006
1.64485714285714,-20.374317865889
1.645,-20.3611995595367
1.64514285714286,-20.3480982471192
1.64528571428571,-20.3350138722978
1.64542857142857,-20.3219463789183
1.64557142857143,-20.3088957110097
1.64571428571429,-20.2958618127826
1.64585714285714,-20.2828446286277
1.646,-20.2698441031149
1.64614285714286,-20.2568601809914
1.64628571428571,-20.2438928071805
1.64642857142857,-20.2309419267802
1.64657142857143,-20.2180074850621
1.64671428571429,-20.2050894274694
1.64685714285714,-20.1921876996164
1.647,-20.1793022472862
1.64714285714286,-20.1664330164302
1.64728571428571,-20.1535799531663
1.64742857142857,-20.1407430037776
1.64757142857143,-20.127922114711
1.64771428571429,-20.1151172325764
1.64785714285714,-20.1023283041446
1.648,-20.0895552763465
1.64814285714286,-20.0767980962717
1.64828571428571,-20.064056711167
1.64842857142857,-20.0513310684355
1.64857142857143,-20.0386211156349
1.64871428571429,-20.0259268004765
1.64885714285714,-20.0132480708234
1.649,-20.0005848746901
1.64914285714286,-19.9879371602405
1.64928571428571,-19.9753048757868
1.64942857142857,-19.9626879697884
1.64957142857143,-19.9500863908505
1.64971428571429,-19.9375000877228
1.64985714285714,-19.9249290092983
1.65,-19.9123731046124
1.65014285714286,-19.8998323228409
1.65028571428571,-19.8873066132992
1.65042857142857,-19.8747959254414
1.65057142857143,-19.8623002088584
1.65071428571429,-19.8498194132771
1.65085714285714,-19.8373534885588
1.651,-19.8249023846988
1.65114285714286,-19.812466051824
1.65128571428571,-19.8000444401925
1.65142857142857,-19.7876375001924
1.65157142857143,-19.7752451823401
1.65171428571429,-19.7628674372795
1.65185714285714,-19.7505042157804
1.652,-19.7381554687381
1.65214285714286,-19.7258211471712
1.65228571428571,-19.7135012022209
1.65242857142857,-19.7011955851501
1.65257142857143,-19.6889042473416
1.65271428571429,-19.6766271402973
1.65285714285714,-19.6643642156369
1.653,-19.6521154250968
1.65314285714286,-19.6398807205289
1.65328571428571,-19.6276600538992
1.65342857142857,-19.6154533772871
1.65357142857143,-19.6032606428838
1.65371428571429,-19.5910818029911
1.65385714285714,-19.5789168100209
1.654,-19.566765616493
1.65414285714286,-19.5546281750349
1.65428571428571,-19.5425044383801
1.65442857142857,-19.5303943593669
1.65457142857143,-19.5182978909378
