timestamp,mode,U2,RF_amplitude,line_id,rep,min_scan,max_scan,n_peaks_L,n_peaks_R,r2_L,r2_R,aicc_L,aicc_R,c0_L,c0_R,amp1_L,mu1_L,sigma1_L,amp2_L,mu2_L,sigma2_L,amp3_L,mu3_L,sigma3_L,amp4_L,mu4_L,sigma4_L,amp5_L,mu5_L,sigma5_L,amp6_L,mu6_L,sigma6_L,amp7_L,mu7_L,sigma7_L,amp8_L,mu8_L,sigma8_L,amp9_L,mu9_L,sigma9_L,amp1_R,mu1_R,sigma1_R,amp2_R,mu2_R,sigma2_R,amp3_R,mu3_R,sigma3_R,amp4_R,mu4_R,sigma4_R,amp5_R,mu5_R,sigma5_R,amp6_R,mu6_R,sigma6_R,amp7_R,mu7_R,sigma7_R,amp8_R,mu8_R,sigma8_R,amp9_R,mu9_R,sigma9_R,RF_setpoint_dBm,RF_act_trimmed_dBm
20260302_230304,trapped,-0.35,2.2,0,1,20.0,140.0,7,7,0.9608847988431168,0.9456719399659479,-1406.1631943279965,-1316.852757509391,0.11624923896676502,0.11202210726978132,-0.039740080921366425,50.861011862478705,0.5000000000000001,-0.027604790827325646,63.3154986214719,0.5000000000000001,-0.046235111670774355,75.85463030271623,0.5000000000000001,-0.016729913766036057,54.44566491298437,10.73572710595476,-0.021443962429800133,61.85206045739585,0.5471823922077879,-0.029823271673968175,60.746902582451575,1.7918949873897574,-0.006072979473724788,76.66000955494955,2.8601678478998345,,,,,,,-0.08012800962834854,113.98870820035631,0.5000000000000001,-0.018807781144968318,126.81646735949103,0.5849821234280571,-0.006381816822405573,114.40765822723101,14.02277092793303,-0.015709721265656364,112.66175305588271,0.5572311788053842,-0.008972709535354222,115.63351545165756,0.5099396408273958,-0.005894117851279465,88.73816987846547,0.741531524809984,-0.00679990591351053,100.9548550757109,0.5000000000000001,,,,,,,2.2,11.529518134715026
20260305_062330,lost,-0.35,2.2,0,2,20.0,140.0,9,7,0.9912766478948541,0.9883666982908031,-1474.1666592089578,-1494.6067628575113,0.010869937083938724,0.014372503233397324,0.05904687965911522,50.5378173586922,0.5000000000000001,0.04522963217187761,63.35387508769745,0.5000000000000001,0.0395096067738071,75.3843154370895,0.6238144774507735,0.03834550731213124,62.08765898624556,0.5000000000000001,0.0051104914456811005,47.58962080911969,2.184890165369682,0.026119084072096708,60.950776078504234,1.1760731212648134,0.009899094167951088,52.243042335413065,0.9426998868435718,0.024526074704671323,61.08739511501427,3.2529285998201427,0.011349285318445281,54.70363028227626,12.143866735406235,0.06012433774552004,114.87556249077595,0.5000000000000001,0.02402624338256984,126.77225595231754,0.5000000000000001,0.032262351848681925,114.43009666632976,1.5036037980204056,0.009565181346992704,128.40733340815265,0.5000000000000001,0.00668758307960762,101.90553455549296,1.8988249460268656,0.008960785148341177,123.3931231115031,2.669269682040759,0.00292367217913657,107.02991724851884,1.1584398985105573,,,,,,,2.2,11.491233160621762
20260305_062330,trapped,-0.35,2.2,0,2,20.0,140.0,9,6,0.9734175541042941,0.9270475518874124,-1330.5817622440081,-1299.6076798567544,0.16184733255861827,0.12070040234454385,-0.04524222101847518,50.50862019600716,0.5000000000000001,-0.0380918140590306,61.93892436371728,0.9224063880914853,-0.06271978157100716,75.45956131684393,0.5564168272332217,-0.04471123810295485,80.99999999999999,95.7519614144898,-0.03618282355922607,63.43597769976443,0.5000000000000001,-0.018888922153270704,51.13877292215536,1.602757208953809,-0.03702482724772199,60.77630700619225,3.054693433556895,-0.009281026188088778,36.10154052766658,0.7541701683268955,-0.010801220895862676,47.09197113139979,3.2216959699884065,-0.057731832844030224,114.84158306939702,0.5000000000000001,-0.022040050931148077,126.7689401231397,0.5000000000000001,-0.010950667366956691,118.16514003728855,10.298308287080076,-0.012897761208834829,101.14290275438138,1.5571206380689733,-0.007340537907719893,91.97300986905334,3.5056051824113856,-0.02085842888684023,114.62154987948631,1.1698707162958248,,,,,,,,,,2.2,11.491233160621762
20260306_082435,lost,-0.35,2.2,0,3,20.0,140.0,9,5,0.9922238356252163,0.9432716321969287,-1694.3412789484398,-1155.6306117062434,0.018660259724722964,0.020740656417475464,0.03537922537728925,50.472889359965,0.5000000000000001,0.02702566516128636,63.47690893519128,0.5000000000000001,0.04284779524075202,75.50191244875336,0.5285220810029427,0.033213033513100086,62.13726265338968,0.7863025038422901,0.012695906369295502,54.08909990293608,8.836049112568896,0.041581570321919774,61.30161040057401,2.103919248867141,0.004661911386164694,66.73180070242853,0.8922039768175575,0.014628239396656258,50.84660415968369,1.119362537594594,0.004040298729388505,46.26511373494687,0.9412768230767947,0.00490272502292506,104.12961046004911,3.9229096558175964,0.05888077021640246,115.06212545797494,0.5000000000000001,0.037138732667004036,127.02916026621217,0.5000000000000001,0.029228216695587693,114.54610663715978,1.3793251145362435,0.008067030087990656,123.06350433860877,2.1840669083749407,,,,,,,,,,,,,2.2,11.532036269430051
20260306_082435,trapped,-0.35,2.2,0,3,20.0,140.0,8,5,0.9650552036298053,0.8981226244794106,-1500.8348380126242,-1099.71315762928,0.14177834094232988,0.11395627165577729,-0.05046066511751756,50.48099393168197,0.5087479381617575,-0.029632035942113846,63.371532343435405,0.5000000000000001,-0.05409465339043688,75.5714117360337,0.5827176931830143,-0.0277211463613269,67.94414393022437,66.94861434072897,-0.026792888633171356,62.01596842646536,0.5399652453657364,-0.04572910006404084,61.533339093244344,2.1689689572606836,-0.014276721123198393,51.4016620294461,5.326717356266665,-0.006479689412845037,37.72170272678709,1.7826991003978658,,,,-0.05967432237297883,115.03439550672543,0.5000000000000001,-0.03381213905746873,127.03229104109407,0.5000000000000001,-0.025468255643732025,114.5045504610651,1.3939270005426239,-0.006958713140909236,100.83804288704424,1.6072786432092885,-0.006019654231795487,122.6396996340708,1.453254831579227,,,,,,,,,,,,,2.2,11.532036269430051
20260306_181251,lost,-0.35,2.2,0,4,20.0,140.0,9,7,0.9922562637733324,0.97642840931589,-1623.3640345273388,-1311.4378427109532,2.3611199111481913e-08,0.025041630726191758,0.01616995200749429,50.113916273234224,0.5000000000000001,0.05023125455415327,63.23814956081699,0.5247224927009011,0.030600671577778182,74.34056575486508,0.6013928406446617,0.03381041069073289,62.10222905854658,1.0359386219595184,0.02575455284193649,59.84207592810662,1.8237999294184792,0.011894179928152691,51.05865402646642,6.844067170323019,0.02070061268146373,51.40847267135793,1.0219220452104263,0.0248259284207053,66.34190090518722,94.98577091346819,0.019671952461299408,64.65304887533789,2.328569728418484,0.09456140548919507,115.01507984738566,0.5000000000000001,0.01184823301722103,124.0364156812795,3.6831810918879637,0.023498459881472384,113.67750289687295,0.5000000000000001,0.004990469728488291,104.43931483618361,4.432912482735779,0.011901066642012983,126.2592391855913,0.5000000000000001,0.01203806522256171,116.76287224691717,0.5901440078437328,0.010430948313345638,112.36422791847228,0.5000000000000001,,,,,,,2.2,11.587616580310883
20260306_181251,trapped,-0.35,2.2,0,4,20.0,140.0,9,5,0.9772094105863536,0.9392088127192898,-1465.5454269094919,-1247.6020315766286,0.11942797277927669,0.11284291880068038,-0.02614610284218963,62.01787744134407,0.8887993441373362,-0.05893431385657072,63.19258894005856,0.5000000000000001,-0.06631895078260645,74.50036513317042,0.5151113926177895,-0.028001879055016502,50.23122779338078,0.5000000000000001,-0.00805455673212481,84.17005426979115,22.413403264519907,-0.03168482581262447,61.499235349769194,3.628882306666634,-0.005330775459047913,37.32965544610413,2.1709116947757563,-0.01742502061723308,51.59478960199902,0.8126113784103344,-0.01163420628307607,49.23792345337421,4.7773810395083105,-0.08089214129379828,114.99128089633618,0.5000000000000001,-0.02057633414917986,126.14530510708256,0.5000000000000001,-0.006363957025664869,118.58296994033255,8.189344745698483,-0.012480584523938054,113.48409165144042,0.5091668109987428,-0.005249256306095812,101.37477287598355,2.117414530915057,,,,,,,,,,,,,2.2,11.587616580310883
20260302_220140,lost,-0.35,2.5,0,2,20.0,140.0,9,9,0.9879838880696258,0.9875253209588188,-1671.3722582875696,-1324.401489015638,0.012041786322755545,0.012918809456167137,0.03628534219860316,51.294978208197634,0.5000000000000001,0.027815872801629744,64.16580073422321,0.5000000000000001,0.0298362615326373,76.80294705598125,0.5000000000000001,0.02837876445162397,62.91257935616185,0.5000000000000001,0.0051475389530600485,45.66704737152157,0.8068146756229321,0.012351072045826772,55.57672051855947,10.288942709714446,0.0066805739818711525,49.471077215243454,0.5598785488237121,0.006405960675438202,57.882956726194855,0.7122757024030341,0.03849562967790572,61.58500720881847,1.6673539896294316,0.008614076490918046,102.66411957812419,0.5000000000000001,0.05622581283565255,115.36112507747153,0.5292026352549375,0.021996976443118862,128.49331665581437,0.5000000000000001,0.02615693112600002,114.83436479225144,1.3657692915331603,0.00698827961329373,123.15498555961834,2.7392932968130363,0.003123339997065006,105.64836547739132,8.01363643493569,0.005919239180499671,130.0430991143367,0.5000000000000001,0.003558685564938812,90.10158268043641,1.5181935439725192,0.004226737443474832,139.89509004820633,0.5000000000000001,2.5,11.6290310880829
20260302_220140,trapped,-0.35,2.5,0,2,20.0,140.0,7,6,0.9564552537500498,0.9495979064368523,-1525.7713691405504,-1223.1307062139929,0.9999999999999999,0.10877873437022739,-0.010803436394540112,55.17299192101193,7.604846654276902,-0.027731956883661715,64.15508911371967,0.5000000000000001,-0.028995644469313128,76.81799822886876,0.5000000000000001,-0.031022526883997238,51.29574480963407,0.5000000000000001,-0.8913485214131066,65.474870839228,348.66550014984284,-0.027851765979465936,62.810016786573314,0.5000000000000001,-0.032940799552936266,61.52970081653896,1.6856987551502574,,,,,,,-0.011823057963214381,102.71115988147872,0.7729833032632487,-0.05838053251662783,115.40398735507006,0.5000000000000001,-0.020792961598935872,128.49556139038657,0.5000000000000001,-0.02205256427398053,114.53370695766161,1.1414541353608063,-0.004763261532511408,122.00155235244492,3.481131072743985,-0.005571437320394889,97.05673914458231,0.6855066438317915,,,,,,,,,,2.5,11.6290310880829
20260303_183739,lost,-0.35,2.5,0,3,20.0,140.0,9,6,0.9925289763077563,0.9755256713056464,-2129.394220461904,-835.099132103569,0.010623266255046141,0.01228925486198957,0.030239937348254992,51.264651584928004,0.8081658942751457,0.05085858737240134,64.35709055129588,0.5000000000000001,0.03212843626169352,76.37001729628042,0.647735573886917,0.02057262822192772,63.174295848712305,0.5000000000000001,0.010070093772222182,57.44817245746464,14.462176625256461,0.005415422309661423,90.29999763209479,3.8174182767288465,0.04057441248385253,62.44648860936712,2.6638521480488664,0.008342227123539131,102.99999999999999,3.4419232314035804,0.0076927218929291295,50.56929414338058,3.275454001791725,0.07327366018652322,116.64349729078747,0.5000000000000001,0.026868175701951456,128.5004738161301,0.5000000000000001,0.0259977741547916,115.62348013702098,1.4541959700286127,0.010931840184089022,125.35271415299329,4.593066663821622,0.006945084326814037,103.50000000000001,7.141159899551785,0.0132752524288207,139.99999999999997,0.5000000000000089,,,,,,,,,,2.5,11.648730569948187
20260303_183739,trapped,-0.35,2.5,0,3,20.0,140.0,9,4,0.9776278993111922,0.9373906995242434,-1948.8925524623544,-802.3133380131846,0.11749160752530965,0.11025603539145898,-0.03672350785243949,51.24773597628578,0.9416315232131739,-0.06580554997554414,64.3585265917922,0.5000000000000001,-0.03821846878061927,76.40207937864808,0.7156746436056801,-0.021664972830442233,63.29388095140285,0.5000000000000001,-0.005808200640329624,87.44950446599607,13.751184894762785,-0.01660970483579459,61.85735352153735,1.3201369739889304,-0.012192201004715708,102.2320304518462,0.9525254546985429,-0.011476148200281406,49.93398157735853,7.725993473044792,-0.025641864705175252,62.91366462629482,3.8623265355229024,-0.0670265868107003,116.60459083683297,0.5000000000000001,-0.024779954598738604,128.50182213574152,0.5000000000000001,-0.019723839654217513,115.67087990912596,1.373157309168299,-0.00535597267899765,124.84705812165998,3.2073545113741186,,,,,,,,,,,,,,,,2.5,11.648730569948187
20260306_191701,lost,-0.35,2.5,0,4,20.0,140.0,9,7,0.9910069813521966,0.962669607833757,-1573.6746024553445,-1291.3075138874417,0.02395869339991111,0.025069558498475294,0.026350927137418805,51.27068223827534,1.0128945050586966,0.01780566727733354,63.19771160705551,0.5302842183241991,0.034287128758534006,75.51189220287702,0.5000000000000001,0.06163942758568214,64.25261027066182,0.5000000000000001,0.003231246347669317,76.2911932492791,2.9918026862944167,0.014149566601268981,65.72555245275683,0.5000000000000001,0.014493772878088682,52.69633696380074,8.97419626601124,0.03662709127178264,62.03100985222199,2.1235768249599025,0.012660288313651256,67.67849889021795,1.3556357880805114,0.06723939812027582,116.52586885038117,0.5000000000000001,0.029991419395736168,128.07373590328285,0.5000000000000001,0.025838017418439926,115.68078415205697,1.2945145957448903,0.010539775331603217,124.70960834582885,1.5891123251748056,0.006064210798814775,110.55132364624694,13.995165652108252,0.009566639547635236,129.78757750485863,0.5000000000000001,0.009152560460442851,139.974343608342,0.5000000000000001,,,,,,,2.5,11.71919170984456
20260306_191701,trapped,-0.35,2.5,0,4,20.0,140.0,7,5,0.9704158904075547,0.8925619051310811,-1438.2281219243137,-1205.6068621638794,0.11999926659700405,0.11197670636394236,-0.031626697377245494,51.07870293177505,1.031529638329014,-0.04743759877968644,64.17927203247567,0.5000000000000001,-0.05110085373133583,75.59588776617099,0.5000000000000001,-0.03974100330207211,62.9112605532533,2.212327943491245,-0.013125152284811877,57.725694527741396,14.238137969116789,-0.009419654139543963,76.8467022080615,0.5000000000000001,-0.008119168242973505,57.813313885836216,0.5000000000000001,,,,,,,-0.08510441348510173,116.45705862723425,0.5000000000000001,-0.028275704768953185,128.09510276821425,0.5000000000000001,-0.009274243444438788,118.0444261088432,0.5000000000000001,-0.021608754433047866,114.79709944626508,0.6903525945106214,-0.009020539420653867,123.78337994168783,1.9589140825116098,,,,,,,,,,,,,2.5,11.71919170984456
20260302_210248,lost,-0.35,3.0,0,1,20.0,140.0,9,6,0.9896001276620037,0.9703615825777446,-1648.1878530992074,-1290.479256113619,0.011455214336900034,0.013303492380953543,0.026126056329970372,64.03348336030352,0.5000000000000001,0.05956389276016586,65.31496420260683,0.5000000000000001,0.019851026119898852,78.5686633039935,0.5000000000000001,0.02323041110799397,52.035513811318346,0.5000000000000001,0.011511720049332643,56.68450455469034,12.403156609147963,0.011444961012894883,50.015383653540965,0.7932921752977362,0.011336084046468728,62.72302379677508,0.5000000000000001,0.009643325670497358,80.02875971776174,0.5792483563334505,0.027328906916520828,62.79794381912333,2.429484732199125,0.006201095443004934,104.43705728498132,0.5000000000000001,0.06534202332244365,117.64573754656713,0.5000000000000001,0.016313947693976212,131.00360055133493,0.5000000000000001,0.02448124224534007,116.68936251799164,1.0396725349313305,0.006355860219054169,126.48954712327622,3.4647521665058116,0.003021152610674051,110.9008980297696,13.962776998059121,,,,,,,,,,3.0,11.820430051813473
20260302_210248,trapped,-0.35,3.0,0,1,20.0,140.0,9,4,0.9671995346848974,0.8936096683042144,-1503.9317853840319,-1194.7032360256258,0.1255131761864327,0.10624576697873109,-0.023401826914913278,52.117576883035056,0.9672468016592511,-0.057315968528711084,65.3776999967846,0.5000000000000001,-0.01820163994551165,78.5232269015742,0.5000000000000001,-0.017582402894681312,63.98881301178984,0.5000000000000001,-0.0204828536292017,59.53640745082015,31.048811678793104,-0.030958103496422012,62.8305684225168,2.547598678232326,-0.006621037826893125,45.04952206524783,0.6080532051329922,-0.014822610228398375,80.09148779956465,0.703093442164021,-0.014029998978981991,49.78325962523573,0.7159004948276393,-0.05457142014472645,117.59458379325045,0.5000000000000001,-0.016554485542934358,131.0182977363279,0.5000000000000001,-0.019066095286539752,116.86867091183966,1.289224381532505,-0.0037977023645757685,125.85013727568747,3.4259315083545854,,,,,,,,,,,,,,,,3.0,11.820430051813473
20260306_062252,lost,-0.35,3.0,0,2,20.0,140.0,9,8,0.9854405162334536,0.983811421393135,-1596.743028725231,-1325.0967101402384,0.014675368143732678,2.227107272695481e-14,0.025505501945324256,52.333642240400145,0.5000000000000001,0.06258083235231035,65.72375531360713,0.5000000000000001,0.024485715580937626,78.75527733976814,0.5000000000000001,0.02779179402818533,64.36299120980112,0.966494274689456,0.011418341790390972,56.914902857378515,12.133596435926593,0.011620573787158575,50.25012068092537,0.9359135925341683,0.026716185844090853,62.398860839781676,2.1019385841348037,0.009838885164351937,80.06618466475412,0.6433510289674468,0.007841936897554134,67.87687424802122,0.688684381634469,0.007169936659937744,104.7812906130619,0.5000000000000001,0.07159456301556857,118.12740907449684,0.5000000000000001,0.019799837425333828,131.21057760607854,0.5000000000000001,0.016384596682079852,117.10198600198883,0.5000000000000001,0.008951872578156285,127.31021047584046,3.3704809253708814,0.012514188949567991,117.21362034540837,1.826833448900221,0.019470092736507866,108.63304216746974,41.37146557018882,0.00560274991089603,139.99999999999997,0.9531520191882089,,,,3.0,11.882113989637304
