wait_time,act_RF_amplitude,ratio_signal,ratio_lost,loading_signal,trapped_signal,lost_signal,time_cost
4800,12.197,0.0021436227224008574,0.006966773847802787,1866,4,13,21.514086961746216
1700,12.196,0.045682451253481894,0.010027855153203343,1795,82,18,9.09783148765564
200,12.197,0.18734491315136476,0.009305210918114143,1612,302,15,3.035012722015381
1800,12.195,0.038461538461538464,0.010292524377031419,1846,71,19,9.551156282424927
12000,12.199,0.0005577244841048522,0.011712214166201896,1793,1,21,50.24599862098694
1900,12.193,0.037463976945244955,0.011527377521613832,1735,65,20,9.892443656921387
700,12.192,0.1162079510703364,0.00856269113149847,1635,190,14,5.077207803726196
1900,12.197,0.02977801840822956,0.009745533297238766,1847,55,18,9.93213677406311
500,12.197,0.13427947598253276,0.008187772925764192,1832,246,15,4.3093788623809814
1000,12.197,0.09171762090050027,0.011117287381878822,1799,165,20,6.303705215454102
1000,12.197,0.09234972677595628,0.010382513661202186,1830,169,19,6.368185043334961
400,12.197,0.15100060642813826,0.011522134627046696,1649,249,19,3.88859224319458
1000,12.197,0.100169779286927,0.01245048104131296,1767,177,22,6.32316780090332
3200,12.197,0.0077002053388090345,0.013860369609856264,1948,15,27,15.160208463668823
1800,12.197,0.03558151885289432,0.013807753584705257,1883,67,26,9.538438558578491
5000,12.197,0.0010660980810234541,0.007995735607675906,1876,2,15,22.286226511001587
50000,12.2,0.0005485463521667581,0.012616566099835436,1823,1,23,202.2534623146057
1000,12.204,0.09729418537708694,0.013241220495106506,1737,169,23,6.369502544403076
200,12.2,0.17783343769567939,0.015028177833437696,1597,284,24,3.214487314224243
3600,12.199,0.003937007874015748,0.015748031496062992,1778,7,28,16.745017766952515
600,12.199,0.13329383886255924,0.01066350710900474,1688,225,18,4.758028745651245
3600,12.202,0.004273504273504274,0.011217948717948718,1872,8,21,16.780500173568726
200,12.205,0.1799761620977354,0.010131108462455305,1678,302,17,3.170391321182251
5000,12.195,0.0011273957158962795,0.007328072153325817,1774,2,13,22.337476015090942
1600,12.2,0.05081775700934579,0.009929906542056074,1712,87,17,8.760592937469482
1200,12.184,0.07377979568671963,0.01021566401816118,1762,130,18,7.179917335510254
200,12.18,0.16175548589341693,0.010031347962382446,1595,258,16,3.126734733581543
300,12.187,0.177036561898653,0.012828736369467608,1559,276,20,3.533485174179077
1000,12.183,0.08643326039387308,0.014223194748358862,1828,158,26,6.320608377456665
2000,12.187,0.02628755364806867,0.011266094420600859,1864,49,21,10.360937595367432
1600,12.187,0.05767138193688792,0.011425462459194777,1838,106,21,8.784277200698853
400,12.182,0.16940889701401585,0.010359536867763558,1641,278,17,3.910282850265503
2400,12.188,0.022087244616234125,0.009939260077305357,1811,40,18,11.965635299682617
700,12.184,0.10789324247586599,0.014764338444065871,1761,190,26,5.1274802684783936
4400,12.184,0.0016853932584269663,0.007303370786516854,1780,3,13,19.937732219696045
200,12.187,0.1689884918231375,0.0060569351907934586,1651,279,10,4.273329496383667
1500,12.183,0.05432937181663837,0.013016411997736276,1767,96,23,8.365317821502686
1900,12.187,0.034178610804851156,0.007717750826901874,1814,62,14,9.989853143692017
2000,12.186,0.026219192448872573,0.011536444677503933,1907,50,22,10.35396671295166
500,12.188,0.14184397163120568,0.008865248226950355,1692,240,15,4.239130735397339
2400,12.19,0.02186987424822307,0.01202843083652269,1829,40,22,11.898475408554077
35000,12.191,0.0017113519680547634,0.01426126640045636,1753,3,25,142.27932214736938
50000,12.19,0.0011210762331838565,0.010650224215246636,1784,2,19,202.23766827583313
1900,12.186,0.04695652173913043,0.015072463768115942,1725,81,26,9.913787126541138
1200,12.188,0.0771055753262159,0.013641755634638196,1686,130,23,7.123518943786621
800,12.193,0.09940119760479042,0.007784431137724551,1670,166,13,5.556016445159912
20000,12.19,0.0,0.006145251396648044,1790,0,11,82.3344657421112
1900,12.188,0.03626373626373627,0.00989010989010989,1820,66,18,9.9284987449646
35000,12.192,0.0005750431282346176,0.011500862564692352,1739,1,20,142.27396082878113
900,12.199,0.09123013537374926,0.015303119482048263,1699,155,26,5.936373949050903
0,12.197,0.17884615384615385,0.0,1040,186,0,2.392986297607422
1500,12.197,0.05613425925925926,0.011574074074074073,1728,97,20,8.380015134811401
4000,12.199,0.00673778775968557,0.011229646266142616,1781,12,20,18.32183289527893
1200,12.197,0.07766439909297052,0.01417233560090703,1764,137,25,7.12484335899353
3200,12.199,0.006141820212171971,0.012841987716359575,1791,11,23,15.180214881896973
50000,12.199,0.0022099447513812156,0.008287292817679558,1810,4,15,202.24949145317078
1100,12.203,0.08451536643026004,0.01182033096926714,1692,143,20,6.776165723800659
20000,12.208,0.0005767012687427913,0.010380622837370242,1734,1,18,82.30710291862488
100,12.203,0.192,0.009846153846153846,1625,312,16,2.738475799560547
5000,12.206,0.0010787486515641855,0.012944983818770227,1854,2,24,22.441094160079956
1300,12.203,0.06818181818181818,0.007760532150776054,1804,123,14,7.538334608078003
1200,12.202,0.07980187121629059,0.008805723720418272,1817,145,16,7.08742356300354
500,12.2,0.1417233560090703,0.01473922902494331,1764,250,26,4.279033899307251
100,12.204,0.18052869116698905,0.014184397163120567,1551,280,22,2.7304928302764893
100,12.207,0.19492107069320522,0.013726835964310227,1457,284,20,2.777378559112549
3600,12.203,0.004321988114532685,0.011885467314964884,1851,8,22,16.71039581298828
400,12.206,0.1521486643437863,0.008130081300813009,1722,262,14,3.883528232574463
20000,12.203,0.0005367686527106817,0.008588298443370907,1863,1,16,82.29697561264038
500,12.188,0.13575967648757944,0.008087810514153668,1731,235,14,4.393890857696533
700,12.19,0.11967779056386652,0.00863060989643268,1738,208,15,5.144344091415405
1200,12.189,0.08705234159779614,0.012121212121212121,1815,158,22,7.179117202758789
1300,12.19,0.06993392070484582,0.007158590308370044,1816,127,13,7.495325088500977
1500,12.197,0.05124056094929881,0.012405609492988134,1854,95,23,8.394140720367432
100,12.19,0.21236230110159118,0.011015911872705019,1634,347,18,2.749727725982666
600,12.19,0.13429394812680115,0.008069164265129682,1735,233,14,4.734698534011841
