Ex,Ey,Ez,ratio_signal,ratio_lost,loading_signal,lost_signal,trapped_signal,time_cost
-0.112781955,0.0947368421,0.0082706767,0.10915900203778157,0.012997741917717685,18157,236,1982,7.54640007019043
-0.366917293,-0.138596491,-0.055889724,0.00021303792074989347,0.000284050560999858,14082,4,3,6.438906908035278
-0.336842105,0.1456140351,0.050877193,0.0022998244870786177,0.0009683471524541548,16523,16,38,6.5612709522247314
0.0240601504,0.0236842105,-0.064912281,0.020056736176777983,0.012890061215348629,20093,259,403,7.790263414382935
0.1218045113,0.0228070175,0.0192982456,0.013264629355645121,0.009387276159379624,19601,184,260,7.430217504501343
-0.282706767,0.1684210526,-0.049874687,0.014981529621015188,0.0006840881105486386,14618,10,219,6.427926301956177
-0.384962406,0.0122807018,0.0984962406,0.0024004042786153457,0.0010528088941295377,23746,25,57,8.728049278259277
-0.157894737,0.1254385965,0.0859649123,0.05420601561220591,0.01926961078661499,18319,353,993,7.520404815673828
-0.377443609,0.1692982456,0.0694235589,6.098304671301378e-05,0.0006708135138431517,16398,11,1,6.600925445556641
-0.153383459,-0.006140351,0.0834586466,0.06018636386781404,0.011151280615102602,19639,219,1182,7.848182916641235
-0.078195489,0.1359649123,0.0634085213,0.06901891383696494,0.01764185377723703,18082,319,1248,7.528830528259277
0.1248120301,0.0403508772,0.0784461153,0.005037649803796797,0.003924064057694347,18858,74,95,7.371709108352661
-0.195488722,0.0807017544,-0.03283208,0.07102272727272728,0.005859375,16896,99,1200,7.098262786865234
-0.365413534,0.0815789474,0.0403508772,0.003913400239853563,0.0009467903806097331,15843,15,62,6.628300666809082
-0.093233083,0.101754386,0.080952381,0.0505137912385073,0.020497566252028122,18490,379,934,7.6069488525390625
-0.278195489,-0.020175439,-0.038847118,0.02103769510765624,0.002652847183663397,16209,43,341,6.767397403717041
-0.37593985,-0.093859649,-0.033333333,0.0030316154179298397,0.00122708243106684,13854,17,42,6.3196635246276855
-0.111278195,-0.119298246,0.0974937343,0.022233256096215383,0.015337084850491007,18126,278,403,7.26413106918335
-0.087218045,-0.023684211,-0.047368421,0.04721340682590056,0.01002171371304493,17961,180,848,7.266486167907715
0.0015037594,-0.115789474,-0.060401003,0.0023163841807909607,0.005310734463276836,17700,94,41,7.046844720840454
-0.048120301,-0.105263158,-0.076942356,0.010203479799469183,0.010026540843409024,16955,170,173,6.932577133178711
0.1428571429,0.0078947368,0.0964912281,0.004470017594750107,0.005801512197441628,21029,122,94,7.913549900054932
0.1969924812,0.1201754386,0.0764411028,0.0,0.0006057546693589097,19810,12,0,7.253676891326904
0.037593985,0.0035087719,0.0443609023,0.04066193853427896,0.011872865773574994,19035,226,774,7.751381158828735
-0.067669173,0.1236842105,0.1,0.03857821822226717,0.018505410051572455,19778,366,763,7.918386697769165
-0.218045113,0.1307017544,0.0528822055,0.0768582723089884,0.0028514030198950164,15431,44,1186,6.7860376834869385
0.1789473684,-0.087719298,0.0573934837,0.0002785515320334262,0.0006685236768802228,17950,12,5,7.033025503158569
-0.230075188,-0.06754386,-0.047869674,0.026504159411878506,0.002772941252337654,15507,43,411,6.5410215854644775
-0.333834586,-0.143859649,0.0684210526,0.0,0.00038837465208104083,15449,6,0,6.390705108642578
-0.231578947,0.0149122807,-0.039348371,0.022357723577235773,0.0027584204413472705,20664,57,462,8.169512510299683
0.1067669173,-0.042982456,0.0604010025,0.00820593525179856,0.008037320143884892,17792,143,146,7.05797266960144
-0.327819549,0.1605263158,0.0303258145,0.03481414324569356,0.0010275007555152614,16545,17,576,6.787575960159302
-0.285714286,-0.106140351,-0.00075188,0.01891472868217054,0.0013643410852713178,16125,22,305,6.717756271362305
-0.045112782,0.0096491228,-0.04235589,0.043364822312190736,0.009671614934772829,22230,215,964,8.613520383834839
-0.29924812,-0.103508772,0.0979949875,0.0008270321361058601,0.0008270321361058601,16928,14,14,6.731436014175415
-0.15037594,-0.080701754,0.0744360902,0.04606424285210025,0.012177903282739145,16998,207,783,7.100207090377808
-0.270676692,-0.045614035,0.0483709273,0.027992277992277992,0.0015444015444015444,15540,24,435,6.475343227386475
-0.190977444,0.1877192982,-0.066917293,0.041860793449103484,0.002964845404489623,14166,42,593,6.459603309631348
0.0526315789,-0.004385965,-0.034837093,0.020490473320662,0.012006861063464836,21571,259,442,8.23611855506897
-0.203007519,-0.014035088,0.0473684211,0.07410491257285595,0.0053844018873161256,18015,97,1335,7.395342588424683
-0.342857143,0.0692982456,0.0182957393,0.038184805393462126,0.0007365021811795365,17651,13,674,7.089534521102905
-0.25112782,0.0192982456,-0.096992481,0.015249819774857206,0.0031608717351522208,18033,57,275,7.154361724853516
-0.239097744,-0.125438596,0.009273183,0.033175066958850745,0.001095690284879474,16428,18,545,6.850064277648926
0.0135338346,0.0850877193,0.0223057644,0.05966733645903104,0.015349408350078142,17916,275,1069,7.794632196426392
-0.040601504,0.048245614,0.0759398496,0.0482829707589649,0.016112407095969186,18433,297,890,7.578929901123047
-0.201503759,-0.100877193,0.0423558897,0.06033143448990161,0.003495598135680994,15448,54,932,6.7138426303863525
-0.261654135,-0.123684211,0.0664160401,0.0054869684499314125,0.0013717421124828531,15309,21,84,6.4691243171691895
-0.273684211,0.1394736842,-0.022807018,0.06850885012097288,0.0014644085063033236,15706,23,1076,6.814771413803101
-0.287218045,0.0456140351,0.035839599,0.04302393461762989,0.0014594279042615295,17130,25,737,7.009612083435059
0.0090225564,-0.121052632,-0.010275689,0.011686332072489132,0.007565065206345622,17713,134,207,7.083100080490112
-0.362406015,-0.09122807,0.0032581454,0.00444354675823066,0.0006732646603379789,14853,10,66,6.422675609588623
-0.242105263,-0.054385965,-0.011779449,0.05990293198590519,0.0012632138820557143,15041,19,901,6.511175155639648
0.1609022556,-0.070175439,0.0844611529,0.002622576966932725,0.0019954389965792475,17540,35,46,6.8645312786102295
-0.081203008,0.1666666667,-0.057393484,0.049189852172229036,0.009812148989735975,15491,152,762,6.719265937805176
-0.106766917,0.0824561404,-0.036842105,0.07260447446179823,0.011502743773744196,18952,218,1376,7.68721866607666
-0.326315789,0.0140350877,-0.063408521,0.015934684684684685,0.0019144144144144144,17760,34,283,7.056447982788086
0.1263157895,0.0324561404,0.0413533835,0.010365491551044647,0.006154510608432759,18523,114,192,7.106464147567749
-0.082706767,0.099122807,-0.079448622,0.0332120923021883,0.013654522687973287,16771,229,557,6.957921266555786
-0.018045113,-0.094736842,0.0894736842,0.01251896813353566,0.013982224149143725,18452,258,231,7.229516267776489
0.0195488722,0.1245614035,0.0794486216,0.025809768637532135,0.013881748071979434,19450,270,502,7.629201650619507
-0.34887218,0.1175438596,0.065914787,0.0011517051634781497,0.0007678034423187664,15629,12,18,6.437626123428345
-0.192481203,0.0596491228,0.0949874687,0.059470663265306124,0.01594387755102041,18816,300,1119,7.645319700241089
-0.243609023,-0.149122807,-0.061403509,0.0004921605849680095,0.0007733952049497294,14223,11,7,6.376845121383667
-0.372932331,-0.047368421,-0.018295739,0.010866574965612105,0.0012379642365887209,14540,18,158,6.481690406799316
-0.076691729,0.1184210526,0.001754386,0.08826629680998613,0.015977808599167823,18025,288,1591,7.504765033721924
-0.09924812,0.0526315789,-0.093483709,0.024244902728281826,0.008529532044166618,17117,146,415,7.1377527713775635
0.1383458647,-0.133333333,-0.044360902,0.0,0.00047709923664122136,18864,9,0,7.254522085189819
-0.389473684,-0.035964912,-0.080952381,0.008113168296234657,0.0011788364191110186,14421,17,117,6.423448801040649
-0.341353383,0.0201754386,0.0268170426,0.021170435999067382,0.0010258801585451155,21445,22,454,8.057318687438965
0.0180451128,0.1122807018,-0.00877193,0.0449249444534764,0.016636861214978593,18453,307,829,7.590946674346924
-0.04962406,0.0114035088,0.0804511278,0.039785316854596485,0.014722536806342015,20309,299,808,8.003069639205933
0.192481203,0.1543859649,0.0042606516,0.0,0.0006501182033096926,16920,11,0,6.778685808181763
0.1894736842,0.0710526316,-0.003759398,0.00015995734470807785,0.0011730205278592375,18755,22,3,7.332610845565796
0.1819548872,-0.065789474,0.0243107769,5.659950192438306e-05,0.0012451890423364274,17668,22,1,7.102350950241089
0.0556390977,0.1552631579,0.0829573935,0.00608852181279119,0.005929690808979246,18888,112,115,7.28955078125
-0.172932331,0.199122807,-0.087468672,0.033517924803264355,0.005756339259691053,13724,79,460,6.4623870849609375
-0.072180451,-0.068421053,0.092481203,0.032003012048192774,0.010488382099827883,18592,195,595,7.322451591491699
-0.055639098,0.0368421053,0.0383458647,0.08091620626151012,0.013179097605893185,17376,229,1406,7.435387372970581
0.0917293233,0.1368421053,0.0639097744,0.007108239095315024,0.007215939687668282,18570,134,132,7.359332323074341
-0.306766917,0.050877193,0.0899749373,0.003911130425335434,0.0013580313976859146,18409,25,72,7.354497909545898
0.2,0.1561403509,-0.089473684,0.0,0.0005495411331538166,18197,10,0,7.0814690589904785
-0.30075188,0.1736842105,-0.084962406,0.006401862359959261,0.0013094718463553033,13746,18,88,6.474258899688721
0.0165413534,0.1140350877,0.0533834586,0.049304747659409454,0.018115339870367293,18051,327,890,7.339041471481323
-0.069172932,0.1578947368,0.0308270677,0.062147235540450325,0.012077441281786732,16477,199,1024,7.112875699996948
0.1338345865,0.0771929825,-0.06641604,0.0005667595522599537,0.001275208992584896,21173,27,12,7.82702112197876
-0.019548872,0.0543859649,-0.006766917,0.062456627342123525,0.012117653339027385,18733,227,1170,7.970370292663574
0.0616541353,-0.11754386,0.0914786967,0.0026173899387530756,0.0032455635240538137,19103,62,50,7.828050374984741
-0.184962406,0.1350877193,0.028320802,0.12202418841502227,0.006619987269255252,15710,104,1917,7.30191969871521
-0.17443609,0.1719298246,0.0994987469,0.039141846399634826,0.006219331279242269,17526,109,686,7.4128336906433105
-0.252631579,0.0184210526,0.0253132832,0.055115511551155114,0.0023573785950023575,21210,50,1169,8.731459617614746
-0.329323308,-0.034210526,-0.030325815,0.017119565217391303,0.0012907608695652173,14720,19,252,6.550184965133667
-0.070676692,0.15,-0.099498747,0.02172394079908531,0.015816553388807723,15743,249,342,7.038012981414795
-0.236090226,0.1315789474,0.0122807018,0.10499848530748258,0.002302332626476825,16505,38,1733,7.468105316162109
0.0872180451,0.1649122807,0.0333333333,0.001056772148182939,0.002113544296365878,17033,36,18,7.244830369949341
-0.222556391,0.1964912281,-0.032330827,0.03261723866911187,0.0013754257270107413,15268,21,498,6.8818957805633545
0.1037593985,-0.129824561,0.0273182957,0.0,0.0002832219327064688,17654,5,0,7.531859397888184
0.1503759398,0.1263157895,0.0944862155,4.914004914004914e-05,0.0012285012285012285,20350,25,1,7.924780607223511
0.0030075188,-0.128947368,0.0233082707,0.013267695263252686,0.010145884613075584,16657,169,221,6.82886528968811
-0.206015038,0.0315789474,0.0438596491,0.08084943771154056,0.005131564581286167,18318,94,1481,7.956892967224121
0.0962406015,-0.088596491,0.0107769424,0.0015248372529470412,0.002521846226027799,17051,43,26,6.923187494277954
0.169924812,0.1754385965,-0.026817043,0.0,0.0005431830526887561,16569,9,0,6.677684307098389
0.1593984962,0.1043859649,0.0338345865,0.000444271672127506,0.0014438829344143944,18007,26,8,7.206134080886841
-0.368421053,-0.085087719,-0.063909774,0.002108630844179452,0.0012360939431396785,13753,17,29,6.421114206314087
-0.219548872,0.0,0.0739348371,0.04163481628701014,0.006522957753656424,19623,128,817,7.823651552200317
-0.120300752,-0.019298246,-0.023308271,0.06995661605206074,0.0078091106290672455,18440,144,1290,7.799878835678101
-0.010526316,-0.111403509,0.043358396,0.016370411092786023,0.01191130657870625,16371,195,268,6.960221529006958
0.1233082707,0.1377192982,0.0112781955,0.00023459034660723712,0.0013488944929916135,17051,23,4,6.688086986541748
0.0932330827,0.1894736842,0.0062656642,0.0,0.0003732968331985317,16073,6,0,6.643740892410278
-0.24962406,-0.035087719,0.0644110276,0.029922051797837565,0.0027659039476992707,15908,44,476,6.611936807632446
0.1022556391,-0.016666667,0.0102756892,0.021757900189949924,0.012893570482933287,17373,224,378,7.144489526748657
-0.07518797,0.1780701754,0.0588972431,0.036380090497737556,0.006757164404223227,16575,112,603,6.957467317581177
-0.183458647,0.1157894737,-0.057894737,0.04228723404255319,0.010172872340425533,15040,153,636,6.5698535442352295
0.0631578947,-0.118421053,-0.041854637,0.0,0.000424425698976073,18849,8,0,7.371776103973389
0.0285714286,-0.096491228,-0.07593985,0.00016602102933038185,0.0011068068622025456,18070,20,3,7.252800226211548
-0.237593985,0.0640350877,0.0724310777,0.03657107616404564,0.0032069071847055197,16215,52,593,6.751834869384766
0.0902255639,0.0263157895,0.0989974937,0.010231038954800903,0.007973485758201643,20819,166,213,7.894895076751709
0.1834586466,-0.046491228,0.054887218,0.0008542627712284299,0.0018793780967025456,17559,33,15,6.9288270473480225
0.162406015,0.1807017544,0.0228070175,0.0,0.0003579525116334566,16762,6,0,6.832562208175659
0.0481203008,-0.097368421,0.0248120301,0.010045823052520268,0.008400892962049112,17022,143,171,6.819128751754761
-0.022556391,-0.025438596,0.0213032581,0.06062913713314979,0.012242985179544256,17071,209,1035,7.468016147613525
-0.129323308,-0.062280702,0.0563909774,0.06365645721503,0.013956425639406378,15835,221,1008,6.789151668548584
-0.039097744,-0.086842105,-0.051378446,0.019174201982786795,0.014108290663470966,18358,259,352,7.474047660827637
-0.046616541,0.198245614,-0.020802005,0.01196753362166005,0.004621126844007346,16879,78,202,7.024027109146118
-0.363909774,0.0885964912,-0.053884712,0.011039366798583628,0.0009025897382489759,14403,13,159,6.592239856719971
-0.37443609,0.1385964912,-0.1,0.0029038112522686023,0.0007985480943738657,13775,11,40,6.399831771850586
-0.103759398,-0.092982456,-0.052882206,0.030922242314647377,0.01241711874623267,16590,206,513,7.2329041957855225
-0.311278195,0.1403508772,-0.064411028,0.009581881533101045,0.0012340301974448316,13776,17,132,6.458635091781616
0.0706766917,0.1052631579,0.0463659148,0.022768520046196998,0.012484188527745696,18183,227,414,7.369323492050171
0.0390977444,0.1464912281,-0.043358396,0.007855973813420621,0.007201309328968904,18330,132,144,7.245700359344482
-0.162406015,0.0675438596,0.0408521303,0.1133250311332503,0.012391033623910336,16060,199,1820,7.181111812591553
-0.198496241,0.1026315789,0.0729323308,0.06163096580232995,0.0062006764374295375,15966,99,984,6.747330904006958
0.0601503759,-0.084210526,0.0493734336,0.011627906976744186,0.0069171138938580795,16770,116,195,7.034717082977295
0.0796992481,-0.063157895,0.0939849624,0.006296539640823478,0.005037231712658782,18264,92,115,7.198716640472412
-0.052631579,0.1526315789,-0.071929825,0.03541781959048146,0.01248232183483982,16263,203,576,6.934157609939575
-0.166917293,-0.015789474,-0.045363409,0.038769300123971596,0.004169953792403922,17746,74,688,7.132920265197754
-0.353383459,0.1087719298,0.0218045113,0.023858468822027034,0.0011212857409829938,16053,18,383,6.863845109939575
-0.118796992,0.0070175439,0.0328320802,0.08311825125098762,0.008691071898867527,18985,165,1578,7.951709270477295
-0.084210526,0.0605263158,0.0578947368,0.0814030443414957,0.01666566391913844,16621,277,1353,7.264228820800781
-0.027067669,0.149122807,0.0503759398,0.0476726282127206,0.016048797820679854,16886,271,805,7.036660671234131
-0.007518797,0.1210526316,-0.065914787,0.03650867590543845,0.01723535577035053,17174,296,627,7.366570234298706
0.0496240602,0.1771929825,-0.04887218,0.0004578492531334058,0.0021175527957420018,17473,37,8,7.025378942489624
-0.171428571,0.0061403509,-0.087969925,0.021151856535233934,0.005287964133808483,17398,92,368,7.114990234375
0.1639097744,0.0333333333,-0.056390977,0.0002044153720359771,0.0006132461161079313,19568,12,4,7.362473964691162
-0.309774436,-0.005263158,-0.013784461,0.026609661157552165,0.0019143641120541127,15671,30,417,6.745226621627808
-0.145864662,-0.090350877,0.0238095238,0.08303106245465937,0.010815801622370244,15163,164,1259,6.7017433643341064
0.1172932331,0.0166666667,-0.067418546,0.0021729682746631897,0.004249360181563571,20709,88,45,7.964028596878052
0.1654135338,0.000877193,-0.085964912,0.0,0.00045237496858507165,19895,9,0,7.703569173812866
0.1187969925,0.0763157895,0.0117794486,0.007658289289181318,0.0073346996009060516,18542,136,142,7.537186145782471
-0.267669173,0.1438596491,0.0654135338,0.011098779134295227,0.0013057387216817914,15317,20,170,6.614799737930298
-0.315789474,-0.140350877,-0.013283208,0.0006883733737179045,0.00027534934948716185,14527,4,10,6.424371242523193
-0.160902256,-0.051754386,0.0919799499,0.05569775205875807,0.014411306476741598,17972,259,1001,7.397824764251709
