Ex,Ey,Ez,U2,ratio_signal,ratio_lost,loading_signal,trapped_signal,lost_signal,time_cost
-0.176358245,-0.007288345,-0.014169411,-0.24,0.10940919037199125,0.0087527352297593,10968,1200,96,6.936321496963501
-0.030454121,-0.049134172,0.0757566546,-0.24,0.031114110061478482,0.0103463787674314,13338,415,138,6.933781862258911
-0.06289316,-0.039217736,-0.06359881,-0.24,0.04175329175329175,0.012127512127512128,11544,482,140,6.979553937911987
0.0255555429,0.1223027137,-0.072312888,-0.18,0.016740717232624564,0.008806728022849888,12604,211,111,7.00067663192749
-0.183684306,0.1996872536,0.0329068614,-0.3,0.00010736525660296328,0.0006441915396177797,9314,1,6,7.096736669540405
-0.095223204,0.1220304593,0.0716311504,-0.24,0.05829302287447733,0.007378863654997131,12197,711,90,7.000864744186401
-0.142847686,-0.091472896,0.0482562706,-0.24,0.04434447300771208,0.006426735218508998,12448,552,80,6.966850996017456
-0.255392967,0.0695822266,-0.049123454,-0.1,0.017393631255017392,0.001783962180001784,11211,195,20,6.938746929168701
-0.002735401,0.0992143099,0.0686535616,-0.3,7.7417356971433e-05,0.0007741735697143299,12917,1,10,7.0508832931518555
-0.07911711,0.0172381788,-0.063831881,-0.1,0.012919489522609106,0.0029935402552386955,12694,164,38,6.9737584590911865
-0.259591685,-0.071088851,0.0273826429,-0.18,0.05311425296140619,0.0014329384791746274,10468,556,15,6.924386024475098
-0.034222499,-0.040137529,0.0383750487,-0.3,0.0,0.0005718487051711461,12241,0,7,6.935952425003052
-0.145260304,0.0948784585,-0.001389995,-0.13,0.12165542333055408,0.0037140908057303117,13193,1605,49,7.154388666152954
-0.347959189,0.0592349892,0.0028657891,-0.13,0.023589308442935934,0.0012728044123886295,11785,278,15,6.943864822387695
-0.221345652,0.1295232842,-0.051434726,-0.18,0.09530845954931659,0.0012929442186922792,10828,1032,14,6.964158773422241
-0.230110408,0.0926151396,0.0214497587,-0.1,0.02921562400762147,0.001984757065735154,12596,368,25,6.962914943695068
-0.230706219,-0.092540476,0.0266331197,-0.13,0.055893746541228556,0.0016602102933038186,10842,606,18,7.0711469650268555
-0.226043815,0.0712477868,-0.00263003,-0.13,0.07371664909577488,0.0011353499310680398,12331,909,14,7.122799873352051
-0.20256484,-0.059643171,0.0158782915,-0.24,0.06624961542405908,0.0018459645164598502,9751,646,18,7.046453475952148
-0.255129553,0.1646661877,0.0454042926,-0.24,0.00946372239747634,0.0007886435331230284,10144,96,8,7.044701337814331
-0.28016214,0.0744683036,-0.039002497,-0.13,0.021799628942486084,0.0025046382189239332,10780,235,27,7.133753061294556
-0.3297693,0.0264702449,0.004769135,-0.1,0.012623218211474364,0.001205588256152046,14101,178,17,7.273428201675415
-0.287969319,-0.010280484,-0.049898271,-0.13,0.01609053134117231,0.0017681902572716825,11311,182,20,7.0842649936676025
-0.349120975,0.1779338078,-0.030283862,-0.24,0.0,0.00022878059940517045,8742,0,2,7.02605938911438
-0.069683945,0.120647914,0.0206059668,-0.13,0.11621454993834772,0.01471948212083847,12976,1508,191,7.273534059524536
-0.264255477,-0.085968317,0.0382442233,-0.1,0.010933629452464337,0.0012812847014606647,11707,128,15,7.148479461669922
-0.154715388,0.1270734339,0.0513613831,-0.18,0.11750890832523486,0.009961127308066083,12348,1451,123,7.085449457168579
-0.315259104,0.1461776883,0.0067924959,-0.24,0.0026994601079784043,0.0005998800239952009,10002,27,6,7.1108176708221436
-0.051747668,0.1448802153,0.0153883443,-0.1,0.09201364217706409,0.009805314764814551,14074,1295,138,7.29343843460083
-0.13251734,0.0443462145,0.060242482,-0.24,0.08998447204968944,0.011180124223602485,12880,1159,144,6.990742921829224
-0.041765173,-0.086102339,-0.011510959,-0.13,0.05622119815668203,0.011136712749615975,13020,732,145,7.068150281906128
-0.0039338,-0.028298302,-0.053863256,-0.3,0.00044314455375343435,0.0028361251440219798,11283,5,32,7.04144024848938
0.0265276433,-0.081952991,-0.059609212,-0.1,0.006176305446378439,0.0031282586027111575,12467,77,39,7.350967645645142
0.0203909967,0.1396285079,-0.062194898,-0.3,0.0,0.00030287733467945484,9905,0,3,7.124675989151001
-0.089237933,-0.017562422,0.0588568179,-0.3,0.037040234847176653,0.010447245726126748,11582,429,121,7.50519871711731
-0.19168275,0.0085605376,-0.079137557,-0.3,0.09212953474072556,0.0116827218692355,9758,899,114,7.265975475311279
-0.087271544,-0.060698975,-0.070616857,-0.1,0.005728454172366621,0.0032489740082079343,11696,67,38,7.38700795173645
-0.29714709,0.0474237118,0.0695664857,-0.3,0.014240985759014241,0.000807999192000808,9901,141,8,7.140953063964844
-0.219978774,-0.017846822,0.0790821015,-0.1,0.0061068702290076335,0.0027879190175904415,15065,92,42,7.783316135406494
0.0051140104,-0.0133454,0.0314780879,-0.13,0.07084837545126353,0.009551744885679904,13296,942,127,7.4350550174713135
-0.134653816,0.1272619152,0.0108523635,-0.3,0.024604408670996065,0.004939174974846794,10933,269,54,7.1905837059021
-0.326033671,0.0369456884,0.0348960813,-0.1,0.0065252854812398045,0.0012234910277324632,14712,96,18,7.017178297042847
-0.344943395,0.1355764159,-0.04985378,-0.1,0.01221403644823575,0.0015509887553315238,10316,126,16,6.922079801559448
-0.32505079,0.0223709496,0.056998365,-0.24,0.0635823429541596,0.0008488964346349745,11780,749,10,7.1115968227386475
-0.262323337,0.0282269721,0.0268726073,-0.13,0.03604797561460473,0.0017228811874627262,15091,544,26,7.1530022621154785
-0.188403099,-0.096012423,-0.026291571,-0.13,0.04160715985908788,0.0014281633818908884,10503,437,15,6.948781251907349
-0.203801336,0.1318218018,-0.006462855,-0.18,0.12024539877300613,0.0018404907975460123,9780,1176,18,6.87285852432251
0.0382354709,-0.068198319,0.0170607395,-0.24,0.00015642108556233381,0.0009385265133740028,12786,2,12,7.050974607467651
-0.018686262,0.0963163224,-0.014968444,-0.1,0.07758882477983602,0.0060734892195566355,13172,1022,80,7.018254041671753
0.0328669227,-0.046696476,-0.079343259,-0.1,0.0028513238289205704,0.001629327902240326,12275,35,20,7.08532452583313
-0.270989272,0.058248544,0.0660577294,-0.3,0.029324614284254622,0.0008174108511290487,9787,287,8,6.9145588874816895
-0.135146798,0.1762410833,0.0753126989,-0.24,0.01968174204355109,0.0036850921273031824,11940,235,44,7.015180349349976
0.0461180388,0.065741189,-0.022625292,-0.24,0.015426356589147287,0.010930232558139534,12900,199,141,7.050610780715942
-0.278587872,0.1104185558,0.0032118342,-0.3,0.00010204081632653062,0.0003061224489795918,9800,1,3,6.963151216506958
-0.258422973,0.1725957225,-0.050970444,-0.18,0.0258093935248518,0.0012767897856817145,10965,283,14,7.279621839523315
0.0214566119,0.008539314,0.0001098198,-0.24,0.035391940871295574,0.012650131476085565,14071,498,178,7.17785382270813
-0.192826142,0.0311548418,0.0112376299,-0.24,0.11656347932431399,0.00909577314071696,13083,1525,119,7.294325113296509
-0.214562749,0.1783987418,0.0482048266,-0.24,0.009792035810873822,0.0010258323230439243,10723,105,11,6.90631628036499
-0.185869283,0.1086282331,0.0211534928,-0.18,0.16004125257828614,0.00318769923120195,10666,1707,34,7.252805233001709
0.0282604847,0.0916359082,0.0225341139,-0.13,0.08389485375786745,0.015475749722325065,13505,1133,209,7.0799596309661865
-0.340667813,-0.055713964,0.0786106849,-0.1,0.0024977960622979724,0.0011019688510138113,13612,34,15,6.93893575668335
-0.176604993,0.0520227954,0.022704965,-0.1,0.03045470567500881,0.0027493831512160733,14185,432,39,7.123770713806152
-0.113161536,0.0569388864,-0.026495668,-0.24,0.10609357997823722,0.014327167210736307,11028,1170,158,7.068091630935669
-0.281197584,0.1277632366,0.0389086111,-0.1,0.006365321086133269,0.0012891789541535734,12411,79,16,7.019422769546509
-0.143742678,0.1353413547,0.0376048798,-0.13,0.1334751169715015,0.01446193109315185,11755,1569,170,7.055572986602783
-0.278789287,-0.043861304,-0.006719956,-0.13,0.029898714452668486,0.0016556291390728477,10268,307,17,6.980557918548584
-0.269066644,-0.095413792,-0.020789632,-0.13,0.01880449627061666,0.0011555835697027,9519,179,11,7.087241172790527
0.0466787543,0.0937501435,0.0116886078,-0.1,0.0812710911136108,0.011178290213723284,14224,1156,159,7.084557771682739
-0.183310355,0.1540563849,-0.070365657,-0.3,0.0034773304801390932,0.0008024608800320985,7477,26,6,6.990318059921265
0.0414619567,0.0778993253,0.051271553,-0.24,0.012209080503624571,0.009462037390309042,13105,160,124,7.127068281173706
-0.269823527,0.0096221861,0.0338483471,-0.1,0.007312734699255551,0.001581131826866065,15179,111,24,7.534839630126953
-0.06347706,-0.008521945,0.0665714848,-0.3,0.025537294563843238,0.010198061525495154,11865,303,121,7.023150205612183
0.0118856341,0.0507439658,-0.007416347,-0.13,0.0807253378141847,0.011062101799341875,14283,1153,158,7.2525858879089355
-0.2890981,0.084161316,0.073617897,-0.13,0.0051068176014979995,0.0013618180270661333,11749,60,16,7.072202205657959
-0.025368905,0.1005293421,-0.0503891,-0.13,0.06886902448503693,0.012903225806451613,12865,886,166,7.150531530380249
-0.239161684,-0.036692374,-0.076516447,-0.1,0.0059219380888290716,0.0022431583669807087,11145,66,25,7.0867486000061035
-0.243981065,-0.098487682,0.0210774546,-0.24,0.0028169014084507044,0.000528169014084507,11360,32,6,6.96060585975647
-0.172922208,0.0901510487,0.0144798402,-0.24,0.11976263262003237,0.007462686567164179,11122,1332,83,7.157923936843872
-0.007103826,0.1855604333,-0.012955174,-0.3,0.0,0.00019860973187686197,10070,0,2,6.988017320632935
0.0468201211,-0.012322725,-0.019462427,-0.3,8.04699444757383e-05,0.0006437595558059064,12427,1,8,6.98846173286438
-0.20685034,0.084380494,-0.04448707,-0.1,0.018174024860694384,0.0024003429061294473,11665,212,28,6.9868834018707275
-0.124463742,-0.054305267,-0.064549283,-0.13,0.02010454362685967,0.003297145154804986,12435,250,41,7.029569149017334
-0.236656562,0.1310525146,0.0526855444,-0.1,0.007958867446119173,0.001408649105507818,14198,113,20,6.943523645401001
-0.334283729,0.0510165674,-0.009739859,-0.24,0.054384772263766146,0.0004855783237836263,10297,560,5,6.96931529045105
-0.323309688,0.1983636619,-0.054079207,-0.24,0.0,0.00011716461628588167,8535,0,1,6.9492597579956055
-0.173752146,0.1336842149,-0.002420332,-0.13,0.1294686720580455,0.004308064394225682,13231,1713,57,7.238208055496216
-0.083530553,-0.034290776,-0.07353168,-0.24,0.05129310344827586,0.013793103448275862,11600,595,160,7.066836833953857
-0.252928032,0.1682141976,-0.038552512,-0.13,0.02468542887330708,0.001248679281529152,10411,257,13,6.960183143615723
-0.305861757,-0.005753016,0.05015413,-0.3,0.0033247533247533247,0.0007507507507507507,9324,31,7,6.954834938049316
-0.206988654,-0.067960826,-0.009896563,-0.18,0.07963218390804598,0.0021149425287356324,10875,866,23,7.1939780712127686
-0.168927578,0.1166665077,0.0797463327,-0.24,0.0801680810744006,0.0032957073411881027,12137,973,40,7.050400972366333
-0.221828335,0.195538023,-0.079996383,-0.18,0.015799256505576207,0.0006195786864931846,9684,153,6,7.082235336303711
0.0485823794,-0.078555286,0.0541771028,-0.1,0.03734375,0.012578125,12800,478,161,7.043440580368042
0.0352344234,0.0207362544,0.003935815,-0.13,0.06720011329839966,0.010904970967285087,14122,949,154,7.455161094665527
-0.156076955,0.047881598,0.056127632,-0.13,0.08198249892411419,0.004949074738201119,13942,1143,69,7.212778806686401
-0.053150616,0.1697064039,0.0585009227,-0.1,0.04243070362473347,0.008742004264392323,14070,597,123,7.140499591827393
0.0171331498,0.0195257856,0.0402904801,-0.1,0.0689567267860557,0.007137849722771015,15691,1082,112,7.576261758804321
-0.241091682,0.0591270998,-0.054231069,-0.18,0.08105246008471816,0.0012218963831867058,12276,995,15,7.0155487060546875
-0.070767165,0.0743297258,0.0091295992,-0.3,0.017855693531369208,0.01006411817222628,12321,220,124,7.012869119644165
-0.26322394,0.1093995432,0.0587210717,-0.13,0.016970834044004776,0.001876172607879925,11726,199,22,7.1077024936676025
-0.256393518,0.1123852115,0.0156368629,-0.24,0.05422647527910686,0.0002990430622009569,10032,544,3,7.104392051696777
-0.310938526,0.1915606811,0.0601077267,-0.3,0.0,0.00010670081092616304,9372,0,1,6.902760744094849
0.0021761554,-0.056488549,-0.069728351,-0.3,0.0001841112031667127,0.0005523336095001381,10863,2,6,6.996497392654419
-0.059565464,0.0212532278,-0.071594275,-0.18,0.06636863823933975,0.010522696011004126,14540,965,153,7.288254261016846
-0.039791238,0.0809317227,0.0739895018,-0.24,0.05478918244875692,0.012781544696438314,12831,703,164,7.21041464805603
0.0358936723,0.1902807862,-0.018180938,-0.3,0.0,0.0,9620,0,0,6.935097694396973
-0.19771698,0.1397078033,0.0200312922,-0.1,0.08321331413026084,0.002320371259401504,12498,1040,29,7.097032070159912
-0.177391482,-0.080615352,-0.033850529,-0.18,0.07064789717583282,0.0018361458424411997,11437,808,21,7.09555721282959
-0.129077875,0.0730718312,0.0643777211,-0.18,0.11958379784466741,0.014492753623188406,13455,1609,195,7.28084921836853
-0.307104355,0.062416892,0.0777880116,-0.13,0.004260823251921174,0.0009130335539831089,13143,56,12,7.0076000690460205
-0.262981493,-0.033774488,0.0459922946,-0.3,0.0007494646680942184,0.00021413276231263382,9340,7,2,7.0192084312438965
-0.171661937,0.0653645762,0.0443004476,-0.1,0.017133849633335616,0.002878486738400384,14591,250,42,6.989741563796997
-0.041386367,0.0722286724,-0.034836521,-0.13,0.07395307395307395,0.010320760320760321,13468,996,139,7.256219148635864
-0.126073339,-0.033309286,0.0793819225,-0.13,0.06539530574428659,0.0067943174799258805,12952,847,88,7.065768480300903
-0.234089942,-0.044707813,-0.064062754,-0.3,0.00024301336573511544,0.00024301336573511544,8230,2,2,7.019266366958618
-0.181576107,0.0935867913,-0.058795885,-0.24,0.1285414480587618,0.004092339979013641,9530,1225,39,6.9577507972717285
-0.034611797,0.1136188814,0.0113574915,-0.1,0.1059154117731825,0.008069745658909144,13879,1470,112,7.33506178855896
0.0496854295,0.0400901185,-0.013188938,-0.18,0.03907800335826592,0.013433063654403908,13102,512,176,7.181346893310547
-0.008363962,0.1427527461,0.0776231248,-0.1,0.04696263261031151,0.017501182512331914,14799,695,259,7.3183228969573975
0.0338779159,0.1580178003,0.0755677713,-0.18,0.0040297582145071295,0.002712337259764414,12904,52,35,7.11236834526062
-0.012227069,-0.03415559,0.0071142428,-0.18,0.05967095031513465,0.012605385937627896,12217,729,154,7.100147724151611
-0.242653204,0.048278385,0.0291839605,-0.24,0.10974166830999803,0.0011831985801617037,10142,1113,12,7.092342138290405
-0.180070192,0.0259269453,0.0188443218,-0.3,0.07716826035900017,0.01132360342224459,11922,920,135,7.069648027420044
-0.007131342,0.062110099,0.0386927341,-0.13,0.09663435012217231,0.014424213762118705,12687,1226,183,7.224905729293823
-0.200520634,0.0795859906,-0.062808959,-0.1,0.016138522316550392,0.002017315289568799,11897,192,24,7.046347618103027
-0.082089395,0.1556981039,-0.024522583,-0.3,0.00031033412640943414,0.0009310023792283025,9667,3,9,7.006823778152466
0.028728202,0.1560464599,-0.041914402,-0.24,9.688983625617673e-05,0.0002906695087685302,10321,1,3,6.937793016433716
-0.300751694,0.0377430937,-0.027855018,-0.18,0.06065678303841862,0.0014347202295552368,12546,761,18,7.122920751571655
0.0397562679,0.1866035453,0.0549848976,-0.1,0.01525575830092731,0.005010469638049656,13372,204,67,6.981856346130371
-0.151577697,-0.095118605,-0.055904358,-0.24,0.02789148024750119,0.0030461684911946693,10505,293,32,6.967033624649048
-0.167977115,0.0279552762,-0.005772363,-0.13,0.06333747303745343,0.002679913719850971,15299,969,41,7.343367099761963
-0.057609799,0.1843032451,-0.004878674,-0.18,0.02630812542471605,0.006795456751771673,10301,271,70,7.188648700714111
0.0271562995,0.1196323571,0.0734826219,-0.13,0.049256959464173584,0.017372497034814763,14333,706,249,7.191620111465454
-0.09955978,-0.095636453,0.0186398068,-0.1,0.052457428778952465,0.003631668146235171,12391,650,45,6.982818126678467
-0.24789558,-0.048512591,0.0510106935,-0.24,0.04489930670188181,0.0008253549026081215,12116,544,10,7.074238300323486
-0.065912551,-0.033687924,-0.033614009,-0.18,0.08017492711370262,0.011904761904761904,12348,990,147,7.381370544433594
-0.085690253,0.1754061436,0.0390601927,-0.13,0.06021379655921163,0.005595456823116753,11974,721,67,7.220445871353149
-0.18792959,-0.071677367,0.0607482609,-0.3,0.0,0.00030775543701272055,9748,0,3,6.9995245933532715
-0.072813183,0.1154882616,-0.017933798,-0.3,0.0018671383647798742,0.0019654088050314465,10176,19,20,6.8931357860565186
0.0433848114,0.175778802,-0.030983091,-0.1,0.027953186831691505,0.0053043697903510986,11877,332,63,7.084083557128906
0.006300606,0.1980304289,0.0260475439,-0.3,0.00010455876202425763,0.0005227938101212882,9564,1,5,7.058580160140991
-0.292687065,-0.077703839,0.0490143001,-0.1,0.0053061934585942935,0.0013048016701461378,11496,61,15,7.005038499832153
-0.340866386,0.0787952011,-0.029302148,-0.13,0.01585460170146945,0.001160092807424594,10344,164,12,7.159715175628662
-0.28122325,-0.099668683,-0.034771403,-0.18,0.009081349775356084,0.0008603383997705764,10461,95,9,6.992457628250122
-0.030702897,0.0748668379,0.0318478972,-0.3,0.0,0.00104754230459307,12410,0,13,7.110814094543457
-0.187389126,0.0735806817,-0.015668857,-0.24,0.1336471551371265,0.006242325010233319,9772,1306,61,7.09918737411499
-0.312899904,-0.006735618,-0.032416175,-0.13,0.015577165496128219,0.0020709526382135784,11106,173,23,7.120450496673584
0.0229558968,0.1873938766,-0.078303853,-0.13,0.007794376913797903,0.0042683492623178994,10777,84,46,6.9972546100616455
-0.329454169,0.1218283867,-0.012471883,-0.3,0.0,0.00047253396337861784,8465,0,4,7.032583951950073
0.0245988838,-0.039419859,0.0646477713,-0.24,0.011168451051374874,0.005853808826927521,12983,145,76,6.957693815231323
-0.078444977,-0.073171428,-0.016101708,-0.24,0.04093620927030748,0.013675998164295548,10895,446,149,7.080487489700317
-0.135917717,0.0597754236,0.0281814467,-0.1,0.04473925622750688,0.0024698327570390234,14171,634,35,7.110623121261597
-0.15223352,0.0957807868,0.0291186914,-0.3,0.06084396467124632,0.011151753055580338,11209,682,125,7.06637167930603
-0.077487541,-0.021507598,0.0266824099,-0.24,0.059434360489658083,0.014098775854791051,11845,704,167,7.095850467681885
-0.035928583,0.173847184,-0.053954104,-0.1,0.03370373771696207,0.0037652677013499864,10889,367,41,7.0548787117004395
0.0393259187,0.1328245776,0.0677637599,-0.24,0.0,0.0003221390029797858,12417,0,4,6.943340539932251
0.0398369581,0.0850395414,-0.061851801,-0.24,0.0030642619506216075,0.002626510243389949,11422,35,30,7.091241836547852
0.0441669928,0.1971632423,0.0437029049,-0.24,0.0,0.00019093078758949882,10475,0,2,7.088618755340576
-0.308079476,-0.068698443,-0.068920718,-0.24,0.0039308989345194995,0.00020688941760628945,9667,38,2,7.150831937789917
-0.098961441,0.1747293838,-0.015470073,-0.24,0.011770726714431934,0.00368474923234391,9770,115,36,6.972633600234985
-0.337485704,-0.08924677,-0.057746394,-0.24,0.0,0.0001125112511251125,8888,0,1,7.018408298492432
-0.026591399,0.0192849376,-0.008215435,-0.18,0.07148738678044764,0.013024927015495171,13359,955,174,7.059024095535278
-0.26565927,0.0871339717,0.0497686653,-0.3,0.014266233085072905,0.0005244938634217979,9533,136,5,7.030951976776123
-0.295475551,-0.003657797,-0.019837247,-0.24,0.08585805640004193,0.001048327916972429,9539,819,10,7.153846740722656
-0.211340335,0.1180402348,-0.076278168,-0.13,0.02141119221411192,0.0017518248175182481,10275,220,18,7.408003330230713
-0.071008214,0.0391166648,0.064823155,-0.18,0.08160258209374123,0.01108616334549537,14252,1163,158,7.919341325759888
-0.283746665,0.0077566285,-0.065117926,-0.18,0.040115870786516857,0.0014044943820224719,11392,457,16,6.990208625793457
-0.335745051,-0.069488378,0.0216775028,-0.13,0.01092896174863388,0.0008958165367732689,11163,122,10,7.100322246551514
-0.160065257,0.0105320395,0.025295216,-0.3,0.0699685534591195,0.0110062893081761,11448,801,126,7.08013391494751
-0.116290252,0.140404798,0.0404482489,-0.18,0.08879816279663179,0.007484902611210343,11757,1044,88,7.233432769775391
-0.086112307,-0.050184412,0.0006277566,-0.3,0.000544619933089551,0.0006224227806737727,12853,7,8,7.019248723983765
0.0071683928,-0.034948885,0.0505073637,-0.1,0.053391779246910034,0.012072434607645875,13916,743,168,7.133731365203857
-0.109440926,0.168679011,0.0022758854,-0.18,0.05480392156862745,0.006372549019607843,10200,559,65,7.094025373458862
-0.055392309,0.084965854,0.0045522266,-0.18,0.09949409780775717,0.01888701517706577,11860,1180,224,7.207955598831177
-0.114621795,0.0130510821,-0.059322564,-0.24,0.07244260566236717,0.013304129147400015,12327,893,164,6.984052896499634
-0.215174535,0.0419520936,0.0589449536,-0.13,0.03564843269821758,0.004712149149764392,14643,522,69,7.120585918426514
-0.253751397,0.1994684843,-0.065200402,-0.1,0.013712979716217504,0.001333206361298924,10501,144,14,6.997842311859131
-0.154834798,0.0829130926,-0.026771257,-0.13,0.07023659422977083,0.002521693985018171,13483,947,34,7.278315544128418
0.0237599765,0.0305327308,0.0084159327,-0.3,0.0,0.0003466685155654163,14423,0,5,7.13801646232605
-0.303739024,0.1979383299,0.0545564097,-0.1,0.0012392533498567114,0.000851986678026489,12911,16,11,7.083446502685547
-0.229242227,0.0858397974,-0.041420846,-0.24,0.12162463735773264,0.0012274045971881276,8962,1090,11,7.106523275375366
-0.34978062,-0.098464717,-0.066401978,-0.13,0.0014769490452579386,0.00031648908112670115,9479,14,3,7.052248954772949
-0.098302624,0.1575695986,-0.00070447,-0.1,0.10293365171413951,0.005457956677468873,11726,1207,64,7.138660669326782
0.0225918817,-0.056826275,0.0075105112,-0.13,0.05218127911901736,0.011605252011859381,11805,616,137,7.090866804122925
-0.296959623,0.1755839162,-0.002227573,-0.24,0.0,0.0004445432318292954,8998,0,4,6.890129089355469
-0.079570478,0.1848873091,0.0145565556,-0.1,0.05600715330840514,0.005608844090391806,12302,689,69,7.214694976806641
-0.127293166,0.1654456908,0.0219855561,-0.18,0.06302068019210036,0.006272664902479663,10203,643,64,7.073649883270264
-0.1782462,0.0313615606,-0.073384307,-0.1,0.010765250771926896,0.003338062254861053,11983,129,40,7.098034143447876
-0.149809996,-0.002839297,-0.011619455,-0.1,0.015685019206145966,0.0019206145966709346,12496,196,24,7.158002614974976
-0.058622408,-0.08358117,-0.075211566,-0.3,0.00020161290322580645,0.00020161290322580645,9920,2,2,6.986268758773804
0.033306121,0.1856866338,-0.039946544,-0.13,0.008564754736568907,0.003893070334804049,11559,99,45,7.127853155136108
0.0277528647,-0.061677051,0.0303062233,-0.3,0.00024906600249066,0.00016604400166044003,12045,3,2,7.018027305603027
-0.047177893,0.079272288,0.0127792213,-0.13,0.11288790373654212,0.011003799873337555,12632,1426,139,7.287452459335327
-0.199729433,-0.033019299,0.0524959347,-0.18,0.11192917054986021,0.005964585274930103,10730,1201,64,7.115797996520996
-0.289083236,-0.019633186,-0.07802158,-0.18,0.023231586623606627,0.0006250651109490572,9599,223,6,7.025934457778931
0.0318800123,-0.013767149,-0.056968095,-0.13,0.03457164518574678,0.012509476876421531,13190,456,165,7.062558650970459
-0.025217486,-0.020385671,-0.000495666,-0.24,0.04871683340582862,0.012179208351457155,11495,560,140,7.23761510848999
0.0443643258,0.075006536,-0.000582701,-0.18,0.04890560875512996,0.015988372093023256,11696,572,187,7.120266914367676
-0.142758809,0.1577243009,-0.036467857,-0.24,0.04133545310015898,0.005299417064122946,9435,390,50,7.033410549163818
-0.348969028,-0.064414411,-0.077649161,-0.18,0.003088264594540745,0.000697350069735007,10038,31,7,6.948779344558716
-0.181507882,0.1364169572,-0.013853711,-0.1,0.03601059135039718,0.002912621359223301,11330,408,33,7.204224586486816
-0.3203206,0.0546211524,-0.079164803,-0.1,0.007563525112603042,0.0019546188493243816,11767,89,23,7.058158874511719
0.0202496375,0.1716958381,0.0160163213,-0.1,0.03730969909227361,0.004860267314702308,13991,522,68,7.0424628257751465
-0.230774168,0.1882216393,0.0537568568,-0.24,0.005458309806135893,0.0007528703180877094,10626,58,8,7.066288471221924
0.0411447705,0.0452675634,0.0143854951,-0.18,0.04256741698239358,0.014560582423296931,13461,573,196,7.272504091262817
-0.047662122,0.0257558086,0.0463955125,-0.13,0.07696429767566482,0.010047558443298278,14929,1149,150,7.257670164108276
-0.241951361,-0.073563403,-0.074414484,-0.18,0.02846547058233938,0.000701613711536534,9977,284,7,7.064805507659912
-0.100563708,-0.099293767,-0.0655454,-0.18,0.04013300340241262,0.008042066192390968,12932,519,104,7.052830457687378
-0.111805153,0.038721639,0.0432084227,-0.24,0.0806105060383789,0.011261761873008817,13497,1088,152,7.301161289215088
-0.031540322,0.1647611581,-0.072645386,-0.3,0.0,0.0008065445327802742,8679,0,7,7.01951265335083
-0.059491457,-0.089815528,0.0767020074,-0.1,0.05102589717974333,0.009375240144470914,13013,664,122,7.200710296630859
-0.210638268,-0.092938231,-0.053898892,-0.1,0.0062681261109551875,0.002713069510711947,10689,67,29,7.130612373352051
-0.0238636,0.0548255431,0.0682455385,-0.13,0.07332463011314186,0.015158108500145054,13788,1011,209,7.359546422958374
-0.019286481,0.1267419714,0.0316367999,-0.1,0.09257518796992481,0.013896348012889366,14896,1379,207,7.280356168746948
-0.003711472,-0.063746571,-0.018237764,-0.1,0.0346489215236347,0.0030595074193054917,13074,453,40,7.103436231613159
-0.068497767,0.1606167238,0.0542453341,-0.18,0.04577261875360171,0.006092039186630443,12147,556,74,7.229660272598267
-0.191602953,-0.065777684,0.0780163004,-0.18,0.078141163364367,0.0021484841250895203,12567,982,27,7.086032390594482
-0.099870093,-0.022552277,0.0478283482,-0.24,0.06515278518631411,0.011811323630267469,13123,855,155,7.221527814865112
-0.346086526,0.0386231752,-0.036811513,-0.1,0.01152358218783439,0.001893159930858507,12149,140,23,7.054990530014038
-0.19629291,0.0427680009,0.0792618784,-0.24,0.10739256815146515,0.008641684342839186,12729,1367,110,7.281599521636963
-0.244336145,0.0048505013,0.0462663994,-0.1,0.006418411009598704,0.0024864114721868855,17294,111,43,7.592095613479614
-0.296976513,-0.047274353,-0.047960796,-0.18,0.03326631328824712,0.0004569548528605374,10942,364,5,7.10060977935791
-0.090097989,-0.031257938,0.0371936703,-0.13,0.09620898375278751,0.00804396304555591,12556,1208,101,7.14875864982605
-0.145979954,0.0665256775,0.0246205783,-0.24,0.11308767471410419,0.014315967810249894,11805,1335,169,7.239168882369995
-0.265180851,-0.062099557,0.0642626051,-0.24,0.022907567519386756,0.0008022105356983688,11219,257,9,7.00290060043335
-0.298967401,-0.057298596,-0.005624444,-0.1,0.012269938650306749,0.002255503428365211,11084,136,25,6.956685781478882
-0.24236201,0.1481838943,-0.019060432,-0.18,0.060338201383551116,0.001056879323597233,10408,628,11,7.161740064620972
0.0196936744,0.1261773397,0.0562999733,-0.3,7.847445656438829e-05,0.00023542336969316487,12743,1,3,7.168222188949585
-0.005611681,0.1149350502,0.0299229427,-0.3,0.0,0.0008367500627562547,11951,0,10,7.0971105098724365
-0.174248313,0.0321111293,0.0406321848,-0.18,0.11233307148468186,0.008498178961651075,14003,1573,119,7.191163063049316
-0.161388414,-0.082825854,-0.027631202,-0.3,0.0,0.00029160186625194404,10288,0,3,6.9429121017456055
-0.342929939,0.0030674544,-0.075637223,-0.13,0.011653377727153247,0.001664768246736178,11413,133,19,7.13754677772522
-0.049877057,0.0382409766,-0.06670115,-0.13,0.0274027643844423,0.004419800707168113,12444,341,55,7.138311386108398
-0.215107521,-0.072650647,-0.038929943,-0.1,0.011762576909156714,0.0018096272167933405,11052,130,20,7.059332847595215
0.0480757637,-0.084645778,-0.00761435,-0.3,0.0,0.0005360698422423036,13058,0,7,7.230342149734497
