Ex,Ey,Ez,mesh_voltage,ratio_signal,ratio_lost,loading_signal,trapped_signal,lost_signal,time_cost
-0.154958976,-0.011627157,-0.034362982,100,0.059867765600941945,0.0035322887419617787,11041,661,39,6.764359474182129
-0.150368839,0.0240620411,-0.070769972,100,0.025077856089165712,0.0035240124569742666,12202,306,43,6.669569492340088
-0.142713908,-0.01872145,0.0782888674,100,0.08827835673068642,0.011368529842390836,11611,1025,132,6.780635595321655
-0.158601741,-0.070174912,-0.018160666,100,0.08506981740064447,0.002900107411385607,9310,792,27,6.797024250030518
-0.049523509,0.0125510491,-0.022349728,100,0.0958400956692577,0.008968992910224651,11707,1122,105,6.774625301361084
-0.10201084,0.0710661847,-0.017814135,100,0.1273209549071618,0.010610079575596816,10179,1296,108,6.839062690734863
-0.231939589,0.1930347233,0.0771748928,100,0.0004103405826836274,0.000718096019696348,9748,4,7,6.740361452102661
0.0378537213,0.1649963937,0.0448704031,100,0.011890606420927468,0.0035671819262782403,10933,130,39,6.822766304016113
-0.03679431,-0.088503058,-0.077817474,100,0.022506861848124428,0.015370539798719121,10930,246,168,6.783197402954102
-0.136347821,0.1762463161,-0.05332305,100,0.03698756806739957,0.0012329189355799856,9733,360,12,6.727080583572388
-0.165721467,-0.034074079,0.0702151748,100,0.06954324223137402,0.006083863721452639,10684,743,65,6.796376943588257
-0.187884201,0.0884483287,-0.024568128,100,0.07561744079682894,0.000609818070942169,9839,744,6,6.755980968475342
-0.304458759,0.072365335,0.0777876257,100,0.0005848523247879911,0.0014621308119699777,10259,6,15,6.67935585975647
-0.26363871,-0.054635474,-0.043902076,100,0.014596848934198332,0.0013901760889712697,8632,126,12,6.7486252784729
-0.237095954,0.0375834526,-0.041248031,100,0.027224824355971896,0.0014637002341920376,10248,279,15,6.771606683731079
-0.167101189,-0.064686749,-0.07876149,100,0.023566734647631996,0.0021527305687740767,8826,208,19,6.8079187870025635
-0.129236026,-0.053771034,0.0630609218,100,0.08925285241074715,0.013894000736106,10868,970,151,6.867590665817261
-0.013589389,0.12300617,0.0399213391,100,0.07691618911174786,0.01208810888252149,11168,859,135,6.80198335647583
-0.082170194,-0.061366484,0.0284500105,100,0.11297935103244838,0.01543756145526057,10170,1149,157,6.802728891372681
-0.148744503,0.1694337637,-0.011811985,100,0.0493628745264608,0.0009183790609574102,8711,430,8,6.772292613983154
-0.194683478,0.0210271223,-0.014980864,100,0.06334573748308525,0.0032138024357239513,11824,749,38,6.902691841125488
-0.283805131,-0.049145567,0.0238961263,100,0.030542329578446173,0.0013935663685983046,8611,263,12,6.754094123840332
-0.27238445,-0.07278505,0.000581025,100,0.021805163809937078,0.0013018008244738556,9218,201,12,6.7772417068481445
-0.042942332,0.0257981455,0.0411833383,100,0.09785298108388539,0.01277037273525421,12529,1226,160,6.862138271331787
0.0060551983,0.1949368008,-0.077488926,100,0.005904761904761905,0.004095238095238095,10500,62,43,6.757749080657959
-0.339772221,-0.048083725,-0.074504975,100,0.0030398832684824903,0.00036478599221789884,8224,25,3,6.731206893920898
-0.212896123,0.1871475565,0.0034024447,100,0.01631511478848619,0.0006992192052208367,8581,140,6,6.839314222335815
-0.250974771,0.1964337428,-0.006587361,100,0.005493889449489853,0.0013454423141607804,8919,49,12,6.738359451293945
-0.279158682,0.1090122398,-0.065771078,100,0.013165628306100859,0.0004702010109321735,8507,112,4,6.656755447387695
0.0290813707,0.0223935139,-0.049721224,100,0.051769593353039864,0.00934728768874331,12517,648,117,6.751160144805908
-0.23093119,0.0500436267,-0.004135335,100,0.07405008635578583,0.0015112262521588947,9264,686,14,6.791551351547241
-0.251534103,-0.023086006,-0.05007424,100,0.025872161086396627,0.001638960430812456,8542,221,14,6.689059257507324
-0.267181988,0.0524478335,-0.073480468,100,0.01723417589304366,0.0010444955086693127,9574,165,10,6.810948610305786
-0.339294438,0.1716883028,0.079875334,100,0.0,0.0006037432078889113,9938,0,6,6.766417503356934
-0.058912114,0.1030757342,-0.078512985,100,0.04320415353235676,0.011403671425922492,10786,466,123,6.756875276565552
-0.325560452,-0.077984841,-0.015932672,100,0.003840782122905028,0.0011638733705772813,8592,33,10,6.772320747375488
-0.092925678,0.1975063349,0.0555496476,100,0.02790029746640681,0.006359626628372141,9749,272,62,6.777119159698486
-0.243167211,0.1112898863,0.0346313227,100,0.05281126640349941,0.00032006828123332977,9373,495,3,6.802599906921387
0.0447056921,0.0290511913,-0.079957956,100,0.023933631891931578,0.011306071507231482,13621,326,154,6.796626567840576
0.0388350986,-0.089568248,-0.010989705,100,0.0365445499773858,0.014925373134328358,11055,404,165,6.857563495635986
-0.08633111,0.0284751618,0.0194106047,100,0.13107804118359578,0.011161100536424986,11558,1515,129,6.796681880950928
-0.069237654,0.1805933875,-0.008275487,100,0.037786774628879895,0.006297795771479982,8892,336,56,6.771011829376221
-0.048860266,0.1626142144,0.0763638058,100,0.030005661445555765,0.0057558029816946596,10598,318,61,6.8031346797943115
0.0428777256,0.1845845126,-0.021671539,100,0.008560311284046693,0.006670372429127293,8995,77,60,6.711425065994263
-0.097879315,0.0966775995,-0.032645275,100,0.10963613790468914,0.012224238372648267,10471,1148,128,6.817478895187378
0.0030292349,-0.07264312,-0.070514026,100,0.021184320266889073,0.015012510425354461,11990,254,180,6.878384590148926
-0.345426779,-0.007961291,0.0753672592,100,0.0008690614136732329,0.0014484356894553883,10356,9,15,6.657521724700928
-0.20804805,0.0854116201,0.0392845586,100,0.07452820130077834,0.0019191811493762662,9379,699,18,6.807577133178711
-0.039686774,-0.032105239,0.0143285041,100,0.11683188347157597,0.014768359295974105,9886,1155,146,6.757683753967285
-0.317646968,-0.043361098,0.009131022,100,0.01715896555950484,0.0013482044368182376,8159,140,11,6.661256790161133
-0.080198188,0.1464196669,0.0436566263,100,0.0777061076395888,0.00715581535980649,9922,771,71,6.76924467086792
-0.075735103,0.1730372403,0.0298734148,100,0.050700466977985324,0.0061151879030464755,8994,456,55,6.849624156951904
-0.348616332,0.1381112161,0.0088059409,100,0.0032066508313539194,0.0009501187648456057,8420,27,8,6.785786390304565
-0.170726825,-0.083498863,0.0352516532,100,0.07855159648310966,0.0025451180009254974,8644,679,22,6.7995617389678955
-0.078680439,0.0590092544,-0.075781936,100,0.03434247871333964,0.007947019867549669,10570,363,84,6.787723779678345
-0.203616959,0.1418835945,0.0117608218,100,0.06918774319066148,0.0017023346303501946,8224,569,14,6.776754140853882
-0.238204182,0.1195960604,-0.008897624,100,0.07945013979496739,0.0016309412861137,8584,682,14,6.817288398742676
-0.201622555,0.1991746746,0.0664285794,100,0.003486598387448246,0.0011985181956853345,9178,32,11,6.746768236160278
-0.336727744,0.0861363672,0.0155008441,100,0.014928723762487371,0.0012347064765967,8909,133,11,6.835192918777466
-0.305893162,-0.086091839,-0.071726927,100,0.000933457794372583,0.0006667555674089878,7499,7,5,6.752480506896973
-0.076126247,0.0093049133,-0.051994703,100,0.04942645074224022,0.006157219973009447,11856,586,73,6.849468231201172
-0.216081405,0.1609095332,0.0236521884,100,0.03439832089552239,0.0016324626865671641,8576,295,14,6.738850831985474
-0.029770083,0.1044955867,0.0180075967,100,0.10191881207212419,0.016777552791437663,10371,1057,174,6.842627048492432
-0.292290141,0.1679518732,0.0197463149,100,0.008785654110001203,0.0015645685401372007,8309,73,13,6.73787260055542
-0.137732099,0.0906187009,0.0266091221,100,0.14429984383133784,0.008120770432066632,9605,1386,78,6.983132839202881
-0.309118564,0.1079242726,0.0467183129,100,0.0015505593088935652,0.0007752796544467826,9029,14,7,6.7832300662994385
-0.281506577,0.0159882968,0.0728579044,100,0.00549073438572409,0.0008579272477693892,11656,64,10,6.707168340682983
-0.344767838,0.1858068933,0.0425829587,100,0.0,0.00024271844660194174,8240,0,2,6.77561616897583
-0.312847905,-0.01367843,0.058026216,100,0.0026842865992153624,0.0008259343382201115,9686,26,8,6.751519441604614
-0.329996265,0.1652252955,-0.020963778,100,0.005757196495619525,0.0010012515644555694,7990,46,8,6.715339422225952
-0.324005567,0.0281482,-0.0599154,100,0.012578616352201259,0.0014675052410901468,9540,120,14,6.850095272064209
-0.159937633,0.1841107222,-0.074926767,100,0.01768809167912307,0.0014947683109118087,8028,142,12,6.798835515975952
-0.016205414,0.0467259173,0.0261936061,100,0.10598572213069742,0.015925315760571115,10926,1158,174,6.854732513427734
-0.072064113,0.0530898113,0.006672669,100,0.13807950335436067,0.013918093521578051,9987,1379,139,6.9143476486206055
0.0237419441,0.0035608041,-0.004885383,100,0.07976311649856574,0.01536041454612751,10807,862,166,6.737170457839966
-0.039222456,0.0897128103,-0.068772758,100,0.04141698977793444,0.01260133944307367,11348,470,143,6.7805235385894775
-0.033348694,-0.068751166,-0.035304534,100,0.06382568453528731,0.016583108368684922,10372,662,172,6.823845148086548
-0.012479443,0.1905882119,-0.016400885,100,0.015793848711554447,0.0073625460159125996,8421,133,62,6.810395240783691
-0.213640304,0.068786477,-0.054126643,100,0.028119507908611598,0.0014279437609841829,9104,256,13,6.8250892162323
-0.191729846,-0.05776812,0.0042043503,100,0.10144027812267196,0.0023590762354109758,8054,817,19,6.807144641876221
-0.00956497,0.0407812315,-0.03181138,100,0.08294473658101002,0.012600456394483579,10079,836,127,6.804453372955322
-0.16785414,0.0669276997,-0.001137706,100,0.14006130629568497,0.0029474180617778825,8482,1188,25,6.87475848197937
-0.146085497,0.1269095218,-0.040954524,100,0.07514707514707515,0.002109002109002109,9009,677,19,6.810675621032715
-0.247805272,-0.09944641,0.040837105,100,0.0030158914279085954,0.00023199164830066117,8621,26,2,6.851240873336792
-0.156099041,0.1183427475,0.014587451,100,0.12994414681408867,0.0012538470306622592,8773,1140,11,6.859504461288452
-0.224922379,0.059455448,0.0134630489,100,0.10504933255948927,0.0009286128845037725,8615,905,8,6.8289430141448975
-0.220252454,0.0149207928,0.0312835119,100,0.08702839362115908,0.002236483858420848,10284,895,23,6.867622137069702
-0.173004679,0.1446999149,0.0750937142,100,0.016244522817142247,0.0014962060489473123,9357,152,14,6.715037107467651
0.0106824828,0.1854422505,0.0647434622,100,0.008479771148344912,0.0062321209644462605,9788,83,61,6.81105899810791
-0.253594626,-0.080601921,0.0169175904,100,0.025078369905956112,0.0008777429467084639,7975,200,7,6.816731929779053
-0.340431686,0.0343588045,-0.009754886,100,0.01426156771603634,0.0010564124234100994,9466,135,10,6.81656551361084
0.0436919797,-0.077319921,0.0719828769,100,0.019373170311692785,0.015929051145169622,11614,225,185,6.797728538513184
-0.187148143,0.0270278314,0.067484116,100,0.06192977605750622,0.007096120173255921,10851,672,77,6.862244129180908
-0.271819185,0.1780017536,0.0523496043,100,0.0002338907730090048,0.0007016723190270144,8551,2,6,6.784925937652588
0.0207920881,0.0927221764,0.0604393349,100,0.06546854942233633,0.01891313649978605,11685,765,221,6.868955850601196
0.0156391935,0.1539092917,-0.044957672,100,0.027514231499051234,0.004954670040059035,9486,261,47,6.784332275390625
-0.285073813,-0.026296251,-0.078317541,100,0.015220888503898033,0.0007424823660438064,8081,123,6,6.823358774185181
-0.092108979,-0.097259253,-0.047658617,100,0.044284243048403706,0.013594232749742533,9710,430,132,6.80929160118103
0.0184008593,0.1791475751,0.0248457795,100,0.008190370780298838,0.005976757055893746,9035,74,54,6.8151695728302
-0.296870044,0.0063481588,-0.026258709,100,0.024003675203858963,0.0013782014471115194,8707,209,12,6.792156934738159
-0.237696477,-0.089170299,0.0725189638,100,0.0013963230160577147,0.001047242262043286,8594,12,9,6.7896339893341064
-0.18967469,0.1550067354,0.0322422272,100,0.046596673351421494,0.001061696354842515,8477,395,9,6.8265533447265625
-0.121917734,-0.057066143,-0.054367737,100,0.04420587306599305,0.007367645510998842,9501,420,70,6.8656957149505615
-0.113247078,0.0029509236,-0.066262592,100,0.035459017915158264,0.004919706674092639,10773,382,53,6.804214954376221
-0.10705512,0.1087758507,-0.005392125,100,0.14218981428734193,0.015495043864646235,8777,1248,136,6.849448204040527
0.0341934509,-0.047037823,-0.001227043,100,0.07261159361745102,0.018279135528176126,9902,719,181,6.850961208343506
0.0260992439,0.0780867846,-0.029486743,100,0.07942526441827978,0.0162642187188186,10022,796,163,6.8524603843688965
-0.349613872,-0.070684843,0.0340417733,100,0.00023750148438427741,0.0005937537109606935,8421,2,5,6.802623987197876
-0.193513491,0.1922513557,-0.047021375,100,0.012792397660818713,0.0012183235867446393,8208,105,10,6.90634560585022
-0.229072889,-0.04586445,0.0596029025,100,0.018886146582251316,0.0018242300676038201,9319,176,17,6.70562744140625
-0.063448232,-0.025101789,-0.013588182,100,0.11469979296066253,0.011283643892339544,9660,1108,109,6.873660326004028
-0.233678422,0.1473584452,-0.051114432,100,0.012269938650306749,0.00098159509202454,8150,100,8,6.868836402893066
-0.047707568,0.1340048977,-0.000375858,100,0.09418909264110502,0.011312217194570135,8398,791,95,6.799464225769043
-0.084200925,0.1206673631,0.0704777307,100,0.06150499357262929,0.020567586275091466,10113,622,208,6.836641550064087
-0.198142392,0.1166063008,-0.035036903,100,0.04891692454177577,0.00119019281123542,8402,411,10,6.810401678085327
-0.265735017,-0.006169437,0.0506268596,100,0.017354748302252882,0.0008623477417268513,9277,161,8,6.797877550125122
-0.165094718,0.0313373675,-0.028476229,100,0.06194081211286993,0.0033428374791072656,10171,630,34,6.863507509231567
-0.005145947,0.1488938073,-0.003742265,100,0.049170888991248274,0.007024412713035467,8684,427,61,6.8176703453063965
-0.226408999,0.1732091609,-0.025961255,100,0.017531474291093068,0.0009412872102600306,8499,149,8,6.7003772258758545
0.0329393544,0.0553699913,0.0354867342,100,0.08218930635838151,0.01616690751445087,11072,910,179,6.850428819656372
-0.054943265,-0.040384286,-0.063794497,100,0.039903614457831325,0.008096385542168674,10375,414,84,6.845937728881836
-0.313984136,0.1979010711,-0.043033516,100,0.0,0.0007022471910112359,7120,0,5,6.89557957649231
-0.207328563,-0.063183301,-0.02174239,100,0.048469983648680215,0.000700770847932726,8562,415,6,6.823566675186157
-0.323123666,-0.02947364,0.0384287558,100,0.0027319159045017223,0.0003563368571089203,8419,23,3,6.786747455596924
-0.132379812,-0.042735412,-0.03800195,100,0.061455360782715046,0.007032205462698737,9812,603,69,6.8240954875946045
-0.120371507,0.0820979804,0.0794936733,100,0.07588750576302443,0.016966343937298293,10845,823,184,6.912485122680664
-0.066613804,-0.08582321,0.010153435,100,0.09041417591801879,0.016332194705380016,9368,847,153,6.908736228942871
-0.300878038,0.0829829779,-0.057743918,100,0.010990352912443522,0.0004884601294419343,8189,90,4,6.857426166534424
0.0045856612,0.0164155431,0.0167544505,100,0.091748051249888,0.013887644476301407,11161,1024,155,6.896341562271118
-0.055989863,-0.067909741,0.0743321471,100,0.060126881924060224,0.018274784584793105,10561,635,193,6.852926254272461
-0.159336482,-0.001286868,0.0449961996,100,0.1033943069549056,0.009194952557957548,10223,1057,94,6.89016318321228
-0.05790525,0.1943412196,0.0342431971,100,0.023184452778724857,0.006250710307989544,8799,204,55,6.817517280578613
0.008505687,-0.027674779,0.0737884277,100,0.05671232876712329,0.012876712328767123,10950,621,141,6.832662105560303
0.047710732,0.1322290117,-0.061550076,100,0.026449643947100712,0.0076297049847405905,9830,260,75,6.784750461578369
-0.125491722,-0.099841763,-0.072289847,100,0.026652452025586353,0.003435204927742241,8442,225,29,6.8902342319488525
-0.195656063,-0.014078723,-0.068337147,100,0.02298316889146837,0.002669762042948346,8615,198,23,6.806409120559692
-0.052185126,0.1122607254,0.0544317561,100,0.08414208074534162,0.020768633540372672,10304,867,214,6.888436794281006
-0.03415111,0.0423191399,0.063266209,100,0.07785329684879513,0.01597669697237179,11329,882,181,6.854698896408081
-0.053863397,0.1448920149,-0.037493936,100,0.06607103463489962,0.008382969335980588,9066,599,76,6.86494255065918
-0.343226312,0.0951133222,-0.049229518,100,0.007809449433814916,0.0011714174150722373,7683,60,9,6.8529088497161865
-0.099895035,0.1505784176,0.061955625,100,0.05635791073949397,0.0068411336735801935,9209,519,63,6.925169467926025
-0.289153439,0.141109541,-0.032133253,100,0.008192712154561018,0.001222792858889704,8178,67,10,6.800416946411133
-0.257267212,0.162283462,-0.079229294,100,0.004471330878485008,0.0006575486586007364,7604,34,5,6.810576438903809
-0.178495906,0.1523918717,-0.056756031,100,0.022359114761578827,0.001483002509696555,8766,196,13,6.818830966949463
-0.300088543,0.0326442623,0.0300891536,100,0.022700119474313024,0.0011947431302270011,9207,209,11,6.860385894775391
-0.181850005,-0.087235509,-0.029833605,100,0.03439716312056738,0.001182033096926714,8460,291,10,6.881507635116577
-0.24092652,-0.082358348,-0.065078054,100,0.005310880829015544,0.0007772020725388601,7720,41,6,6.861314058303833
-0.150555481,0.1002695146,0.0684531705,100,0.0707036913125906,0.003011040481766477,8967,634,27,6.801598072052002
-0.254918832,0.1021611668,0.0012627572,100,0.07752411183005738,0.0012208521548040532,8191,635,10,6.816897869110107
-0.290165836,-0.058537857,0.0791686924,100,0.00048715138229204726,0.0021921812203142127,8211,4,18,6.802416801452637
-0.335699184,0.1330428906,0.0657904567,100,0.0,0.000444247001332741,9004,0,4,6.724461317062378
-0.107683109,-0.031459065,0.0481156973,100,0.1239395820401407,0.013449203393337472,9666,1198,130,6.891119956970215
0.045697253,0.1103276872,0.0221367706,100,0.05945106162610046,0.01418953909891248,9655,574,137,6.805332183837891
0.0497620341,0.0352785232,0.0552688778,100,0.06573476068300452,0.017782889498363267,11303,743,201,6.962007761001587
0.0090451289,0.0866803583,-0.009890215,100,0.09227095093356491,0.017042987407729047,9212,850,157,6.8794567584991455
-0.139795491,0.0632645672,-0.063175851,100,0.03707684040838259,0.00569586243954863,9305,345,53,6.850647449493408
-0.248650622,0.0608329553,0.0739425882,100,0.008714350384789498,0.0016976007243096423,8836,77,15,6.833576679229736
-0.006921841,-0.004647223,-0.059302795,120,0.028600374064837904,0.009273690773067332,12832,367,119,6.845765590667725
-0.110494658,0.0480022778,-0.045701158,120,0.062048482902552576,0.008588858564777653,12458,773,107,6.860931396484375
-0.022479852,0.073414644,0.0049464554,120,0.07099255790617945,0.01664018730663099,11959,849,199,6.970451593399048
-0.021892064,-0.056098091,0.0525660806,120,0.04150398913597012,0.012052283143778646,11782,489,142,6.881506681442261
-0.184698987,0.004345143,0.0214221979,120,0.10468552131701139,0.0062473617560151965,11845,1240,74,6.874776124954224
-0.061681064,0.1995188103,-0.058189469,120,0.015513586432838697,0.004336095586818269,10378,161,45,6.768571615219116
-0.104725034,-0.091916909,0.0588090911,120,0.05402465554749819,0.014865844815083394,11032,596,164,6.768171072006226
-0.293236544,-0.036209379,-0.008512466,120,0.036409480584972266,0.0007060010085728693,9915,361,7,6.828654527664185
0.0223292983,-0.023574394,0.0428497957,120,0.038414284544188715,0.011221230239986895,12209,469,137,6.9345502853393555
-0.282061501,0.1483303484,0.0056106755,120,0.051686936053354254,0.0006865437426441742,10196,527,7,6.761944770812988
-0.093689123,-0.003336641,0.0030439009,120,0.09192578158095399,0.012708633398288571,11803,1085,150,6.9136621952056885
0.0401634496,0.1296047961,0.0785860294,120,0.014905646523239592,0.010646890373742566,13619,203,145,6.8851611614227295
-0.145362649,-0.029680717,-0.002398996,120,0.09948728061526327,0.008775389469532636,10142,1009,89,6.910208225250244
0.035624599,0.0982404253,-0.073868022,120,0.015332055662028164,0.012998916756936922,12001,184,156,6.881150245666504
-0.112839948,0.0946326106,0.0518539436,120,0.09422166651781727,0.017147450209877645,11197,1055,192,6.8632378578186035
-0.261702007,0.0761665961,-0.013353009,120,0.06308834178131789,0.001448225923244026,11048,697,16,6.901930809020996
-0.132899123,0.0400754034,0.0108863928,120,0.11673834810848767,0.012024927587114894,11393,1330,137,6.8371522426605225
-0.170279473,0.1910530696,0.0474766643,120,0.044842605424668384,0.0025737477727182734,10102,453,26,6.875645160675049
-0.345834664,-0.095819458,-0.055307869,120,0.0007805530776092774,0.00022301516503122213,8968,7,2,6.882086515426636
-0.331161605,0.0655700436,-0.036244881,120,0.010996991389148251,0.00041498080713766987,9639,106,4,6.838594436645508
-0.085426715,-0.079905204,-0.025868226,120,0.053738956189088256,0.011476455050551051,10979,590,126,6.904590129852295
-0.026183611,0.1382883425,-0.048782963,120,0.043873729266987696,0.01435705368289638,11214,492,161,6.878845691680908
-0.046220644,0.0448666901,-0.055173986,120,0.04682991178168027,0.008986726028526671,12129,568,109,6.833933115005493
0.0494560202,-0.030347568,-0.040082651,120,0.00932035631804685,0.008990432200593864,12124,113,109,6.8484673500061035
0.0115587961,-0.093499695,0.0312173771,120,0.005520240883238541,0.0051856808297089324,11956,66,62,6.830487489700317
-0.112298775,0.1597291899,-0.02924587,120,0.0766706171939101,0.010119427477436412,10969,841,111,6.866066217422485
-0.118710182,0.1291925055,0.0211136955,120,0.11474036850921274,0.016936534524474224,10746,1233,182,6.947152137756348
-0.306560549,0.1259538226,-0.01735696,120,0.03220290681105728,0.0008549444286121402,10527,339,9,6.935790777206421
-0.014832557,-0.050415287,-0.051348283,120,0.02767684576729803,0.014224971008890606,12935,358,184,6.8845374584198
-0.28547138,0.0912722976,-0.019773628,120,0.03794437281267268,0.0009209799226376865,10858,412,10,6.909142255783081
-0.121499831,-0.010473258,0.0337165902,120,0.10448143405889884,0.01007255655142979,11715,1224,118,6.955869674682617
-0.210350874,-0.076471743,0.0534614204,120,0.045208655332302936,0.0007727975270479134,10352,468,8,6.894386529922485
-0.327151515,0.118529423,-0.077317456,120,0.00709738023170859,0.0007306126709111783,9581,68,7,6.818885564804077
-0.00102527,0.0987283446,0.0458586909,120,0.0569485414618158,0.017617174696820715,12204,695,215,6.819833517074585
-0.017476723,0.1686915112,-0.03951196,120,0.019571763131482102,0.007527601204416192,11956,234,90,6.916883707046509
-0.329755701,0.008476435,0.0246708205,120,0.03360985204823399,0.0009407337723424271,11693,393,11,6.89177942276001
-0.259906682,0.1366390192,0.0285213316,120,0.06322928094145806,0.0012964994514810012,10027,634,13,6.862262725830078
-0.221714763,0.1400532381,-0.072796506,120,0.01811139028475712,0.0011515912897822446,9552,173,11,6.878754615783691
-0.024642328,-0.007643457,-0.027584867,120,0.05386773547094188,0.013226452905811623,12475,672,165,6.925521612167358
-0.004030137,0.0074373537,0.0687518268,120,0.04608365019011407,0.012927756653992395,13150,606,170,6.986720561981201
-0.294882533,0.0565554354,0.0636949523,120,0.010494469131133591,0.0010399924364186443,10577,111,11,6.900423526763916
-0.334338136,0.1788520344,-0.067467076,120,0.002036659877800407,0.0006788866259334691,8838,18,6,6.736404895782471
-0.124034122,0.051870983,0.0565221931,120,0.08524590163934426,0.01639344262295082,11285,962,185,6.908287048339844
-0.154958976,-0.011627157,-0.034362982,120,0.060253786328284896,0.008104789193614409,12215,736,99,6.909867525100708
-0.150368839,0.0240620411,-0.070769972,120,0.029955802913733835,0.006711409395973154,12218,366,82,6.873060703277588
-0.142713908,-0.01872145,0.0782888674,120,0.07367976341360372,0.01605407689057879,11835,872,190,6.932982921600342
-0.158601741,-0.070174912,-0.018160666,120,0.06996663961770805,0.010278604273735462,11091,776,114,6.962707281112671
-0.049523509,0.0125510491,-0.022349728,120,0.06203145671027488,0.00984859620755549,13606,844,134,6.976781845092773
-0.10201084,0.0710661847,-0.017814135,120,0.09713189928297482,0.013256628314157078,11994,1165,159,6.953508377075195
-0.231939589,0.1930347233,0.0771748928,120,0.002589715131335553,0.0007399186089530152,10812,28,8,6.83539605140686
0.0378537213,0.1649963937,0.0448704031,120,0.00797530228968356,0.006774719149301089,11661,93,79,6.853409290313721
-0.03679431,-0.088503058,-0.077817474,120,0.010924024640657084,0.010924024640657084,12175,133,133,6.875428676605225
-0.136347821,0.1762463161,-0.05332305,120,0.06804244135111458,0.007787403874233427,10273,699,80,6.860762596130371
-0.165721467,-0.034074079,0.0702151748,120,0.07034050179211469,0.014695340501792114,11160,785,164,7.054893493652344
-0.187884201,0.0884483287,-0.024568128,120,0.09310027598896044,0.003495860165593376,10870,1012,38,6.878605842590332
-0.304458759,0.072365335,0.0777876257,120,0.002859866539561487,0.0007799636016985874,11539,33,9,6.8800437450408936
-0.26363871,-0.054635474,-0.043902076,120,0.01764195507567724,0.001156849513159163,10373,183,12,6.801946401596069
-0.237095954,0.0375834526,-0.041248031,120,0.03055600583562976,0.002755714054141676,12338,377,34,6.829170227050781
-0.167101189,-0.064686749,-0.07876149,120,0.022914048148506234,0.004350768635792323,10343,237,45,6.884004592895508
-0.129236026,-0.053771034,0.0630609218,120,0.0665335390759735,0.014886085141145502,11017,733,164,6.970002889633179
-0.013589389,0.12300617,0.0399213391,120,0.058618735325074896,0.017245567160553803,12351,724,213,6.926427364349365
-0.082170194,-0.061366484,0.0284500105,120,0.0701211424529136,0.011495269254576002,11309,793,130,6.912612438201904
-0.148744503,0.1694337637,-0.011811985,120,0.08227191244457024,0.0046230776488347955,10599,872,49,6.934474945068359
-0.194683478,0.0210271223,-0.014980864,120,0.06934439350942298,0.0035654515025831334,13743,953,49,6.997002363204956
-0.283805131,-0.049145567,0.0238961263,120,0.04193971166448231,0.0011089827603589072,9919,416,11,6.911774635314941
-0.27238445,-0.07278505,0.000581025,120,0.02540660186700029,0.001347319795977288,10391,264,14,6.894453287124634
-0.042942332,0.0257981455,0.0411833383,120,0.07371591629676601,0.013157894736842105,12616,930,166,6.9468834400177
0.0060551983,0.1949368008,-0.077488926,120,0.0006477283242342926,0.0015730545017118534,10807,7,17,6.7712507247924805
-0.339772221,-0.048083725,-0.074504975,120,0.00530093870789619,0.0015461071231363888,9055,48,14,6.878169298171997
-0.212896123,0.1871475565,0.0034024447,120,0.036656282450674975,0.0007268951194184839,9630,353,7,6.906198501586914
-0.250974771,0.1964337428,-0.006587361,120,0.013426156141223273,0.00139234211834908,10055,135,14,6.766137361526489
-0.279158682,0.1090122398,-0.065771078,120,0.017568747271933652,0.0005456132693147098,9164,161,5,6.847291946411133
0.0290813707,0.0223935139,-0.049721224,120,0.027346520608400978,0.01174245409409725,12689,347,149,7.0001068115234375
-0.23093119,0.0500436267,-0.004135335,120,0.08786687391423607,0.0015543567705952272,10937,961,17,6.929266452789307
-0.251534103,-0.023086006,-0.05007424,120,0.021371240692389517,0.0017406440382941688,10341,221,18,6.895617485046387
-0.267181988,0.0524478335,-0.073480468,120,0.017711316152296108,0.0016968925654894473,9429,167,16,6.840157985687256
-0.339294438,0.1716883028,0.079875334,120,0.0,0.0005854229680944482,10249,0,6,6.895141124725342
-0.058912114,0.1030757342,-0.078512985,120,0.03477065121304391,0.01551910421373146,10181,354,158,6.7916419506073
-0.325560452,-0.077984841,-0.015932672,120,0.007731412836263504,0.0008472781190425757,9442,73,8,6.946590423583984
-0.092925678,0.1975063349,0.0555496476,120,0.030703012912482067,0.005738880918220947,10455,321,60,6.884044885635376
-0.243167211,0.1112898863,0.0346313227,120,0.08200431034482758,0.0023706896551724138,9280,761,22,6.947671175003052
0.0447056921,0.0290511913,-0.079957956,120,0.007929176289453426,0.00800615858352579,12990,103,104,6.960338592529297
0.0388350986,-0.089568248,-0.010989705,120,0.0035057797991282927,0.004169035436801213,10554,37,44,6.877254962921143
-0.08633111,0.0284751618,0.0194106047,120,0.08798690106859704,0.012150982419855223,11604,1021,141,6.93960165977478
-0.069237654,0.1805933875,-0.008275487,120,0.04645476772616137,0.008899755501222495,10225,475,91,7.00742506980896
-0.048860266,0.1626142144,0.0763638058,120,0.03461665565102445,0.00991407799074686,12104,419,120,6.907368421554565
0.0428777256,0.1845845126,-0.021671539,120,0.0012935415319227572,0.002125103945301672,10823,14,23,6.829771518707275
-0.097879315,0.0966775995,-0.032645275,120,0.08507916200223893,0.012474012474012475,12506,1064,156,6.950119495391846
0.0030292349,-0.07264312,-0.070514026,120,0.004138338752586462,0.0037688442211055275,13532,56,51,6.877594709396362
