RF_amplitude,tickle_frequency,ratio_signal,ratio_lost,loading_signal,trapped_signal,lost_signal,time_cost,act_RF_amplitude
2,50,0.13750780112336175,0.0013521947160391097,9614,1322,13,5.1183483600616455,11.182
2,81,0.1431104620840722,0.0017732345885052676,9587,1372,17,5.224731683731079,11.182
3,86,0.17999777505840472,0.0020024474357548112,8989,1618,18,5.229772567749023,11.63
2,35,0.11319781240326075,0.0030956557630791456,9691,1097,30,5.148747205734253,11.178
4,24,0.19677840661732696,0.002503265128428385,9188,1808,23,5.167285680770874,11.996
2,92,0.1408274132887589,0.0015670706226493941,9572,1348,15,5.231268882751465,11.166
2,53,0.13312236286919832,0.0018987341772151898,9480,1262,18,5.20369815826416,11.182
4,25,0.19805374322680527,0.0024328209664934205,9043,1791,22,5.174961566925049,11.989
4,2,0.20478575403450194,0.00211463550361714,8985,1840,19,5.251258611679077,11.983
2,14,0.14425072644250728,0.001971772519717725,9636,1390,19,5.263546705245972,11.174
4,76,0.18668866886688668,0.0024202420242024204,9090,1697,22,5.121145963668823,11.991
2,89,0.14591868893791365,0.0021010610358230906,9519,1389,20,5.130071401596069,11.174
4,34,0.13181156987803513,0.00514714109880273,8937,1178,46,5.079063415527344,11.993
