U2,tickle_frequency,ratio_signal,ratio_lost,loading_signal,trapped_signal,lost_signal,time_cost,act_RF_amplitude
-0.16,71,0.11603498542274053,0.015510204081632653,8575,995,133,5.581891775131226,11.985
-0.18,20,0.18582020389249304,0.0018535681186283596,8632,1604,16,5.3901097774505615,11.988
-0.14,106,0.16881400726792203,0.006717321880850126,9081,1533,61,5.3079445362091064,11.986
-0.14,54,0.1686090839777802,0.0026140943252369025,9181,1548,24,5.369361639022827,11.986
-0.14,2,0.1747705938192174,0.0018985339099251133,9481,1657,18,5.387019872665405,11.985
-0.14,50,0.1696522655426765,0.0023182297154899895,9490,1610,22,5.514697790145874,11.982
-0.14,81,0.16772979190630555,0.0072153090034508,9563,1604,69,5.426947832107544,11.985
-0.16,86,0.14616613418530353,0.015403925148334094,8764,1281,135,5.340709209442139,11.986
-0.14,35,0.1727320954907162,0.002546419098143236,9425,1628,24,5.576291561126709,11.985
-0.18,24,0.19156394888612463,0.0031663462625805723,8843,1694,28,5.376836538314819,11.982
-0.14,92,0.16822139303482586,0.004249585406301824,9648,1623,41,5.3943281173706055,11.989
-0.14,53,0.1680941079351976,0.003921163966566918,9691,1629,38,5.4659340381622314,11.985
-0.18,25,0.19500355197726735,0.002131186360407293,8446,1647,18,5.312737941741943,11.986
-0.18,2,0.18429954508340138,0.002216260352268751,8573,1580,19,5.385027170181274,11.985
-0.14,14,0.17483189241114314,0.003308784288611378,9369,1638,31,5.3650007247924805,11.982
-0.18,76,0.17546728971962616,0.0030373831775700934,8560,1502,26,5.482262849807739,11.986
-0.14,89,0.176402483949058,0.003789074834227976,9501,1676,36,5.36585807800293,11.988
-0.18,34,0.1281209705778924,0.005509318954401594,8531,1093,47,5.278545618057251,11.986
-0.16,47,0.19272392355514623,0.0026479392125259038,8686,1674,23,5.364402532577515,11.985
-0.18,114,0.17941006362058995,0.002776171197223829,8645,1551,24,5.375040769577026,11.989
-0.16,15,0.19757085020242915,0.002891844997108155,8645,1708,25,5.476918697357178,11.986
-0.18,67,0.12707492148945715,0.006617317182593091,8916,1133,59,5.391211986541748,11.98
-0.18,106,0.16706174511795913,0.0031606276103397675,8859,1480,28,5.351643800735474,11.989
-0.18,80,0.1901912472134225,0.0026985803120966796,8523,1621,23,5.382924556732178,11.988
-0.18,4,0.18782412626832018,0.002818489289740699,8870,1666,25,5.375242710113525,11.986
-0.14,55,0.1734336356141797,0.0034006595218466613,9704,1683,33,5.48146915435791,11.988
-0.14,51,0.1641853638079262,0.003355001048437828,9538,1566,32,5.444790363311768,11.984
-0.16,55,0.18457428272737833,0.003020095249157858,8609,1589,26,5.327694416046143,11.982
-0.16,70,0.07959395547352636,0.019725458530395663,8669,690,171,5.316068172454834,11.986
-0.18,118,0.16742397763019923,0.004310847023185366,8583,1437,37,5.304898500442505,11.985
-0.16,68,0.1233574988672406,0.014612596284549162,8828,1089,129,5.525157928466797,11.985
-0.16,50,0.19683595093431158,0.0025220680958385876,8723,1717,22,5.432026624679565,11.986
-0.14,59,0.16621138894725782,0.0052532044547173775,9518,1582,50,5.3143181800842285,11.989
-0.14,49,0.1741648567587134,0.002895852725204261,9669,1684,28,5.452932834625244,11.99
-0.16,116,0.17357662547638295,0.004157523963506178,8659,1503,36,5.409339666366577,11.982
-0.18,13,0.193348623853211,0.0019495412844036698,8720,1686,17,5.467129230499268,11.986
-0.14,22,0.17390385631273111,0.005071315372424723,9465,1646,48,5.440544128417969,11.984
-0.18,74,0.17119533527696792,0.004314868804664723,8575,1468,37,5.3784613609313965,11.988
-0.16,41,0.18814968814968816,0.0024255024255024253,8658,1629,21,5.404571533203125,11.982
-0.18,37,0.17201166180758018,0.0027988338192419825,8575,1475,24,5.374608993530273,11.988
-0.16,72,0.12707433507615368,0.014321436690156853,8798,1118,126,5.353474140167236,11.984
-0.18,54,0.1864445200045336,0.003173523744758019,8823,1645,28,5.345055103302002,11.986
-0.18,18,0.17683827707694055,0.0028412319581770655,8799,1556,25,5.299280643463135,11.99
-0.18,69,0.03657694962042788,0.023464458247066944,8694,318,204,5.307069301605225,11.991
-0.16,30,0.1624927870744374,0.005770340450086555,8665,1408,50,5.351242780685425,11.988
-0.16,11,0.20631970260223048,0.0034851301115241635,8608,1776,30,5.607364654541016,11.985
-0.16,32,0.16002693300415216,0.004825496577264055,8911,1426,43,5.406495809555054,11.982
-0.14,100,0.16244837445726992,0.010801652017367363,9443,1534,102,5.332015514373779,11.988
-0.14,88,0.16931662630304306,0.0035800779193429504,9497,1608,34,5.382582187652588,11.985
-0.18,91,0.18109082713545188,0.0032679738562091504,8874,1607,29,5.388525485992432,11.988
-0.16,95,0.20016151361329027,0.002884171665897554,8668,1735,25,5.47655987739563,11.988
-0.16,2,0.19968105706800318,0.0031894293199681055,8779,1753,28,5.49222731590271,11.989
-0.18,120,0.17455213596692695,0.003445107946715664,8708,1520,30,5.298535346984863,11.984
-0.14,21,0.1641264904095386,0.002592016588906169,9645,1583,25,5.523089647293091,11.99
-0.16,69,0.09327721533386418,0.016380389034239565,8791,820,144,5.250423908233643,11.986
-0.14,72,0.09639061349047669,0.024834262864358622,9503,916,236,5.335323810577393,11.989
-0.14,107,0.16770251764458022,0.00589908353523649,9493,1592,56,5.425704002380371,11.982
-0.18,31,0.14986345015930816,0.0031861629494765588,8788,1317,28,5.437966823577881,11.988
-0.18,109,0.17947841931442887,0.0031887028812208175,8781,1576,28,5.447122573852539,11.986
-0.14,103,0.11284539126766505,0.014026576671588272,9482,1070,133,5.327326536178589,11.982
