U2,tickle_frequency,ratio_signal,ratio_lost,loading_signal,trapped_signal,lost_signal,time_cost,act_RF_amplitude
-0.14,52,0.16481406628940987,0.0028294260307194824,9896,1631,28,5.499588251113892,11.976
-0.18,55,0.17764471057884232,0.0025504546462630294,9018,1602,23,5.361275911331177,11.982
-0.14,96,0.17378542510121459,0.003137651821862348,9880,1717,31,5.463749647140503,11.979
-0.18,36,0.16572316572316573,0.002664002664002664,9009,1493,24,5.320492744445801,11.979
-0.16,59,0.18847249616480385,0.005698005698005698,9126,1720,52,5.368106365203857,11.982
-0.16,85,0.14325842696629212,0.013146067415730336,8900,1275,117,5.421028137207031,11.982
-0.16,4,0.19652539559588358,0.0027664047803474603,9037,1776,25,5.397657155990601,11.978
-0.14,42,0.16359102244389026,0.0033915211970074813,10025,1640,34,5.410798072814941,11.982
-0.14,90,0.1673506155539986,0.002502252026824142,9991,1672,25,5.3058178424835205,11.982
-0.18,41,0.18349547131834953,0.0021245667002124566,8943,1641,19,5.39719820022583,11.982
-0.16,87,0.17430791115001643,0.010395010395010396,9139,1593,95,5.466095209121704,11.982
-0.16,17,0.1941747572815534,0.003160984420862497,8858,1720,28,5.364404201507568,11.978
-0.14,27,0.16292422844253052,0.0034861068389213574,9753,1589,34,5.377356290817261,11.978
-0.18,113,0.18984597832287506,0.002966343411294923,8765,1664,26,5.299117565155029,11.979
-0.16,22,0.1928763440860215,0.0025761648745519714,8928,1722,23,5.498732566833496,11.979
-0.18,7,0.18931057713900742,0.0022456770716370988,8906,1686,20,5.47048807144165,11.978
-0.18,60,0.1711731843575419,0.003575418994413408,8950,1532,32,5.374962329864502,11.98
-0.14,5,0.1780072276716572,0.0022715539494062983,9685,1724,22,5.421721935272217,11.989
-0.14,1,0.18086288774376075,0.002424977265838133,9897,1790,24,5.326534032821655,11.991
-0.18,83,0.16825896369562773,0.003484320557491289,8897,1497,31,5.4775002002716064,11.986
-0.18,68,0.09868789951777504,0.01581249299091623,8917,880,141,5.2403600215911865,11.99
-0.18,88,0.17738991558293407,0.007415012548482774,8766,1555,65,5.4640185832977295,11.99
-0.14,101,0.14338235294117646,0.012023052464228934,10064,1443,121,5.3987884521484375,11.989
-0.16,107,0.18435072142064374,0.005438401775804662,9010,1661,49,5.336430788040161,11.989
-0.18,104,0.05930606362930939,0.01718213058419244,9021,535,155,5.30012059211731,11.99
-0.16,94,0.1920183186130193,0.0030531021698833277,9171,1761,28,5.335151195526123,11.993
-0.16,52,0.19060896720945794,0.0033459736783403972,8966,1709,30,5.376988887786865,11.989
-0.14,99,0.16007416563658838,0.009167696744952616,9708,1554,89,5.410765647888184,11.989
-0.16,96,0.1961367013372957,0.0025145730940678936,8749,1716,22,5.316887617111206,11.99
-0.14,62,0.16643900388777977,0.004623305663549438,9517,1584,44,5.390466690063477,11.99
-0.14,48,0.16922916012969355,0.0036607049471812573,9561,1618,35,5.315575361251831,11.989
-0.14,33,0.16608066184074458,0.004653567735263702,9670,1606,45,5.37458062171936,11.99
-0.16,81,0.1914525976270015,0.004262181776293054,8681,1662,37,5.437901258468628,11.991
-0.18,81,0.1809199318568995,0.002612152186257808,8805,1593,23,5.294399738311768,11.988
-0.14,28,0.1595900439238653,0.0037649027400125496,9562,1526,36,5.299378871917725,11.994
-0.18,43,0.17648391481649298,0.0026053466243769825,8828,1558,23,5.283622980117798,11.986
-0.16,111,0.18725868725868725,0.006245741539859187,8806,1649,55,5.366545677185059,11.994
-0.18,21,0.18888761072127,0.003105947313930749,8693,1642,27,5.322912693023682,11.989
-0.16,43,0.1851552579937666,0.0038093039362807344,8663,1604,33,5.3032307624816895,11.988
-0.18,82,0.17301077734464573,0.0026370098601238246,8722,1509,23,5.381149530410767,11.982
-0.16,19,0.19686648501362397,0.0032924613987284287,8808,1734,29,5.361022710800171,11.985
-0.14,63,0.16337579617834394,0.0040339702760084925,9420,1539,38,5.363232851028442,11.99
-0.16,16,0.19864430147058823,0.002527573529411765,8704,1729,22,5.453685522079468,11.989
-0.16,9,0.19540229885057472,0.0022760896779333104,8787,1717,20,5.328186511993408,11.988
-0.14,9,0.1782552364500108,0.0032390412437918376,9262,1651,30,5.364290475845337,11.993
-0.14,65,0.15920398009950248,0.006562930030697576,9447,1504,62,5.36435079574585,11.985
-0.14,15,0.17994131209390066,0.002934395304967512,9542,1717,28,5.550511837005615,11.989
-0.16,37,0.19169439027188254,0.0034415509923138693,8717,1671,30,5.402333974838257,11.989
-0.14,41,0.17522849038764576,0.002941485450152327,9519,1668,28,5.322359800338745,11.984
-0.18,110,0.18019645478152874,0.0035000564525234277,8857,1596,31,5.4521355628967285,11.989
-0.18,53,0.19038306683538478,0.0026458069711261935,8693,1655,23,5.350769996643066,11.99
-0.16,97,0.19058243306716768,0.0031705025833724753,8516,1623,27,5.448321104049683,11.989
-0.18,40,0.18305979570756342,0.0017215654768736371,8713,1595,15,5.41120171546936,11.984
-0.18,72,0.16596914982661723,0.005619992825541074,8363,1388,47,5.290066719055176,11.984
-0.16,117,0.1796448087431694,0.003984517304189436,8784,1578,35,5.375568628311157,11.989
-0.16,88,0.18527662439681292,0.007855459544383346,8911,1651,70,5.337517023086548,11.986
-0.16,93,0.19806378132118452,0.002733485193621868,8780,1739,24,5.50180459022522,11.986
-0.18,89,0.18317906524968575,0.003999542909381785,8751,1603,35,5.4531426429748535,11.988
-0.18,12,0.19592875318066158,0.0024288688410825814,8646,1694,21,5.407806396484375,11.988
-0.18,111,0.17706306512532907,0.0029758498340391438,8737,1547,26,5.3591086864471436,11.988
-0.18,90,0.18226098776619845,0.0026053466243769825,8828,1609,23,5.355448246002197,11.982
-0.18,30,0.1659338116176811,0.0047442721592224025,8642,1434,41,5.371258497238159,11.985
-0.16,82,0.1728221362410599,0.005979599015124868,8529,1474,51,5.303792715072632,11.985
-0.16,42,0.19164819783039777,0.0017496792254753295,8573,1643,15,5.339375019073486,11.986
-0.14,44,0.17602717910606222,0.00297271472555473,9419,1658,28,5.492145538330078,11.984
-0.16,98,0.1852449567723343,0.004265129682997118,8675,1607,37,5.298503398895264,11.986
