timestamp,mode,U2,RF_amplitude,line_id,rep,min_scan,max_scan,n_peaks,r2,aicc,c0,amp,mu,sigma,sigma_group,band,width_class,primary_in_scan
averaged,lost,-0.225,2.5,2,avg,93.0,155.0,5,0.9833584050703362,-2981.2106783596705,0.0139471978291802,0.0303700638478697,122.44560458778297,1.9508437123733964,1.9508437123733964,band_120,broad,False
averaged,lost,-0.225,2.5,2,avg,93.0,155.0,5,0.9833584050703362,-2981.2106783596705,0.0139471978291802,0.054878654646268,143.46756384972943,2.0935889607026543,2.0935889607026543,band_144,broad,True
averaged,lost,-0.23,2.5,0,avg,31.0,51.0,3,0.9929886093784668,-1044.9200488968695,0.0166227613981965,0.0511027254713943,41.27461729246384,0.4780118826880031,1.3522757192582056,band_38,narrow,True
averaged,lost,-0.23,2.5,1,avg,52.0,92.0,5,0.9874790283529904,-1896.163732099958,0.0182248317557487,0.038606910470429,62.59584201567964,0.420642865903421,3.796116820004984,band_61,narrow,False
averaged,lost,-0.23,2.5,1,avg,52.0,92.0,5,0.9874790283529904,-1896.163732099958,0.0182248317557487,0.0501206025600128,81.65334128359694,1.8295447735080543,1.8295447735080543,band_80,broad,True
averaged,lost,-0.23,2.5,2,avg,94.0,153.0,5,0.9824712054556668,-2840.70565087418,0.0154125766397357,0.0511485080236279,104.11373451969416,0.9147298710925972,1.6186672392042818,band_102,broad,True
averaged,lost,-0.23,2.5,2,avg,94.0,153.0,5,0.9824712054556668,-2840.70565087418,0.0154125766397357,0.027502546919738,123.2127835107676,2.02967979697772,2.02967979697772,band_120,broad,False
averaged,lost,-0.23,2.5,2,avg,94.0,153.0,5,0.9824712054556668,-2840.70565087418,0.0154125766397357,0.0430545925017565,142.659515124045,1.2679747549688745,1.379243128484917,band_144,broad,False
averaged,lost,-0.235,2.5,0,avg,31.0,51.0,4,0.9901377851791378,-1009.910606105882,0.0217112734642103,0.0496508377337576,41.30703042337323,0.651379748279532,1.9000617683620036,band_38,narrow,True
averaged,lost,-0.235,2.5,1,avg,52.0,72.0,3,0.9912631344933308,-950.9039897462518,0.0191985383270476,0.0551344309382687,62.56844907547182,0.7061931730898934,3.2903059530988665,band_61,narrow,True
averaged,lost,-0.235,2.5,2,avg,73.0,93.0,4,0.9804706657836288,-970.7882607282096,0.0235948344709035,0.0192844377124728,82.9891665389702,0.7039556654868868,1.4518590219380336,band_80,narrow,True
averaged,lost,-0.235,2.5,3,avg,94.0,114.0,4,0.9910124935285424,-981.943837004575,0.021321410679752,0.0425537198386706,106.84756671859752,0.4467434110529181,2.4322009457559632,band_102,narrow,True
averaged,lost,-0.235,2.5,4,avg,115.0,135.0,4,0.937106429479021,-985.3713933352234,5.0880718825955006e-24,0.0073819297359007,123.120467540636,0.2,1.9973069062108306,band_120,narrow,True
averaged,lost,-0.235,2.5,5,avg,136.0,156.0,5,0.9757615444498,-934.585934546969,0.02179948874427,0.0134216274450867,144.06953776020504,0.515206568695098,2.254932604200318,band_144,narrow,True
averaged,lost,-0.24,2.5,0,avg,31.0,51.0,3,0.947065553278597,-913.1513442980154,0.031249995205701,0.0365352342581958,40.95852547453072,0.303240036183679,2.5119917829135185,band_38,narrow,True
averaged,lost,-0.24,2.5,1,avg,52.0,72.0,4,0.978243699901557,-902.4575434976337,0.0331152717028746,0.0477493180158513,62.89256914554102,0.9251837354596506,3.273829935786164,band_61,broad,True
