loading_bin,n_points,loading_mean,ratio_mean,ratio_var_emp,ratio_var_pred_mean,overdispersion_phi
"(418.999, 968.333]",105,560.9047619047619,0.19610189360761907,0.0003783622205473855,0.0002957606629655061,1.2792851380357944
"(968.333, 2016.333]",105,1461.1333333333334,0.19933847090476192,0.000182615536506494,0.00011485570780565112,1.5899561283928543
"(2016.333, 4126.5]",105,3109.704761904762,0.19982994069809523,0.00010577611336129977,5.368402504908937e-05,1.9703461740168833
"(4126.5, 6550.667]",105,5207.990476190476,0.199671188052381,5.761117995641771e-05,3.1165240695081844e-05,1.8485716353061656
"(6550.667, 13824.667]",105,9857.952380952382,0.20135324826761905,3.6858951333730446e-05,1.721568796536515e-05,2.1410094913362734
"(13824.667, 29323.0]",105,20898.55238095238,0.20067853747904763,2.5582722817554048e-05,8.130053473301382e-06,3.146685676984316
