RF_amplitude,tickle_frequency,ratio_signal,ratio_lost,loading_signal,trapped_signal,lost_signal,time_cost
2,258,0.045855942121502284,0.006117672092775827,18798,862,115,8.015892744064331
1,231,0.02247545029669695,0.004568607887412698,19043,428,87,8.010876893997192
0,205,0.0024651211580824506,0.00257001993076681,19066,47,49,8.050410747528076
3,207,0.05719030567232342,0.006435206808863978,19269,1102,124,8.095057487487793
6,268,0.06700066064743448,0.008643470601189165,18164,1217,157,8.064892292022705
4,238,0.05909974093264249,0.0075561312607944735,18528,1095,140,8.100254774093628
4,142,0.04297807683959193,0.006728890818319948,18428,792,124,8.043351888656616
1,133,0.01283602504077016,0.003998106160239886,19009,244,76,7.994811534881592
3,29,0.019264629725530814,0.006369756602796478,19310,372,123,8.022358179092407
6,93,0.04963766141775187,0.011006374979567373,18353,911,202,8.124655961990356
3,86,0.05109755461702904,0.008290317534803691,19179,980,159,8.009046792984009
0,83,0.0008002987782105319,0.002614309342154404,18743,15,49,7.954047679901123
1,129,0.004316698252263634,0.004527268898715519,18996,82,86,7.929337024688721
3,50,0.050577731092436976,0.0058823529411764705,19040,963,112,8.12106728553772
2,190,0.04023914738757473,0.006602547439563296,19235,774,127,8.008168935775757
0,49,0.00026502703275734125,0.0026502703275734125,18866,5,50,7.922581434249878
2,49,0.03924524378833558,0.0044183387046470525,19238,755,85,8.055301189422607
1,264,0.023386971594142908,0.004087545920215243,19327,452,79,8.066443920135498
3,181,0.05799438260688651,0.00655362529907417,19226,1115,126,8.013751029968262
1,191,0.02284672315778183,0.003646894776359541,18646,426,68,7.990570068359375
2,54,0.0341399947957325,0.004839968774395004,19215,656,93,8.021790981292725
6,52,0.05802665496626995,0.007623539735644161,18233,1058,139,8.084939956665039
2,260,0.04400787891353929,0.0066348745594028615,19292,849,128,8.019211292266846
6,257,0.0654220605541885,0.008772868299989302,18694,1223,164,8.071633100509644
1,54,0.0003135123837391577,0.0030306197094785246,19138,6,58,8.009768962860107
0,207,0.0017280201078703462,0.002461119547572917,19097,33,47,8.002578735351562
1,45,0.012648926678213405,0.0037264472786437833,19053,241,71,7.963809490203857
0,224,0.002460550949451725,0.002246589997325488,18695,46,42,7.939401865005493
1,7,0.02583840232545621,0.006567260591053453,18577,480,122,8.10289978981018
6,106,0.021179039301310043,0.014956331877729257,18320,388,274,7.979233503341675
4,44,0.049385332768122084,0.007630351844001695,18872,932,144,8.050640344619751
1,210,0.022615174729772276,0.003777941022142932,19058,431,72,8.040894985198975
0,132,0.001325837929571489,0.00243954179041154,18856,25,46,8.004712581634521
2,22,0.04083953680727874,0.0070822994210090985,19344,790,137,8.064218282699585
