no_of_repeats,act_RF_amplitude,ratio_signal,ratio_lost,loading_signal,trapped_signal,lost_signal,time_cost,time_accum,loading_signal baseline,trapped_signal baseline,lost_signal baseline,ratio_signal baseline,ratio_lost baseline,trapped_signal detrended,lost_signal detrended,ratio_signal detrended,ratio_lost detrended
60000,12.13,0.2004028611,0.0100304201,24326,4875,244,27.936589241,3995.9562466,24613.008324,4880.5064126,276.66663791,0.1984362925,0.0112150645,0.9988717538,0.8819278025,1.0099103275,0.8943702545
60000,12.139,0.1969814844,0.011747316,25708,5064,302,28.013638258,4023.9698849,24583.95872,4873.7597819,276.81121449,0.1984021868,0.0112318443,1.0390335648,1.090996261,0.9928392802,1.0458937699
3000,12.143,0.1991404011,0.0107449857,1396,278,15,1.7397694588,4025.7096543,1370.1840056,271.35335989,14.268636761,0.1984946058,0.0103886286,1.0244944087,1.0512567004,1.0032534655,1.0343026119
2000,12.14,0.2054794521,0.009483667,949,195,9,1.2654542923,4026.9751086,944.3815688,183.00052038,9.1794787189,0.1936779533,0.0097202391,1.0655707404,0.980447831,1.0609336199,0.9756619045
60000,12.139,0.2029409342,0.0123156767,24278,4927,299,28.022253275,4054.9973619,24551.783824,4866.2873169,276.9713453,0.1983644119,0.0112504294,1.0124761814,1.0795340568,1.0230712869,1.0946850416
12000,12.14,0.2007992008,0.0097902098,5005,1005,49,5.8533582687,4060.8507202,5118.9269184,1004.2981354,58.522358565,0.1965175272,0.0114036193,1.0006988608,0.8372868285,1.021787744,0.8585177669
10000,12.144,0.1881642512,0.0096618357,4140,779,40,4.9597923756,4065.8105125,4254.0491882,842.62074417,48.426792814,0.1982790118,0.011348045,0.9244965845,0.8259890378,0.9489872351,0.851409713
4000,12.139,0.2043662826,0.0103092784,1649,337,17,2.1137058735,4067.9242184,1829.1113606,357.68487127,20.021066884,0.1957456277,0.0109466224,0.9421701253,0.8491055995,1.0440400889,0.941777105
10000,12.139,0.2075426375,0.0112899351,4163,864,47,4.9606523514,4072.8848708,4252.6667486,842.31372364,48.4317227,0.1982724512,0.0113522127,1.0257460798,0.970438328,1.0467547877,0.9945140583
30000,12.141,0.2024224324,0.0113655218,12054,2440,137,14.081139326,4086.9660101,12280.728561,2437.6806776,133.98154862,0.1986780633,0.010883708,1.0009514463,1.0225288587,1.0188464142,1.0442692749
4000,12.143,0.1886999451,0.0131651125,1823,344,24,2.180986166,4089.1469963,1827.830653,357.33350393,20.023160057,0.1956936622,0.0109548831,0.9626861076,1.1986120039,0.9642619133,1.2017574576
12000,12.139,0.2079462344,0.0106740463,5059,1052,54,5.8597958088,4095.0067921,5111.9004837,1002.5346456,58.556424284,0.1964539546,0.0114229574,1.0493402942,0.922187457,1.0584985927,0.9344380649
1500,12.139,0.218061674,0,454,99,0,1.1045019627,4096.111294,468.45484236,89.122063484,4.4847748655,0.1908479649,0.0095440288,1.1108360391,0,1.1425936561,0
6000,12.14,0.2059487952,0.0101656627,2656,547,27,3.1427407265,4099.2540348,2652.0585837,519.57030267,28.141227744,0.1964052493,0.0105486209,1.052793043,0.9594464124,1.0485910935,0.9636958981
10000,12.143,0.1922803694,0.0085247454,4223,812,36,4.9621148109,4104.2161496,4246.5441297,840.95397548,48.45355643,0.198243395,0.0113706709,0.9655700831,0.742979518,0.9699206845,0.7497134987
4000,12.144,0.1912950027,0.0096722192,1861,356,18,2.1978626251,4106.4140122,1826.7886595,357.04762875,20.024863079,0.1956513827,0.0109616041,0.9970658571,0.8988825506,0.9777339678,0.8823726151
2000,12.143,0.2,0.014893617,940,188,14,1.3017878532,4107.7158,941.4744183,182.17738587,9.1517412011,0.1934160375,0.009721773,1.0319612344,1.5297635381,1.0340404167,1.5319856801
6000,12.139,0.2136452242,0.0136452242,2565,548,35,3.122068882,4110.8378689,2650.7964896,519.23589099,28.144990875,0.1963772234,0.010554089,1.0553969968,1.2435605382,1.0879328086,1.2928850782
12000,12.139,0.1973875181,0.0126477296,4823,952,61,5.8383381367,4116.6762071,5107.4427483,1001.4158463,58.578036377,0.1964136226,0.011435226,0.95065402,1.0413459339,1.0049583911,1.106032326
22000,12.14,0.2061925062,0.0088624635,8914,1838,79,10.461212873,4127.1374199,9159.1125403,1810.5881465,98.513295474,0.1979427442,0.0107121651,1.0151397509,0.8019222139,1.0416775167,0.8273270088
1000,12.14,0.1764705882,0.012605042,476,84,6,0.8822891712,4128.0197091,465.66164518,91.482900521,4.8463770933,0.1973049327,0.0102537979,0.9182043805,1.2380382055,0.8944053544,1.2293047044
22000,12.139,0.2052695403,0.0112446257,9071,1862,102,10.410966873,4138.430676,9154.9445683,1809.539812,98.523361961,0.1979215604,0.010717328,1.0289909002,1.0352874483,1.0371257175,1.0492004878
22000,12.14,0.1984055693,0.009993263,8906,1767,89,10.39321661,4148.8238926,9151.1087716,1808.5750266,98.532626178,0.1979020649,0.0107220793,0.9770122743,0.9032541144,1.00254421,0.9320265835
3000,12.139,0.2120253165,0.0110759494,1264,268,14,1.7140648365,4150.5379574,1362.8691975,270.02984442,14.238632991,0.1985905548,0.0104173458,0.9924828886,0.9832404564,1.0676505573,1.0632218211
1500,12.14,0.1663066955,0.0043196544,463,77,2,1.1172037125,4151.6551611,467.37635581,88.814397426,4.4802386975,0.1906658627,0.0095530326,0.8669765515,0.4464047867,0.8722415912,0.4521762454
12000,12.141,0.1825028969,0.0117806103,5178,945,61,5.8478558064,4157.5030169,5099.0440391,999.30794405,58.618755189,0.1963376341,0.0114583409,0.9456544458,1.0406225755,0.929535989,1.0281253069
10000,12.14,0.193131028,0.0136438485,4251,821,58,4.9020211697,4162.4050381,4235.1731163,838.42863219,48.494106339,0.1981894316,0.0114049516,0.9792127421,1.1960216277,0.9744769258,1.1963091977
4000,12.139,0.1932633904,0.009387079,1811,350,17,2.2275898457,4164.632628,1823.2754049,356.08375303,20.030605099,0.1955088301,0.0109842649,0.9829148256,0.8487012707,0.9885148935,0.8545932787
22000,12.14,0.2005268357,0.0100976841,9111,1827,92,10.436653614,4175.0692816,9141.4224557,1806.13871,98.556020571,0.197852834,0.0107340777,1.0115502148,0.9334792483,1.0135151044,0.9407127854
10000,12.143,0.1880244954,0.01134044,4409,829,50,4.8947982788,4179.9640799,4231.7418066,837.66658622,48.506342654,0.1981731476,0.0114152961,0.9896538953,1.0307930317,0.9487889638,0.9934424714
3000,12.139,0.1813690896,0.0091743119,1417,257,13,1.6938421726,4181.657922,1361.0456001,269.69988916,14.231152986,0.198614475,0.0104245051,0.9529110331,0.9134888798,0.9131715581,0.8800717036
3000,12.144,0.2210982659,0.0072254335,1384,306,10,1.8009924889,4183.4589145,1360.9400638,269.6807938,14.230720099,0.1986158594,0.0104249194,1.1346747971,0.7027051288,1.1131954246,0.6930925084
10000,12.14,0.182005024,0.0098195935,4379,797,43,5.0163905621,4188.4753051,4230.0785809,837.29720701,48.512273845,0.1981652544,0.0114203103,0.9518722782,0.8863736245,0.9184507371,0.8598359605
22000,12.143,0.2047677949,0.0109074553,8893,1821,97,10.427094698,4198.9023998,9132.6264303,1803.9263205,98.577264734,0.197808128,0.0107449732,1.0094647322,0.9839997109,1.0351839276,1.0151216811
1000,12.139,0.1823899371,0.0146750524,477,87,7,0.8267674446,4199.7291672,464.20866669,91.234609905,4.851248653,0.197393373,0.0102872373,0.9535854879,1.4429274813,0.9239922006,1.4265299729
40000,12.138,0.1949013657,0.0105614568,16475,3211,174,18.841023445,4218.5701907,16155.938928,3165.1516535,182.27410131,0.1963350121,0.0112288818,1.0144853554,0.9546062702,0.9926979585,0.9405617554
30000,12.135,0.1999161426,0.0118238994,11925,2384,141,14.066536665,4232.6367273,12191.710765,2416.8482243,134.05435531,0.1984629682,0.0109560249,0.9864086524,1.0518121524,1.0073221436,1.0792143572
40000,12.141,0.2050280386,0.0105223363,15871,3254,167,18.771826267,4251.4085536,16129.289464,3158.5531863,182.30608131,0.1962665133,0.0112460014,1.0302185235,0.91604185,1.0446409585,0.9356513481
15000,12.139,0.1952026468,0.0110835401,6045,1180,67,7.2570624352,4258.665616,6124.6916735,1192.9524337,67.735184014,0.1953423637,0.0109918133,0.9891425397,0.9891462019,0.999284759,1.0083450143
30000,12.144,0.1987376464,0.0119591396,12041,2393,144,14.189320326,4272.8549364,12167.133854,2411.096595,134.0744565,0.1984035826,0.0109759909,0.9924944546,1.0740300857,1.0016837586,1.0895726629
10000,12.143,0.1983775811,0.0108161259,4068,807,44,4.9723660946,4277.8273025,4212.6178116,833.41941398,48.574540292,0.1980823908,0.0114729502,0.9682999777,0.9058243214,1.0014902402,0.9427501829
22000,12.143,0.1955421557,0.0106600625,9287,1816,99,10.455758095,4288.2830606,9099.6389478,1795.6292596,98.656936111,0.1976404686,0.0107858345,1.0113446249,1.0034773418,0.9893831821,0.9883391416
15000,12.14,0.1997046275,0.0103380374,6094,1217,63,7.2857484818,4295.568809,6113.6620305,1190.0017591,67.738809731,0.1952367781,0.0110085571,1.0226875639,0.9300429141,1.0228842609,0.9390910448
1000,12.141,0.2125279642,0.0067114094,447,95,3,0.8348639011,4296.4036729,462.24984591,90.899878989,4.8578162053,0.1975126031,0.0103323184,1.0451059018,0.617561446,1.0760222937,0.6495550288
1500,12.139,0.1722595078,0.0134228188,447,77,6,1.0307645798,4297.4344375,464.54578247,88.006903501,4.4683331654,0.1901879209,0.0095766639,0.8749313626,1.3427825943,0.9057331664,1.4016174105
60000,12.138,0.1997310842,0.0111640794,24543,4902,274,27.983189821,4325.4176273,24271.363214,4801.1609784,278.36696685,0.1980351844,0.0114124075,1.0210030495,0.9843121944,1.0085636288,0.9782405167
6000,12.141,0.1964017991,0.0093703148,2668,524,25,3.1407735348,4328.5584009,2627.0751725,512.95055512,28.215719676,0.1958504695,0.0106568637,1.0215409551,0.8860309178,1.0028150536,0.8792750946
60000,12.144,0.2060314032,0.0115892664,24074,4960,279,27.940240622,4356.4986415,24239.1328,4793.6756199,278.52737396,0.1979973443,0.0114310246,1.0346966281,1.0016968746,1.040576599,1.0138431913
6000,12.143,0.1983186855,0.0076423386,2617,519,20,3.0692865849,4359.5679281,2623.6965898,512.05534652,28.225793446,0.195775445,0.0106715017,1.0135623103,0.7085717551,1.0129906003,0.7161446214
6000,12.143,0.2004680187,0.0074102964,2564,514,19,3.1488721371,4362.7168002,2623.3535106,511.96444228,28.22681639,0.1957678266,0.0106729881,1.0039759748,0.6731187725,1.0240090122,0.6943038179
8000,12.143,0.1909742977,0.0116557083,3346,639,39,4.0305559635,4366.7473562,3400.8063802,680.11309786,39.721726097,0.2001387099,0.0115819593,0.9395496161,0.9818304448,0.9542096968,1.0063675781
4000,12.143,0.1889718553,0.0086157381,1741,329,15,2.1767070293,4368.9240632,1810.9472549,352.70147484,20.050754078,0.1950086076,0.0110637827,0.9328001822,0.7481015398,0.9690436622,0.7787334845
3000,12.143,0.2058823529,0.0085139319,1292,266,11,1.7764542103,4370.7005174,1349.9679015,267.69552962,14.185714648,0.1987597821,0.010467995,0.9936662012,0.7754279762,1.0358350704,0.8133297616
15000,12.143,0.1975227085,0.009909166,6055,1196,60,7.2239017487,4377.9244192,6089.0475486,1183.4168382,67.74690112,0.1950011464,0.0110459238,1.0106329075,0.8856493656,1.0129310117,0.8970880251
1500,12.141,0.2036613272,0.0137299771,437,89,6,1.0750315189,4378.9994507,462.96204741,87.555102297,4.4616718971,0.1899205076,0.0095898858,1.0165027242,1.3447873664,1.0723503735,1.4317143551
1000,12.143,0.1789473684,0.0042105263,475,85,2,0.7850418091,4379.7844925,460.56038207,90.611176834,4.8634806552,0.1976154379,0.0103712004,0.9380741203,0.4112281187,0.9055333447,0.4059825422
2000,12.141,0.1974386339,0.0117395945,937,185,11,1.2530868053,4381.0375793,931.63319038,179.39092732,9.0578447087,0.1925294054,0.0097269654,1.0312673153,1.214416934,1.025498591,1.2069123225
30000,12.143,0.1986444649,0.0121328759,11951,2374,145,14.114180326,4395.1517596,12092.399592,2393.6068557,134.13558084,0.1982230011,0.0110367041,0.9918086566,1.0809958036,1.0021262106,1.0993205808
6000,12.144,0.1892210858,0.0118017309,2542,481,30,3.1911623478,4398.342922,2619.4719358,510.93595802,28.23838991,0.1956816326,0.0106898054,0.941409569,1.0623835175,0.9669843983,1.1040173767
22000,12.143,0.1968126602,0.0100300903,8973,1766,90,10.480061769,4408.8229837,9055.1515993,1784.4397352,98.764381967,0.1974143608,0.0108409406,0.9896663727,0.911259689,0.9969520929,0.9252047974
1500,12.143,0.2178649237,0.0065359477,459,100,3,0.9670774937,4409.7900612,462.36419096,87.38454835,4.4591572831,0.1898195596,0.009594877,1.144367075,0.6727728603,1.1477474933,0.6811914009
2000,12.143,0.1779005525,0.0077348066,905,161,7,1.2412352562,4411.0312965,930.55323617,179.08514763,9.0475407189,0.1924321084,0.0097275352,0.8990136934,0.7736909087,0.9244847651,0.7951455773
60000,12.147,0.1987290583,0.0115127507,24234,4816,279,27.971988916,4439.0032854,24153.577072,4773.8057134,278.95317511,0.1978968977,0.0114804437,1.0088387105,1.0001678593,1.0042050211,1.002814085
1000,12.143,0.1986899563,0.0152838428,458,91,7,0.8244302273,4439.8277156,459.34378508,90.403280006,4.8675596728,0.1976894901,0.0103991997,1.0066006454,1.4380922825,1.0050607965,1.469713369
12000,12.141,0.2033039234,0.0112633753,5327,1083,60,5.9083411694,4445.7360568,5039.750024,984.42637299,58.906225772,0.1958011632,0.0116215297,1.100133062,1.0185680582,1.0383182619,0.969181813
2000,12.143,0.1913580247,0.0072016461,972,186,7,1.2313673496,4446.9674242,929.25931944,178.7187863,9.0351952836,0.1923155347,0.0097282179,1.040741177,0.774748058,0.9950211511,0.7402842054
1000,12.143,0.2343096234,0.0188284519,478,112,9,0.8880794048,4447.8555036,459.18112588,90.375484169,4.8681050381,0.1976993908,0.0104029432,1.2392741353,1.8487686542,1.1851813121,1.8099158624
40000,12.143,0.1952617275,0.0106936075,16926,3305,181,18.758870602,4466.6143742,15954.642519,3115.31021,182.51566187,0.195817607,0.0113581944,1.060889535,0.9916957161,0.9971612385,0.9414883297
10000,12.144,0.204681156,0.0143300693,4187,857,60,4.9680335522,4471.5824077,4174.7550521,825.01062381,48.709561808,0.1979027053,0.0115870968,1.0387745021,1.2317910031,1.0342514298,1.2367264623
1000,12.14,0.1949541284,0.002293578,436,85,1,0.828744173,4472.4111519,458.68357884,90.290461395,4.8697732184,0.1977296757,0.0104143939,0.9414061982,0.2053483715,0.9859629202,0.220231537
4000,12.143,0.193099897,0.0092687951,1942,375,18,2.291349411,4474.7025013,1804.5639602,350.95019191,20.061186857,0.1947496013,0.0111049556,1.0685276961,0.8972549894,0.9915291004,0.8346539471
1500,12.141,0.1914893617,0.0127659574,470,90,6,1.0499720573,4475.7524734,461.08340916,87.019172363,4.4537702512,0.1896032999,0.0096055697,1.0342548378,1.3471732176,1.0099474104,1.3290161694
30000,12.143,0.1945176161,0.0093019427,12148,2363,113,14.107462645,4489.859936,12034.524452,2380.0625847,134.18291629,0.1980831565,0.0110837211,0.9928310353,0.8421340296,0.9819997801,0.8392436646
2000,12.145,0.1991150442,0.0110619469,904,180,10,1.2775022984,4491.1374383,927.66893327,178.26848222,9.0200211932,0.192172251,0.0097290571,1.0097129777,1.1086448453,1.0361279697,1.137000927
40000,12.141,0.1926640437,0.0112958497,15758,3036,178,18.693067312,4509.8305056,15919.571138,3106.6264572,182.55774838,0.1957274608,0.0113807242,0.9772658676,0.9750339363,0.9843485575,0.9925422595
8000,12.143,0.1821705426,0.0122242099,3354,611,41,4.0362460613,4513.8667517,3378.2073628,675.59364728,39.839587779,0.2001404155,0.0116741433,0.9043897948,1.0291271142,0.9102136727,1.0471183736
15000,12.144,0.1990363848,0.0114636983,6019,1198,69,7.2801039219,4521.1468556,6046.2411623,1171.9651787,67.760972638,0.1945913656,0.0111109072,1.0222146714,1.0182852653,1.022842839,1.0317517794
40000,12.143,0.2057997518,0.012670629,15311,3151,194,18.775317669,4539.9221733,15895.150712,3100.5799048,182.58705348,0.1956646914,0.0113964119,1.0162615049,1.0625068771,1.0517981061,1.1118086201
60000,12.144,0.1987987732,0.0116288976,23476,4667,273,27.891828537,4567.8140018,24020.002839,4742.7837399,279.61795891,0.197740075,0.0115575996,0.9840212533,0.9763321393,1.005353989,1.0061689263
12000,12.14,0.2050601918,0.0116302795,4901,1005,57,5.8051152229,4573.619117,5013.4424913,977.82372657,59.033770545,0.1955631421,0.0116939332,1.0277926099,0.9655490319,1.0485625749,0.9945566891
1500,12.143,0.1766109785,0.0071599045,419,74,3,1.0920803547,4574.7111974,459.16194314,86.471024708,4.4456884697,0.1892788607,0.0096216112,0.8557779933,0.6748111165,0.9330729161,0.7441481889
1000,12.139,0.2342733189,0.0043383948,461,108,2,0.8629455566,4575.5741429,456.59328824,89.933264405,4.876781564,0.1978569081,0.0104625007,1.2008904682,0.4101065372,1.18405428,0.4146613618
30000,12.143,0.1976330382,0.0108416784,12083,2388,131,14.159264326,4589.7334073,11973.492857,2365.7796219,134.23283337,0.1979356848,0.0111333024,1.0093924125,0.9759162249,0.9984709847,0.9738061544
3000,12.135,0.1940639269,0.0121765601,1314,255,16,1.7436573505,4591.4770646,1337.0306266,265.35470491,14.132648727,0.1989294815,0.0105187855,0.9609778733,1.1321303111,0.9755413099,1.1576013357
30000,12.13,0.2068766966,0.0094595706,12157,2515,115,14.141804457,4605.6188691,11963.785423,2363.5078329,134.24077297,0.1979122286,0.0111411886,1.0640963254,0.8566696798,1.0452951694,0.8490629648
30000,12.138,0.1977561823,0.009638935,12657,2503,122,14.148978949,4619.767848,11955.139136,2361.4843792,134.24784468,0.1978913365,0.0111482127,1.0599265538,0.9087669176,0.9993170287,0.8646170657
3000,12.135,0.1751287712,0.0095658572,1359,238,13,1.7177150249,4621.485563,1335.2721599,265.03653419,14.125435875,0.1989525474,0.010525689,0.8979894064,0.9203255825,0.8802539772,0.9088105496
1500,12.135,0.1842105263,0.0109649123,456,84,5,1.0668084621,4622.5523715,458.23301857,86.206025056,4.4417813668,0.189122012,0.0096293664,0.9744098506,1.1256744957,0.9740300687,1.1386950981
22000,12.131,0.2008997147,0.0095457538,9114,1831,87,10.412831068,4632.9652026,8972.4280275,1763.6329787,98.964175961,0.1969939168,0.0109434096,1.0381978689,0.8791059912,1.0198269976,0.8722833342
6000,12.132,0.1802543007,0.00710546,2674,482,19,3.1554312706,4636.1206338,2593.5653277,504.07159494,28.315634496,0.1951063524,0.0108020481,0.9562133729,0.67100739,0.9238771496,0.6577882202
8000,12.132,0.2137951627,0.0098536877,3349,716,33,4.0042071342,4640.124841,3358.8128517,671.71504791,39.940736854,0.2001418793,0.0117532557,1.0659281822,0.826224116,1.0682180238,0.8383794187
60000,12.134,0.1975107994,0.0103075146,23381,4618,241,27.932246208,4668.0570872,23916.052689,4718.6418174,280.13530701,0.1976180325,0.0116176439,0.9786714438,0.8602985556,0.9994573719,0.8872293524
