key,timestamp,date,time,data_type,fit_kind,model,sign_mode,status,fail_reason,RF_set,RF_meas,fit_extreme,score_R2,score_AICc,score_BIC,score_SSE,score_RMSE,keep,note,amp1_Value,amp1_Sigma1,amp1_CI95_width,amp1_CI95_low,amp1_CI95_high,amp2_Value,amp2_Sigma1,amp2_CI95_width,amp2_CI95_low,amp2_CI95_high,base_Value,base_Sigma1,base_CI95_width,base_CI95_low,base_CI95_high,center1_Value,center1_Sigma1,center1_CI95_width,center1_CI95_low,center1_CI95_high,center2_Value,center2_Sigma1,center2_CI95_width,center2_CI95_low,center2_CI95_high,sigma1_Value,sigma1_Sigma1,sigma1_CI95_width,sigma1_CI95_low,sigma1_CI95_high,sigma2_Value,sigma2_Sigma1,sigma2_CI95_width,sigma2_CI95_low,sigma2_CI95_high
20251210_185032_lost_single,20251210_185032,20251210,185032,lost,single,single_gaussian,peak,ok,,1,10.98631707,0.03686111,0.870133795,-567.2696286,-560.4118913,0.000633012,0.003523067,1,,0.024643,0.0012921,0.0025717,0.022072,0.027215,NaN,NaN,NaN,NaN,NaN,0.012218,0.001248,0.002484,0.009734,0.014702,94.2789,0.075426,0.15012,94.1288,94.4291,NaN,NaN,NaN,NaN,NaN,2.6256,0.20108,0.40021,2.2254,3.0258,NaN,NaN,NaN,NaN,NaN
20251210_185032_trapped_double,20251210_185032,20251210,185032,trapped,double,double_gaussian,dip,ok,,1,10.98631707,0.084411371,NaN,NaN,NaN,NaN,NaN,1,,0.048307,0.017447,0.034749,0.013558,0.083056,0.018329,0.003283,0.0065387,0.011791,0.024868,0.14995,0.014541,0.028961,0.12098,0.17891,93.483,0.50187,0.99957,92.4835,94.4826,95.0715,0.14305,0.28491,94.7866,95.3564,10,NaN,NaN,NaN,NaN,1.8967,0.33494,0.66709,1.2296,2.5638
20251210_185032_trapped_single,20251210_185032,20251210,185032,trapped,single,single_gaussian,dip,ok,,1,10.98631707,0.085233916,0.824575042,-555.6942448,-548.8365075,0.000794297,0.003946448,1,,0.02472,0.0018198,0.003622,0.021098,0.028342,NaN,NaN,NaN,NaN,NaN,0.10995,0.0015493,0.0030836,0.10687,0.11304,94.6364,0.11125,0.22143,94.4149,94.8578,NaN,NaN,NaN,NaN,NaN,2.4058,0.25385,0.50524,1.9006,2.911,NaN,NaN,NaN,NaN,NaN
20251210_185733_lost_double,20251210_185733,20251210,185733,lost,double,double_gaussian,peak,ok,,1,10.99466667,0.030165336,NaN,NaN,NaN,NaN,NaN,1,,0.015963,0.0010822,0.0021669,0.013796,0.01813,0.018149,0.1077,0.21565,-0.1975,0.2338,-0.0037773,0.1083,0.21686,-0.22063,0.21308,150.3806,0.040366,0.080825,150.2998,150.4615,151.1601,0.23739,0.47533,150.6847,151.6354,0.82773,0.066937,0.13403,0.6937,0.96176,8,27.1007,54.2643,-46.2643,62.2643
20251210_185733_lost_single,20251210_185733,20251210,185733,lost,single,single_gaussian,peak,ok,,1,10.99466667,0.029597039,0.92673763,-519.2984177,-513.5552405,0.000103653,0.001590004,1,,0.017481,0.00094877,0.0018964,0.015585,0.019377,NaN,NaN,NaN,NaN,NaN,0.012116,0.00038123,0.000762,0.011354,0.012878,150.4029,0.040906,0.081763,150.3212,150.4847,NaN,NaN,NaN,NaN,NaN,0.96277,0.065026,0.12997,0.8328,1.0927,NaN,NaN,NaN,NaN,NaN
20251210_185733_trapped_double,20251210_185733,20251210,185733,trapped,double,double_gaussian,peak,ok,,1,10.99466667,0.114033487,NaN,NaN,NaN,NaN,NaN,1,,0.02966,0.019226,0.038473,-0.008813,0.068134,0.048487,0.048038,0.096127,-0.047639,0.14461,0.062387,0.049185,0.098423,-0.036036,0.16081,147.464,0.43515,0.87076,146.5933,148.3348,154.7004,1.9333,3.8687,150.8317,158.5691,1.7067,0.73181,1.4644,0.24227,3.1711,8,NaN,NaN,NaN,NaN
20251210_185733_trapped_single,20251210_185733,20251210,185733,trapped,single,single_gaussian,peak,ok,,1,10.99466667,0.116398422,0.193699221,-418.1432241,-412.4000469,0.001222001,0.005459387,1,,0.010512,0.0042696,0.0085339,0.0019784,0.019046,NaN,NaN,NaN,NaN,NaN,0.10589,0.0011186,0.0022359,0.10365,0.10812,147.7135,0.18035,0.36047,147.353,148.074,NaN,NaN,NaN,NaN,NaN,0.5558,0.27272,0.54511,0.010693,1.1009,NaN,NaN,NaN,NaN,NaN
20251211_135746_lost_double,20251211_135746,20251211,135746,lost,double,double_gaussian,peak,ok,,1,10.936,0.068173383,NaN,NaN,NaN,NaN,NaN,1,,0.035439,0.0013831,0.0027676,0.032671,0.038206,0.035132,0.0031222,0.0062477,0.028884,0.04138,0.013358,0.0008114,0.0016237,0.011735,0.014982,36.2943,0.055748,0.11156,36.1827,36.4058,37.4422,0.021908,0.04384,37.3984,37.4861,1.4661,0.088017,0.17613,1.29,1.6423,0.4,NaN,NaN,NaN,NaN
20251211_135746_lost_single,20251211_135746,20251211,135746,lost,single,single_gaussian,peak,ok,,1,10.936,0.050414686,0.79969999,-392.6591754,-386.9159983,0.002275164,0.007449282,1,,0.0377,0.0019436,0.0038847,0.033816,0.041585,NaN,NaN,NaN,NaN,NaN,0.012714,0.0012999,0.0025982,0.010116,0.015313,36.4342,0.058697,0.11732,36.3169,36.5515,NaN,NaN,NaN,NaN,NaN,1.5884,0.11283,0.22553,1.3629,1.814,NaN,NaN,NaN,NaN,NaN
20251211_135746_trapped_double,20251211_135746,20251211,135746,trapped,double,double_gaussian,dip,ok,,1,10.936,0.041558496,NaN,NaN,NaN,NaN,NaN,1,,0.03664,0.0020458,0.0040939,0.032547,0.040734,0.029818,0.0037931,0.0075902,0.022228,0.037408,0.096794,0.0015522,0.0031061,0.093688,0.0999,36.3051,0.077101,0.15428,36.1508,36.4594,37.4364,0.037098,0.074236,37.3622,37.5107,1.8334,0.14563,0.29141,1.542,2.1248,0.4,NaN,NaN,NaN,NaN
20251211_135746_trapped_single,20251211_135746,20251211,135746,trapped,single,single_gaussian,dip,ok,,1,10.936,0.058589517,0.820254013,-396.6882551,-390.945078,0.002062217,0.007092107,1,,0.039157,0.0022751,0.0045475,0.03461,0.043705,NaN,NaN,NaN,NaN,NaN,0.097747,0.0019904,0.0039784,0.093769,0.10173,36.4448,0.070247,0.14041,36.3043,36.5852,NaN,NaN,NaN,NaN,NaN,1.9665,0.16492,0.32964,1.6369,2.2962,NaN,NaN,NaN,NaN,NaN
20251211_140326_lost_double,20251211_140326,20251211,140326,lost,double,double_gaussian,peak,ok,,1,10.92338596,0.071126293,NaN,NaN,NaN,NaN,NaN,1,,0.024293,0.0020954,0.0041532,0.02014,0.028446,0.039988,0.0052214,0.010349,0.029639,0.050337,0.01949,0.0013786,0.0027326,0.016758,0.022223,52.9885,0.42053,0.83351,52.1549,53.822,55.7061,0.049155,0.097428,55.6087,55.8035,3.1064,0.57274,1.1352,1.9711,4.2416,1.1578,0.12808,0.25387,0.9039,1.4116
20251211_140326_lost_single,20251211_140326,20251211,140326,lost,single,single_gaussian,peak,ok,,1,10.92338596,0.058565031,0.681286546,-649.7194902,-641.2748313,0.006674166,0.009695481,1,,0.036188,0.0026668,0.0052832,0.030905,0.041472,NaN,NaN,NaN,NaN,NaN,0.022377,0.0016335,0.003236,0.019141,0.025613,54.5522,0.13973,0.27682,54.2754,54.829,NaN,NaN,NaN,NaN,NaN,2.5899,0.25524,0.50564,2.0843,3.0956,NaN,NaN,NaN,NaN,NaN
20251211_140326_trapped_double,20251211_140326,20251211,140326,trapped,double,double_gaussian,dip,ok,,1,10.92338596,0.025718231,NaN,NaN,NaN,NaN,NaN,1,,0.024675,0.0029184,0.0057846,0.018891,0.03046,0.045405,0.0061081,0.012107,0.033298,0.057511,0.084128,0.001973,0.0039107,0.080218,0.088039,53.6061,0.44284,0.87775,52.7284,54.4839,56.0364,0.06144,0.12178,55.9146,56.1582,2.9983,0.64444,1.2773,1.721,4.2757,0.89576,0.1322,0.26203,0.63374,1.1578
20251211_140326_trapped_single,20251211_140326,20251211,140326,trapped,single,single_gaussian,dip,ok,,1,10.92338596,0.043728081,0.710530635,-661.6338895,-653.1892306,0.005643113,0.008915182,1,,0.037134,0.0029321,0.0058086,0.031326,0.042943,NaN,NaN,NaN,NaN,NaN,0.080862,0.0015035,0.0029785,0.077884,0.083841,55.0798,0.13158,0.26068,54.8191,55.3405,NaN,NaN,NaN,NaN,NaN,2.1944,0.22361,0.443,1.7514,2.6374,NaN,NaN,NaN,NaN,NaN
20251211_141307_lost_double,20251211_141307,20251211,141307,lost,double,double_gaussian,peak,ok,,1,10.9424,0.051417455,NaN,NaN,NaN,NaN,NaN,1,,0.03688,0.0019171,0.0038694,0.033011,0.040749,0.014446,0.0039588,0.0079901,0.0064559,0.022436,0.014135,0.00060417,0.0012194,0.012916,0.015355,74.1466,0.042078,0.084926,74.0617,74.2316,74.911,0.085917,0.17341,74.7376,75.0844,0.52546,0.056792,0.11462,0.41083,0.64008,0.4,NaN,NaN,NaN,NaN
20251211_141307_lost_single,20251211_141307,20251211,141307,lost,single,single_gaussian,peak,ok,,1,10.9424,0.050858458,0.953726566,-361.246196,-357.0487087,0.000198086,0.002527821,1,,0.037134,0.0015283,0.0030777,0.034056,0.040212,NaN,NaN,NaN,NaN,NaN,0.013724,0.00062631,0.0012613,0.012463,0.014986,74.2876,0.023974,0.04828,74.2393,74.3359,NaN,NaN,NaN,NaN,NaN,0.74542,0.038284,0.077096,0.66832,0.82252,NaN,NaN,NaN,NaN,NaN
20251211_141307_trapped_double,20251211_141307,20251211,141307,trapped,double,double_gaussian,dip,ok,,1,10.9424,0.049915636,NaN,NaN,NaN,NaN,NaN,1,,0.044835,0.0025913,0.0052301,0.039605,0.050065,0.015354,0.0035517,0.0071685,0.0081856,0.022523,0.095109,0.00076902,0.0015521,0.093557,0.096661,74.2104,0.031799,0.064179,74.1463,74.2746,74.9899,0.094017,0.18976,74.8002,75.1797,0.45449,0.046582,0.094016,0.36047,0.54851,0.4,NaN,NaN,NaN,NaN
20251211_141307_trapped_single,20251211_141307,20251211,141307,trapped,single,single_gaussian,dip,ok,,1,10.9424,0.052453195,0.920287712,-336.3086529,-332.1111656,0.000442809,0.003779441,1,,0.042397,0.0029188,0.0058778,0.036519,0.048275,NaN,NaN,NaN,NaN,NaN,0.09485,0.0010261,0.0020664,0.092784,0.096917,74.2884,0.033415,0.06729,74.2211,74.3557,NaN,NaN,NaN,NaN,NaN,0.61372,0.051714,0.10414,0.50958,0.71786,NaN,NaN,NaN,NaN,NaN
20251211_141920_lost_double,20251211_141920,20251211,141920,lost,double,double_gaussian,peak,ok,,1,10.96739394,0.050930168,NaN,NaN,NaN,NaN,NaN,1,,0.024175,0.0012138,0.0024305,0.021745,0.026606,0.016506,0.0016949,0.0033936,0.013112,0.019899,0.013872,0.0010555,0.0021134,0.011759,0.015985,92.9279,0.069344,0.13885,92.789,93.0667,93.9115,0.035398,0.070878,93.8406,93.9824,2.3898,0.14992,0.3002,2.0896,2.69,0.44517,0.05758,0.11529,0.32988,0.56046
20251211_141920_lost_single,20251211_141920,20251211,141920,lost,single,single_gaussian,peak,ok,,1,10.96739394,0.039766885,0.848763037,-440.9773113,-435.2341341,0.000700165,0.004132457,1,,0.025524,0.0014001,0.0027985,0.022725,0.028323,NaN,NaN,NaN,NaN,NaN,0.014243,0.0012874,0.0025731,0.01167,0.016816,93.014,0.069619,0.13915,92.8748,93.1531,NaN,NaN,NaN,NaN,NaN,2.2924,0.17053,0.34085,1.9516,2.6333,NaN,NaN,NaN,NaN,NaN
20251211_141920_trapped_double,20251211_141920,20251211,141920,trapped,double,double_gaussian,dip,ok,,1,10.96739394,0.065582437,NaN,NaN,NaN,NaN,NaN,1,,0.019775,0.0022683,0.0045418,0.015233,0.024317,0.014242,0.0030654,0.0061379,0.0081046,0.02038,0.097211,0.0015181,0.0030396,0.094171,0.10025,93.0849,0.15278,0.30591,92.779,93.3908,93.8927,0.081366,0.16292,93.7298,94.0557,2.1786,0.28014,0.56093,1.6177,2.7396,0.5114,0.13783,0.27597,0.23543,0.78737
20251211_141920_trapped_single,20251211_141920,20251211,141920,trapped,single,single_gaussian,dip,ok,,1,10.96739394,0.072850862,0.772441144,-423.5096998,-417.7665226,0.00107208,0.005113539,1,,0.023965,0.0020547,0.0041068,0.019858,0.028072,NaN,NaN,NaN,NaN,NaN,0.096816,0.0015371,0.0030723,0.093743,0.099888,93.3072,0.1101,0.22007,93.0872,93.5273,NaN,NaN,NaN,NaN,NaN,1.9404,0.22134,0.44241,1.498,2.3828,NaN,NaN,NaN,NaN,NaN
20251211_142521_lost_double,20251211_142521,20251211,142521,lost,double,double_gaussian,peak,ok,,1,10.95496296,0.031535752,NaN,NaN,NaN,NaN,NaN,1,,0.011296,0.001431,0.0028391,0.0084566,0.014135,0.011404,0.0019622,0.0038929,0.0075114,0.015297,0.012718,0.0014945,0.0029651,0.0097531,0.015683,109.325,0.2927,0.58071,108.7443,109.9057,112.3992,0.064254,0.12748,112.2717,112.5267,4.7206,0.80778,1.6026,3.118,6.3232,0.48805,0.10644,0.21118,0.27687,0.69923
20251211_142521_lost_single,20251211_142521,20251211,142521,lost,single,single_gaussian,peak,ok,,1,10.95496296,0.024439354,0.601222877,-753.8469319,-745.7440506,0.000634029,0.003099435,1,,0.011689,0.0016437,0.0032591,0.0084303,0.014948,NaN,NaN,NaN,NaN,NaN,0.01275,0.0017495,0.003469,0.009281,0.016219,109.8427,0.2904,0.57581,109.2669,110.4185,NaN,NaN,NaN,NaN,NaN,5.1215,0.94164,1.8671,3.2544,6.9886,NaN,NaN,NaN,NaN,NaN
20251211_142521_trapped_double,20251211_142521,20251211,142521,trapped,double,double_gaussian,peak,ok,,1,10.95496296,0.102739397,NaN,NaN,NaN,NaN,NaN,1,,0.012128,0.0020379,0.0040423,0.008086,0.016171,0.014283,0.0026589,0.0052742,0.0090092,0.019558,0.088438,0.0012076,0.0023953,0.086043,0.090834,101.3628,1.5076,2.9905,98.3723,104.3532,114,NaN,NaN,NaN,NaN,4.9398,1.7704,3.5118,1.428,8.4516,0.73924,0.18144,0.3599,0.37934,1.0991
20251211_142521_trapped_single,20251211_142521,20251211,142521,trapped,single,single_gaussian,peak,ok,,1,10.95496296,0.100561293,0.444222142,-716.5159179,-708.4130366,0.001116234,0.004112498,1,,0.010392,0.0015832,0.0031392,0.0072529,0.013531,NaN,NaN,NaN,NaN,NaN,0.090169,0.00085617,0.0016976,0.088472,0.091867,101.7635,1.1928,2.365,99.3985,104.1286,NaN,NaN,NaN,NaN,NaN,3.8042,1.4195,2.8146,0.98951,6.6188,NaN,NaN,NaN,NaN,NaN
20251211_143512_lost_double,20251211_143512,20251211,143512,lost,double,double_gaussian,peak,ok,,1,10.95495122,0.024150408,NaN,NaN,NaN,NaN,NaN,1,,0.0055501,0.0011186,0.0022288,0.0033213,0.0077789,0.011563,0.0010735,0.0021388,0.009424,0.013702,0.012568,0.00057255,0.0011408,0.011428,0.013709,128.5139,0.25859,0.51521,127.9987,129.0291,131.2583,0.13274,0.26447,130.9938,131.5227,1.1525,0.3646,0.72643,0.42604,1.8789,1.3429,0.20035,0.39918,0.94374,1.7421
20251211_143512_lost_single,20251211_143512,20251211,143512,lost,single,single_gaussian,peak,ok,,1,10.95495122,0.022161696,0.694743268,-613.4373322,-606.5795948,0.000256016,0.002240518,1,,0.0094963,0.0009754,0.0019413,0.0075549,0.011438,NaN,NaN,NaN,NaN,NaN,0.012665,0.00068812,0.0013696,0.011296,0.014035,130.7236,0.16056,0.31957,130.404,131.0432,NaN,NaN,NaN,NaN,NaN,2.2936,0.31064,0.61827,1.6753,2.9119,NaN,NaN,NaN,NaN,NaN
20251211_143512_trapped_double,20251211_143512,20251211,143512,trapped,double,double_gaussian,dip,ok,,1,10.95495122,0.091942539,NaN,NaN,NaN,NaN,NaN,1,,0.011606,0.0033174,0.0066097,0.0049963,0.018216,0.009982,0.0024921,0.0049653,0.0050167,0.014947,0.10379,0.0014613,0.0029115,0.10088,0.1067,127.9829,0.17385,0.34639,127.6365,128.3293,131.3448,0.30503,0.60775,130.7371,131.9526,0.73275,0.25896,0.51596,0.21679,1.2487,1.7382,0.52737,1.0507,0.68747,2.789
20251211_143512_trapped_single,20251211_143512,20251211,143512,trapped,single,single_gaussian,dip,ok,,1,10.95495122,0.093654007,0.181545181,-519.1797905,-512.3220531,0.001625267,0.005645173,1,,0.0072336,0.0031042,0.0061784,0.0010553,0.013412,NaN,NaN,NaN,NaN,NaN,0.10089,0.0012658,0.0025193,0.098368,0.10341,131.352,0.41132,0.81865,130.5333,132.1706,NaN,NaN,NaN,NaN,NaN,1.2277,0.65413,1.3019,-0.074203,2.5296,NaN,NaN,NaN,NaN,NaN
20251211_144252_lost_double,20251211_144252,20251211,144252,lost,double,double_gaussian,peak,ok,,1,10.95866667,0.025145343,NaN,NaN,NaN,NaN,NaN,1,,0.011292,0.0010331,0.0020765,0.0092152,0.013368,0.010308,0.0021792,0.00438,0.0059282,0.014688,0.012902,0.00035212,0.00070775,0.012195,0.01361,148.0321,0.11364,0.2284,147.8037,148.2605,148.9927,0.071068,0.14284,148.8499,149.1356,0.70062,0.14635,0.29415,0.40647,0.99478,0.40024,0.087793,0.17646,0.22378,0.57669
20251211_144252_lost_single,20251211_144252,20251211,144252,lost,single,single_gaussian,peak,ok,,1,10.95866667,0.024792245,0.866852814,-453.147615,-448.1038619,9.50E-05,0.001624185,1,,0.012106,0.00089681,0.0017982,0.010308,0.013904,NaN,NaN,NaN,NaN,NaN,0.012686,0.00045501,0.00091232,0.011774,0.013599,148.3726,0.061709,0.12373,148.2489,148.4963,NaN,NaN,NaN,NaN,NaN,1.093,0.10483,0.2102,0.88279,1.3032,NaN,NaN,NaN,NaN,NaN
20251211_144252_trapped_double,20251211_144252,20251211,144252,trapped,double,double_gaussian,dip,ok,,1,10.95866667,0.08901824,NaN,NaN,NaN,NaN,NaN,1,,0.0042711,0.0037507,0.0075322,-0.0032611,0.011803,0.016,0.0026272,0.0052759,0.010724,0.021276,0.10502,0.0013254,0.0026616,0.10236,0.10768,146.5146,0.32355,0.64976,145.8648,147.1643,148.2545,0.1374,0.27593,147.9786,148.5305,0.4,NaN,NaN,NaN,NaN,1.0705,0.24086,0.4837,0.58682,1.5542
20251211_144252_trapped_single,20251211_144252,20251211,144252,trapped,single,single_gaussian,dip,ok,,1,10.95866667,0.089465043,0.578321078,-379.8433904,-374.7996372,0.000727606,0.004495695,1,,0.015106,0.0023887,0.0047894,0.010317,0.019895,NaN,NaN,NaN,NaN,NaN,0.10457,0.0012777,0.0025618,0.10201,0.10713,148.233,0.13745,0.2756,147.9574,148.5086,NaN,NaN,NaN,NaN,NaN,1.1502,0.23809,0.47738,0.67281,1.6276,NaN,NaN,NaN,NaN,NaN
20251211_162353_lost_double,20251211_162353,20251211,162353,lost,double,double_gaussian,peak,ok,,1.5,11.18514634,0.102109825,NaN,NaN,NaN,NaN,NaN,1,,0.039752,0.0014418,0.0028726,0.03688,0.042625,0.048161,0.0019951,0.0039751,0.044186,0.052136,0.014211,0.0015892,0.0031664,0.011045,0.017378,34.9989,0.041484,0.082653,34.9163,35.0816,35.0555,0.015068,0.030021,35.0254,35.0855,2.9288,0.18452,0.36765,2.5611,3.2964,0.57215,0.029027,0.057835,0.51432,0.62999
20251211_162353_lost_single,20251211_162353,20251211,162353,lost,single,single_gaussian,peak,ok,,1.5,11.18514634,0.056147008,0.707773512,-442.2837768,-435.4260395,0.00734072,0.01199732,1,,0.04101,0.0019409,0.003863,0.037147,0.044873,NaN,NaN,NaN,NaN,NaN,0.015137,0.0019849,0.0039505,0.011186,0.019087,35.0053,0.063824,0.12703,34.8783,35.1323,NaN,NaN,NaN,NaN,NaN,2.7712,0.18944,0.37705,2.3941,3.1482,NaN,NaN,NaN,NaN,NaN
20251211_162353_trapped_double,20251211_162353,20251211,162353,trapped,double,double_gaussian,dip,ok,,1.5,11.18514634,0.049048076,NaN,NaN,NaN,NaN,NaN,1,,0.04322,0.0046374,0.0092396,0.03398,0.052459,0.045645,0.0034008,0.0067759,0.03887,0.052421,0.13748,0.0027882,0.0055553,0.13193,0.14304,35.0815,0.04008,0.079856,35.0016,35.1613,35.3528,0.08339,0.16615,35.1867,35.519,0.59331,0.076747,0.15291,0.4404,0.74622,2.7168,0.29534,0.58845,2.1284,3.3053
20251211_162353_trapped_single,20251211_162353,20251211,162353,trapped,single,single_gaussian,dip,ok,,1.5,11.18514634,0.077529722,0.866390548,-474.5297771,-467.6720398,0.003900725,0.008745559,1,,0.055959,0.0029205,0.0058127,0.050146,0.061772,NaN,NaN,NaN,NaN,NaN,0.13349,0.0020902,0.0041601,0.12933,0.13765,35.2495,0.075809,0.15088,35.0986,35.4004,NaN,NaN,NaN,NaN,NaN,2.0726,0.15209,0.3027,1.7699,2.3753,NaN,NaN,NaN,NaN,NaN
20251211_163055_lost_double,20251211_163055,20251211,163055,lost,double,double_gaussian,dip,ok,,1.5,11.19353846,0.019741416,NaN,NaN,NaN,NaN,NaN,1,,0.022495,0.0014533,0.0028758,0.019619,0.025371,0.024865,0.0014176,0.002805,0.02206,0.02767,0.044606,0.00056699,0.0011219,0.043484,0.045728,56.4906,0.22371,0.44268,56.0479,56.9333,72,NaN,NaN,NaN,NaN,1.7573,0.27773,0.54957,1.2078,2.3069,2.711,0.19575,0.38734,2.3237,3.0984
20251211_163055_lost_single,20251211_163055,20251211,163055,lost,single,single_gaussian,dip,ok,,1.5,11.19353846,0.019010486,0.341367539,-784.7698541,-775.7183733,0.004519605,0.007469778,1,,0.024369,0.0037093,0.007338,0.017031,0.031707,NaN,NaN,NaN,NaN,NaN,0.043379,0.00068461,0.0013544,0.042025,0.044734,71.9999,0.79363,1.57,70.4299,73.5699,NaN,NaN,NaN,NaN,NaN,2.4208,0.72291,1.4301,0.99066,3.8509,NaN,NaN,NaN,NaN,NaN
20251211_163055_trapped_double,20251211_163055,20251211,163055,trapped,double,double_gaussian,peak,ok,,1.5,11.19353846,0.126733675,NaN,NaN,NaN,NaN,NaN,1,,0.019421,0.0020051,0.0039676,0.015454,0.023389,0.020206,0.0019605,0.0038793,0.016327,0.024085,0.10653,0.00071,0.0014049,0.10512,0.10793,56,NaN,NaN,NaN,NaN,71.5189,0.30845,0.61035,70.9086,72.1293,2.3327,0.302,0.5976,1.7351,2.9303,1.6443,0.38661,0.76502,0.87931,2.4094
20251211_163055_trapped_single,20251211_163055,20251211,163055,trapped,single,single_gaussian,peak,ok,,1.5,11.19353846,0.126978221,0.308801894,-798.0550308,-789.00355,0.003835923,0.006881647,1,,0.018626,0.0027556,0.0054514,0.013175,0.024078,NaN,NaN,NaN,NaN,NaN,0.10835,0.00077831,0.0015397,0.10681,0.10989,71.48,0.36863,0.72926,70.7507,72.2093,NaN,NaN,NaN,NaN,NaN,1.447,0.48698,0.96339,0.48362,2.4104,NaN,NaN,NaN,NaN,NaN
20251211_164146_lost_double,20251211_164146,20251211,164146,lost,double,double_gaussian,peak,ok,,1.5,11.197,0.038245297,NaN,NaN,NaN,NaN,NaN,1,,0.012156,0.0013294,0.0026866,0.009469,0.014842,0.017334,0.0012463,0.0025185,0.014815,0.019852,0.0091005,0.0015012,0.0030337,0.0060668,0.012134,73.9703,0.11331,0.22899,73.7413,74.1993,74.4149,0.023079,0.04664,74.3683,74.4616,2.5797,0.4498,0.90899,1.6707,3.4887,0.56719,0.046852,0.094682,0.47251,0.66188
20251211_164146_lost_single,20251211_164146,20251211,164146,lost,single,single_gaussian,peak,ok,,1.5,11.197,0.035506809,0.905026215,-363.5574732,-359.3599859,0.000183855,0.002435322,1,,0.021867,0.0015288,0.0030787,0.018788,0.024946,NaN,NaN,NaN,NaN,NaN,0.01364,0.00078245,0.0015757,0.012064,0.015216,74.3523,0.050584,0.10187,74.2504,74.4541,NaN,NaN,NaN,NaN,NaN,0.95106,0.086121,0.17343,0.77763,1.1245,NaN,NaN,NaN,NaN,NaN
20251211_164146_trapped_double,20251211_164146,20251211,164146,trapped,double,double_gaussian,dip,ok,,1.5,11.197,0.081982786,NaN,NaN,NaN,NaN,NaN,1,,0.012179,0.0077847,0.015732,-0.0035527,0.027911,0.042016,0.008391,0.016957,0.025059,0.058973,0.13583,0.0046546,0.0094062,0.12642,0.14523,74.1491,0.45726,0.92406,73.225,75.0731,74.5156,0.054837,0.11082,74.4048,74.6264,2.1142,1.4965,3.0243,-0.91015,5.1385,0.68052,0.12232,0.2472,0.43332,0.92772
20251211_164146_trapped_single,20251211_164146,20251211,164146,trapped,single,single_gaussian,dip,ok,,1.5,11.197,0.083104478,0.90181014,-315.6270043,-311.429517,0.000862892,0.005275909,1,,0.049312,0.003018,0.0060775,0.043234,0.05539,NaN,NaN,NaN,NaN,NaN,0.13242,0.0013523,0.0027233,0.12969,0.13514,74.4755,0.039165,0.07887,74.3966,74.5543,NaN,NaN,NaN,NaN,NaN,0.82635,0.063988,0.12886,0.69749,0.95521,NaN,NaN,NaN,NaN,NaN
20251211_164610_lost_double,20251211_164610,20251211,164610,lost,double,double_gaussian,peak,ok,,1.5,11.19784848,0.081406372,NaN,NaN,NaN,NaN,NaN,1,,0.040085,0.0024506,0.004907,0.035178,0.044992,0.025755,0.0033703,0.0067484,0.019006,0.032503,0.018846,0.0017307,0.0034653,0.015381,0.022312,99.8042,0.07175,0.14367,99.6605,99.9478,100.4486,0.04441,0.088922,100.3597,100.5376,2.1349,0.15552,0.31141,1.8235,2.4463,0.46273,0.075634,0.15144,0.31129,0.61417
20251211_164610_lost_single,20251211_164610,20251211,164610,lost,single,single_gaussian,peak,ok,,1.5,11.19784848,0.063996073,0.87986314,-405.84772,-400.1045428,0.001649348,0.006342555,1,,0.043987,0.0022241,0.0044454,0.039542,0.048432,NaN,NaN,NaN,NaN,NaN,0.020009,0.0018118,0.0036214,0.016388,0.02363,99.8484,0.062673,0.12527,99.7231,99.9737,NaN,NaN,NaN,NaN,NaN,1.9425,0.13603,0.2719,1.6706,2.2144,NaN,NaN,NaN,NaN,NaN
20251211_164610_trapped_double,20251211_164610,20251211,164610,trapped,double,double_gaussian,dip,ok,,1.5,11.19784848,0.067008249,NaN,NaN,NaN,NaN,NaN,1,,0.040693,0.0034062,0.0068203,0.033873,0.047514,0.027606,0.004042,0.0080934,0.019513,0.0357,0.1344,0.0035575,0.0071232,0.12728,0.14153,99.91,0.091958,0.18413,99.7259,100.0941,100.336,0.057806,0.11575,100.2202,100.4517,2.7348,0.34934,0.69948,2.0353,3.4343,0.63573,0.1096,0.21945,0.41629,0.85518
20251211_164610_trapped_single,20251211_164610,20251211,164610,trapped,single,single_gaussian,dip,ok,,1.5,11.19784848,0.077825295,0.893027734,-407.2428215,-401.4996443,0.00159417,0.006235559,1,,0.051012,0.0030997,0.0061956,0.044816,0.057207,NaN,NaN,NaN,NaN,NaN,0.12884,0.0024256,0.0048481,0.12399,0.13368,100.0755,0.076594,0.15309,99.9224,100.2286,NaN,NaN,NaN,NaN,NaN,1.9431,0.15982,0.31943,1.6236,2.2625,NaN,NaN,NaN,NaN,NaN
20251212_130011_lost_double,20251212_130011,20251212,130011,lost,double,double_gaussian,peak,ok,,2,11.40397561,0.065433662,NaN,NaN,NaN,NaN,NaN,1,,0.038488,0.0028981,0.0057743,0.032714,0.044263,0.019028,0.002622,0.005224,0.013804,0.024252,0.01121,0.0019024,0.0037903,0.0074201,0.015001,35.8264,0.041283,0.082253,35.7441,35.9086,37.1258,0.22943,0.45711,36.6687,37.5829,0.75319,0.070332,0.14013,0.61305,0.89332,2.9414,0.42795,0.85265,2.0887,3.794
