U2,tickle_frequency,ratio_signal,ratio_lost,loading_signal,trapped_signal,lost_signal,time_cost,keysight_amplitude
-0.14,92,0.11668801676953534,0.0008151857458949575,8587,1002,7,4.911563396453857,11.936
-0.15,88,0.09602687362446427,0.002780030116992934,8633,829,24,4.990740060806274,11.933
-0.16,175,0.12238945280597363,0.0007000350017500875,8571,1049,6,4.929283142089844,11.932
-0.14,118,0.09378792894185148,0.0016550810989738498,9063,850,15,4.960759878158569,11.932
-0.18,107,0.10341365461847389,0.0005577867023650157,8964,927,5,4.949483394622803,11.932
-0.13,58,0.11346216128684011,0.000971607470581885,9263,1051,9,4.91377592086792,11.929
-0.15,6,0.1327749860413177,0.0011166945840312675,8955,1189,10,4.905515193939209,11.924
-0.15,176,0.13009922822491732,0.000661521499448732,9070,1180,6,5.040480613708496,11.922
-0.14,47,0.11166437122576545,0.0009534908358936328,9439,1054,9,4.964752435684204,11.921
-0.13,199,0.12128480550630931,0.0006257169673584315,9589,1163,6,5.013006210327148,11.922
-0.16,123,0.12515531458262735,0.0007906924206483678,8853,1108,7,4.985530376434326,11.919
-0.18,4,0.1169744942832014,0.00043975373790677223,9096,1064,4,4.947801351547241,11.921
-0.13,130,0.11396862661402199,0.0011738341692455448,9371,1068,11,5.015673875808716,11.919
-0.17,19,0.1319756069497181,0.001380738695201933,8691,1147,12,4.95037579536438,11.92
-0.13,193,0.1281437125748503,0.000979858464888405,9185,1177,9,4.949815273284912,11.916
-0.15,168,0.12513941556993086,0.0013383894713361588,8966,1122,12,4.945813179016113,11.916
-0.17,83,0.1164959134338667,0.001036030850696443,8687,1012,9,4.926581144332886,11.92
-0.16,149,0.11626843489196297,0.001714873670972905,8747,1017,15,4.975343704223633,11.917
-0.17,130,0.11668625146886016,0.0010575793184488837,8510,993,9,4.982483863830566,11.916
-0.14,95,0.1303023711115945,0.0009788992821405265,9194,1198,9,4.9176459312438965,11.912
-0.15,56,0.12766429840142096,0.0007770870337477797,9008,1150,7,4.959975957870483,11.909
-0.16,76,0.12695334778145317,0.002053153872476332,8767,1113,18,4.946507692337036,11.915
-0.14,58,0.12115614473541236,0.0010866021949364338,9203,1115,10,4.930163145065308,11.913
-0.14,87,0.12313638873550524,0.0013252346769740476,9055,1115,12,4.952118158340454,11.909
-0.13,118,0.12283174327840417,0.0013009540329575022,9224,1133,12,4.941667556762695,11.912
-0.14,10,0.12957806810880274,0.001285071749839366,9338,1210,12,4.969048738479614,11.908
-0.17,107,0.1294899223060466,0.0014637991217205269,8881,1150,13,4.934950828552246,11.912
-0.13,168,0.12280889268918341,0.001496365968362548,9356,1149,14,5.019148588180542,11.907
-0.13,2,0.13092938398798026,0.0011805108392358874,9318,1220,11,4.943517684936523,11.909
-0.17,16,0.1350772353140151,0.0005637614161686774,8869,1198,5,4.962717294692993,11.908
-0.15,164,0.13633882763890404,0.0007641087217552669,9161,1249,7,4.933619022369385,11.903
-0.13,47,0.12497327346589694,0.0014966859097712208,9354,1169,14,4.9373369216918945,11.905
-0.15,13,0.13561346362649293,0.000977198697068404,9210,1249,9,4.987263202667236,11.903
-0.17,118,0.12220956719817767,0.0009111617312072893,8780,1073,8,4.949262857437134,11.911
-0.17,106,0.1323529411764706,0.0014374170720919948,9044,1197,13,4.949475049972534,11.905
-0.15,173,0.12895325311468428,0.0008518794590565435,9391,1211,8,4.9251015186309814,11.903
-0.14,181,0.14205089979767863,0.0015972739857310191,9391,1334,15,4.986538410186768,11.905
-0.16,83,0.11502984264785676,0.0009766684753119914,9215,1060,9,4.900925636291504,11.9
-0.15,4,0.13994550408719347,0.0016348773841961854,9175,1284,15,4.97348427772522,11.898
-0.18,105,0.12149840711853235,0.0010985389432055367,9103,1106,10,4.994647026062012,11.9
-0.14,146,0.1278387887834524,0.0013860752745495255,9379,1199,13,4.911989212036133,11.899
-0.16,5,0.14100205605453955,0.0010821339681852614,9241,1303,10,5.012442350387573,11.903
-0.16,16,0.14472527472527472,0.000989010989010989,9100,1317,9,4.951507806777954,11.903
-0.15,85,0.08903457756159458,0.007613408057523528,9457,842,72,4.9175026416778564,11.899
-0.16,12,0.14850721604054204,0.0016525283684036575,9077,1348,15,4.965506553649902,11.903
-0.14,57,0.1291951604418727,0.002524986849026828,9505,1228,24,5.001541376113892,11.9
-0.18,45,0.12995350896612795,0.0015497011290679654,9034,1174,14,5.02340292930603,11.903
-0.14,138,0.12613458528951488,0.0006259780907668231,9585,1209,6,4.923762083053589,11.903
-0.18,22,0.13377265238879738,0.001098297638660077,9105,1218,10,4.971027612686157,11.903
-0.17,34,0.07460560911481157,0.003615249780893953,9128,681,33,4.903085708618164,11.899
-0.17,95,0.1404867256637168,0.0024336283185840708,9040,1270,22,4.992039918899536,11.899
-0.15,36,0.13563144329896906,0.0018256013745704468,9312,1263,17,4.985872983932495,11.898
-0.16,140,0.13815927715906703,0.000945576801849128,9518,1315,9,4.959049463272095,11.901
-0.14,25,0.12418233851185609,0.002964022894521668,9784,1215,29,4.932213306427002,11.901
-0.18,93,0.13267786124613345,0.001988510826336721,9052,1201,18,4.928342342376709,11.896
-0.13,110,0.11281634312430125,0.0029474540095538165,9839,1110,29,4.976573705673218,11.895
-0.16,136,0.14389333333333335,0.0020266666666666666,9375,1349,19,4.938358306884766,11.899
-0.14,8,0.13198927400933558,0.000993147283742179,10069,1329,10,4.930140733718872,11.896
-0.18,26,0.13601219644996188,0.0007622781226178808,9183,1249,7,4.936636924743652,11.895
-0.15,48,0.12983796057384664,0.0011353080813293426,9689,1258,11,4.963536262512207,11.896
-0.15,151,0.12795911982479924,0.0015642924183960787,9589,1227,15,4.957998991012573,11.899
-0.13,56,0.12101588586461601,0.0026307801274916523,9883,1196,26,4.932557106018066,11.899
-0.13,139,0.12766391353115122,0.0020393596410727033,9807,1252,20,5.000114917755127,11.895
-0.14,189,0.13699878493317133,0.0013163223977318752,9876,1353,13,4.955418348312378,11.899
-0.17,7,0.14408065915004337,0.0022766695576756286,9224,1329,21,4.937840223312378,11.894
-0.17,61,0.11973655797883827,0.0019434247462751025,9262,1109,18,4.93586802482605,11.894
-0.13,73,0.05863125638406537,0.010214504596527068,9790,574,100,4.914305686950684,11.896
-0.18,184,0.14078150798018713,0.0013208585580627408,9085,1279,12,4.978874206542969,11.894
-0.14,53,0.12365094048720321,0.0010278548668927947,9729,1203,10,4.936257362365723,11.894
-0.17,172,0.13798536859876195,0.0009003939223410242,8885,1226,8,4.9734227657318115,11.894
-0.18,100,0.12570668440305952,0.002771311384547168,9021,1134,25,4.939586400985718,11.89
-0.16,143,0.13995460931589754,0.001837241975575489,9253,1295,17,4.98679518699646,11.891
-0.17,195,0.14334470989761092,0.0015413409666409777,9083,1302,14,4.936497926712036,11.894
-0.14,169,0.13256682389937108,0.001768867924528302,10176,1349,18,4.977492332458496,11.896
-0.13,62,0.11586452762923351,0.0025747672806496337,10098,1170,26,4.954752445220947,11.898
-0.16,137,0.14053377814845705,0.0013552960800667223,9592,1348,13,4.984513282775879,11.895
-0.18,76,0.13334050796383987,0.0019371502367628067,9292,1239,18,4.928213119506836,11.892
-0.13,129,0.11681743021106897,0.0020426028596440037,10281,1201,21,5.007282018661499,11.894
-0.17,4,0.14346621189511832,0.001385632061394159,9382,1346,13,4.964393377304077,11.894
-0.18,59,0.12921651039982757,0.0018320939756439271,9279,1199,17,4.927397727966309,11.891
-0.14,115,0.1119737234995521,0.002985965959988056,10047,1125,30,4.9978532791137695,11.894
-0.16,55,0.13978938674375388,0.001548626884162709,9686,1354,15,5.031461238861084,11.894
-0.18,193,0.1430449069003286,0.0009857612267250822,9130,1306,9,5.009769678115845,11.894
-0.15,15,0.15205034510759236,0.0020300446609825416,9852,1498,20,4.948606252670288,11.895
-0.14,107,0.12037489016889583,0.004295616518598067,10243,1233,44,4.956836938858032,11.895
-0.17,109,0.14107274063188832,0.002204261572373255,9527,1344,21,4.976170539855957,11.895
-0.18,165,0.14127987994425983,0.0017150820023582377,9329,1318,16,5.0048158168792725,11.892
-0.15,103,0.08832217408428515,0.012800315084679008,10156,897,130,5.013197660446167,11.896
-0.13,70,0.08861247709960467,0.008967312698871854,10371,919,93,4.9073567390441895,11.898
-0.14,141,0.1304178814382896,0.001652089407191448,10290,1342,17,5.042626857757568,11.899
-0.14,61,0.12525175026373836,0.0028771458712956747,10427,1306,30,5.010781526565552,11.891
-0.13,33,0.11584425597532767,0.0019275250578257518,10376,1202,20,4.997034311294556,11.892
-0.14,165,0.13215339233038348,0.0013765978367748278,10170,1344,14,4.933127403259277,11.896
-0.14,73,0.0623470686111383,0.018792209063325828,10217,637,192,4.897405624389648,11.898
-0.16,138,0.13634484184411824,0.0015505478602439529,9674,1319,15,5.028283357620239,11.891
-0.17,198,0.15195071868583163,0.0021614611477358695,9253,1406,20,4.9606077671051025,11.891
-0.17,35,0.06881468046516591,0.0035207510935666275,9373,645,33,4.876891613006592,11.898
