U2,tickle_frequency,ratio_signal,ratio_lost,loading_signal,trapped_signal,lost_signal,time_cost,keysight_amplitude
-0.18,76,0.12582781456953643,0.0018654976214905327,10721,1349,20,5.063094615936279,11.995
-0.13,129,0.12289038177945273,0.00180239226609864,12206,1500,22,5.0229172706604,11.998
-0.17,4,0.13725311732046966,0.0020933830891053063,10987,1508,23,5.02269721031189,11.976
-0.18,59,0.08531764273237105,0.002482302105359934,10877,928,27,4.959002494812012,11.976
-0.14,115,0.13912678421494543,0.00218303946263644,11910,1657,26,5.076681852340698,11.981
-0.16,55,0.11846720448965276,0.002455278849526482,11404,1351,28,5.064536809921265,11.972
-0.18,193,0.13883974299282986,0.00214172641772977,10739,1491,23,5.112937688827515,11.973
-0.15,15,0.13267055193692148,0.002314021254713747,11668,1548,27,5.039225101470947,11.976
-0.14,107,0.13857264231096006,0.0013593882752761257,11770,1631,16,5.0464794635772705,11.976
-0.17,109,0.13443223443223443,0.0014652014652014652,10920,1468,16,5.062759637832642,11.977
-0.18,165,0.13304640718562874,0.0012163173652694611,10688,1422,13,5.070629119873047,11.971
-0.15,103,0.13499480789200416,0.0025095188646590515,11556,1560,29,5.031033754348755,11.972
-0.13,70,0.09173478655767484,0.01907356948228883,12111,1111,231,5.052202224731445,11.967
-0.14,141,0.1391884951206985,0.002482451634994008,11682,1626,29,5.015859127044678,11.972
-0.14,61,0.11212987886944818,0.0050471063257065945,11888,1333,60,5.0068511962890625,11.973
-0.13,33,0.12015632795609513,0.0045734242474638285,12026,1445,55,5.070610761642456,11.973
-0.14,165,0.1327054794520548,0.002226027397260274,11680,1550,26,5.010942697525024,11.971
-0.14,73,0.12262405382674517,0.005046257359125316,11890,1458,60,5.016371488571167,11.971
-0.16,138,0.1460931768158474,0.0022927366104181952,10904,1593,25,5.077038049697876,11.967
-0.17,198,0.1360499196369481,0.001985440105890139,10577,1439,21,5.0302324295043945,11.969
-0.17,35,0.10435022026431719,0.003579295154185022,10896,1137,39,4.9717772006988525,11.969
-0.15,180,0.1323310899396906,0.001922908836640154,11441,1514,22,5.084596157073975,11.965
-0.17,183,0.13402726602800294,0.0018422991893883567,10856,1455,20,5.089062929153442,11.969
-0.16,102,0.13613128867366156,0.0019729172271545155,11151,1518,22,5.011743783950806,11.964
-0.13,24,0.11068828590337525,0.0053772336201191265,12088,1338,65,5.058831214904785,11.967
-0.17,44,0.12515143043518778,0.0024228869630043798,10731,1343,26,5.077028036117554,11.964
-0.14,14,0.13562063681253192,0.0019581134003064872,11746,1593,23,5.011507034301758,11.967
-0.18,47,0.11949105661073206,0.0018439977872026553,10846,1296,20,5.065269947052002,11.965
-0.15,196,0.13194444444444445,0.0022290809327846365,11664,1539,26,5.036957263946533,11.967
-0.13,42,0.10860959920831272,0.0054428500742206825,12126,1317,66,5.0720367431640625,11.964
-0.15,142,0.12918281084889047,0.0023775977456851004,11356,1467,27,5.020985126495361,11.964
-0.13,200,0.1248957812239453,0.00208437552109388,11994,1498,25,5.014127731323242,11.964
-0.16,99,0.09512368748887702,0.05650471614166222,11238,1069,635,5.056888580322266,11.967
-0.17,96,0.1243841219670912,0.0023240680487124662,10757,1338,25,5.061056852340698,11.969
-0.16,194,0.13821867432056686,0.001793882859449278,11149,1541,20,5.030111312866211,11.961
-0.18,9,0.1332020997375328,0.002530933633295838,10668,1421,27,4.999493837356567,11.964
-0.14,69,0.0970708446866485,0.015923024523160762,11744,1140,187,4.992688179016113,11.964
-0.14,179,0.13260401127134097,0.002320570197248467,12066,1600,28,5.036996841430664,11.964
-0.15,128,0.1319910514541387,0.002151092755119601,11622,1534,25,5.090761423110962,11.964
-0.18,122,0.12135611806634378,0.0020104176185689483,10943,1328,22,4.9920642375946045,11.96
-0.15,149,0.14026602176541716,0.0026774917947832095,11578,1624,31,5.010405540466309,11.964
-0.14,64,0.08928418712049944,0.018301547934661763,11693,1044,214,5.0347230434417725,11.961
-0.14,187,0.13646663869072598,0.0031053294167016367,11915,1626,37,5.022825479507446,11.964
-0.14,155,0.13011339773204536,0.0034439311213775724,11905,1549,41,5.041852712631226,11.963
-0.13,95,0.11814790788193318,0.004703211157963023,12332,1457,58,5.011555910110474,11.964
-0.13,66,0.07289766130369879,0.030685022391773096,12058,879,370,5.057610750198364,11.96
-0.16,111,0.13521426670215597,0.002661698163428267,11271,1524,30,5.041652679443359,11.959
-0.17,117,0.12882015187997778,0.002685682533802556,10798,1391,29,5.039232015609741,11.96
-0.13,100,0.11411063265982113,0.00869493209672077,12076,1378,105,5.08991003036499,11.957
-0.15,69,0.09934867564046895,0.01181068171949631,11515,1144,136,5.054036855697632,11.957
-0.18,73,0.12295081967213115,0.0023553796872055775,10614,1305,25,4.979521751403809,11.961
-0.13,172,0.12680163292510205,0.003332500208281263,12003,1522,40,5.04005765914917,11.957
-0.18,167,0.123991195891416,0.002384446074834923,10904,1352,26,5.073196172714233,11.961
-0.14,4,0.13502673796791445,0.0024231283422459894,11968,1616,29,5.0483012199401855,11.961
-0.15,12,0.13082328446256614,0.0019085625054220527,11527,1508,22,5.071426153182983,11.959
-0.17,128,0.13065976714100905,0.0016632785067455184,10822,1414,18,5.038457155227661,11.959
-0.13,147,0.12378620971032232,0.0018767849857201143,12255,1517,23,5.036662340164185,11.964
-0.14,60,0.1117388053501703,0.004153858934950569,12037,1345,50,5.064833641052246,11.961
-0.15,177,0.14094650205761317,0.0021433470507544582,11664,1644,25,5.03411865234375,11.96
-0.17,38,0.11866752791362924,0.0026760173479745317,10837,1286,29,4.995764255523682,11.961
-0.18,97,0.11065304975170992,0.0026234423311159,10673,1181,28,4.981763601303101,11.961
-0.14,32,0.10966883008820104,0.006240639041437843,12018,1318,75,5.086766719818115,11.96
-0.14,51,0.12350730688935282,0.0035908141962421713,11975,1479,43,5.0225160121917725,11.957
-0.13,80,0.12235178190179011,0.00254557398587617,12178,1490,31,5.011418104171753,11.956
-0.14,134,0.12507281351418822,0.0024964633435965713,12017,1503,30,5.068439245223999,11.961
-0.17,33,0.09903917220990392,0.007483370288248337,10824,1072,81,4.965871572494507,11.957
-0.18,154,0.12831241283124128,0.0020455602045560206,10755,1380,22,5.033269166946411,11.952
-0.17,5,0.13118119052061952,0.0019593207688001495,10718,1406,21,5.001958847045898,11.957
-0.16,160,0.13592493297587133,0.0021447721179624667,11190,1521,24,5.071260213851929,11.96
-0.13,54,0.12240013205678442,0.003301419610432486,12116,1483,40,5.017679691314697,11.959
-0.16,92,0.1268591426071741,0.0015748031496062992,11430,1450,18,5.018777132034302,11.956
-0.17,154,0.13421392942915203,0.002401625715869204,10826,1453,26,5.071985244750977,11.955
-0.14,68,0.04,0.03166666666666667,12000,480,380,5.02837061882019,11.954
-0.18,65,0.0913039460308659,0.007947509472322336,10821,988,86,4.9712114334106445,11.956
-0.13,4,0.13064034505640346,0.0024054412740544128,12056,1575,29,5.0934226512908936,11.957
-0.13,174,0.12424686533137926,0.0029311187103077674,12282,1526,36,5.095532417297363,11.956
-0.16,191,0.13803985213235956,0.002885222252276621,11091,1531,32,5.018061399459839,11.957
-0.17,66,0.06293242346696995,0.030139323286892238,10551,664,318,4.936390399932861,11.957
-0.15,106,0.13323340093466185,0.002821620668371396,11341,1511,32,5.060574054718018,11.957
-0.14,180,0.12576048004000334,0.0021668472372697724,11999,1509,26,5.0646326541900635,11.957
-0.17,75,0.12595562185344022,0.002424016408726459,10726,1351,26,5.074457168579102,11.957
-0.18,155,0.13330262551819438,0.0023030861354214646,10855,1447,25,5.018884181976318,11.956
-0.14,176,0.1355363582990858,0.0025161452654533256,11923,1616,30,5.086120128631592,11.957
-0.18,188,0.12868459837877672,0.0014738393515106854,10856,1397,16,5.054453134536743,11.955
-0.15,26,0.12295706664408503,0.004318739944110425,11809,1452,51,5.062663555145264,11.957
-0.17,69,0.10175438596491228,0.006747638326585695,11115,1131,75,4.978035926818848,11.955
-0.15,33,0.0866134905496792,0.008063117738859026,11534,999,93,4.996723890304565,11.955
-0.13,180,0.12475649350649351,0.0031655844155844158,12320,1537,39,5.0810065269470215,11.955
-0.16,31,0.11388247825315108,0.004260607136516954,11266,1283,48,5.003751754760742,11.956
-0.15,172,0.12738413739535687,0.002330197635280918,11587,1476,27,4.998225450515747,11.957
-0.17,9,0.1377458120903132,0.0027312454479242534,10984,1513,30,5.092785835266113,11.952
-0.17,10,0.1360095316652919,0.002657868206397214,10911,1484,29,5.022863149642944,11.952
-0.18,18,0.1318435754189944,0.00186219739292365,10740,1416,20,5.017940998077393,11.955
-0.18,168,0.1284764491057215,0.001966476261822268,10679,1372,21,5.072179079055786,11.954
-0.14,175,0.13569014816740319,0.0030326661467810416,11541,1566,35,5.093928813934326,11.955
-0.17,60,0.10308419005279244,0.0031490228767250164,10797,1113,34,5.060022830963135,11.951
-0.16,41,0.11491220089163862,0.003366390683286325,10991,1263,37,4.997374057769775,11.957
-0.17,166,0.13896941924623585,0.0025250163658468157,10693,1486,27,5.020288944244385,11.952
-0.14,19,0.13664921465968585,0.002530541012216405,11460,1566,29,5.05145001411438,11.955
-0.16,22,0.13705675358657404,0.002797076603807633,11083,1519,31,5.0692596435546875,11.954
-0.17,84,0.10448164146868251,0.0030597552195824333,11112,1161,34,5.003456354141235,11.957
-0.18,49,0.11792625045637094,0.002190580503833516,10956,1292,24,5.004380702972412,11.952
-0.17,91,0.12778977681785458,0.00206983441324694,11112,1420,23,5.014570713043213,11.957
-0.14,6,0.133781512605042,0.0032773109243697477,11900,1592,39,5.103472471237183,11.955
-0.16,21,0.1357674583481035,0.00239276852180078,11284,1532,27,5.034333229064941,11.952
-0.15,63,0.08470014298931786,0.007233577256287324,11889,1007,86,5.029956102371216,11.955
-0.15,94,0.12884110725471937,0.0025395750444425634,11813,1522,30,5.046128273010254,11.952
-0.16,125,0.1301157959869177,0.0032705736763016,11313,1472,37,5.086297273635864,11.95
-0.16,36,0.125,0.003307799442896936,11488,1436,38,5.0766379833221436,11.952
-0.16,146,0.1327833954230974,0.0026609898882384245,11274,1497,30,5.123016834259033,11.96
-0.13,138,0.11841469308844853,0.003222168519413565,12414,1470,40,5.066580057144165,11.962
-0.18,156,0.13054615314243895,0.0018296587686396487,10931,1427,20,4.998668193817139,11.959
-0.13,144,0.12421435659940457,0.0024809791597750577,12092,1502,30,5.066736936569214,11.959
-0.14,117,0.13023850085178876,0.002385008517887564,11740,1529,28,5.1327903270721436,11.961
-0.18,161,0.13146853146853146,0.0022377622377622378,10725,1410,24,5.047100782394409,11.962
-0.17,98,0.10966981132075472,0.005351959361393324,11024,1209,59,4.98450493812561,11.957
-0.16,77,0.1202127659574468,0.003280141843971631,11280,1356,37,5.009609222412109,11.957
-0.18,120,0.12602535421327368,0.002423564504101417,10728,1352,26,5.016185998916626,11.96
-0.15,7,0.13356673960612692,0.001838074398249453,11425,1526,21,5.106352806091309,11.962
-0.15,145,0.13456090651558072,0.002478753541076487,11296,1520,28,5.0875771045684814,11.959
-0.13,37,0.11803918380619462,0.0030078855377611577,12301,1452,37,5.0314390659332275,11.96
-0.15,189,0.1274621377921737,0.002363652280486737,11423,1456,27,5.041460990905762,11.96
-0.17,94,0.1342545047147792,0.0025207730370647,10711,1438,27,5.07450008392334,11.959
-0.17,18,0.13226605679435868,0.0020964360587002098,10494,1388,22,5.056418180465698,11.96
-0.17,148,0.13698370594922318,0.002084122773777946,10556,1446,22,5.081502676010132,11.96
-0.18,106,0.1250241173065792,0.0027976075631873432,10366,1296,29,5.07468056678772,11.956
-0.14,56,0.12399753238741518,0.004406451044328898,11347,1407,50,5.094344854354858,11.96
-0.13,77,0.11224230083990837,0.005005514549927887,11787,1323,59,5.090988636016846,11.957
-0.18,41,0.11017669847869224,0.0032126996125862234,10583,1166,34,4.996140241622925,11.957
-0.18,144,0.12881806108897742,0.002181749193701385,10542,1358,23,5.067209005355835,11.962
-0.16,165,0.13621510596582953,0.0023340491083932405,10711,1459,25,5.016665935516357,11.959
-0.15,100,0.09685979655019902,0.01963732861565679,11305,1095,222,5.042177200317383,11.961
-0.13,87,0.1161039180841161,0.004738935432004739,11817,1372,56,5.026699781417847,11.956
-0.15,53,0.11925300133392619,0.003201422854602045,11245,1341,36,5.009797096252441,11.962
-0.17,120,0.1351427763641504,0.002167561963999623,10611,1434,23,5.079241991043091,11.965
-0.14,65,0.08440096952908588,0.019390581717451522,11552,975,224,5.02054238319397,11.962
-0.15,77,0.12356899414489207,0.004369483527047103,11443,1414,50,5.074153900146484,11.964
-0.13,152,0.12014016352411146,0.003170365426330719,11986,1440,38,5.030766248703003,11.959
-0.17,136,0.12905329854640327,0.0022363026462914647,10732,1385,24,5.0179831981658936,11.962
-0.17,62,0.08891825561638664,0.007173872003020577,10594,942,76,4.91468358039856,11.965
-0.18,198,0.13178221552373776,0.0021665410700828936,10616,1399,23,5.0976948738098145,11.962
-0.13,44,0.107530417625781,0.007234462347911871,12164,1308,88,4.987766981124878,11.96
-0.14,109,0.1296151507253931,0.0033011901659282424,11511,1492,38,5.096445322036743,11.966
-0.17,6,0.12934772580496356,0.0028600424393394226,10839,1402,31,5.07170295715332,11.961
-0.16,151,0.1347427638145359,0.0024498684329915615,11021,1485,27,5.067187786102295,11.962
-0.18,185,0.13046757164404224,0.001885369532428356,10608,1384,20,5.079027891159058,11.96
-0.17,174,0.1325256635531305,0.0022195505410154445,10813,1433,24,5.095817565917969,11.964
-0.14,45,0.11124737210932026,0.005343377715487036,11416,1270,61,5.06776762008667,11.961
-0.16,129,0.13000374111485222,0.002618780396558174,10692,1390,28,5.129182577133179,11.961
-0.13,114,0.11649029247562703,0.00266644446296142,12001,1398,32,5.089803457260132,11.959
-0.17,2,0.1309124767225326,0.002048417132216015,10740,1406,22,5.094203472137451,11.961
-0.16,169,0.1340458291821393,0.002083144642695408,11041,1480,23,5.039665699005127,11.966
-0.16,178,0.13571363512159576,0.002094908461608525,10979,1490,23,5.094869375228882,11.965
-0.18,135,0.12531064805964442,0.0026763525138596826,10462,1311,28,4.994716167449951,11.961
-0.14,37,0.12593046676591646,0.003853227077677555,11419,1438,44,5.0735979080200195,11.96
-0.15,118,0.13169203222918532,0.0022381378692927483,11170,1471,25,5.0966315269470215,11.96
-0.14,136,0.12574056061543903,0.0016800778141303388,11309,1422,19,5.106518030166626,11.961
-0.16,135,0.13033153712667825,0.0022833135446159464,10949,1427,25,5.112568616867065,11.959
-0.13,71,0.07677838577291382,0.024196306429548564,11696,898,283,5.032413482666016,11.964
-0.17,92,0.1302504816955684,0.0018304431599229288,10380,1352,19,5.046966075897217,11.959
-0.16,80,0.12928808557727775,0.002028771670970122,10844,1402,22,5.078126907348633,11.962
-0.13,46,0.10631367963921831,0.008518456656088191,11974,1273,102,5.067503452301025,11.96
-0.17,97,0.12436212436212436,0.002835002835002835,10582,1316,30,5.026970148086548,11.959
-0.15,200,0.1293219577907499,0.002334979793444095,11135,1440,26,5.062742710113525,11.959
-0.15,83,0.11198934280639432,0.005506216696269982,11260,1261,62,5.003073215484619,11.959
-0.13,81,0.11547768043387568,0.0043387567793074676,11985,1384,52,4.96211838722229,11.959
-0.13,122,0.12346199224675544,0.0032867015000842743,11866,1465,39,5.031188011169434,11.96
-0.18,56,0.11733128834355828,0.0025881901840490796,10432,1224,27,5.069440126419067,11.957
-0.14,186,0.13194927032661571,0.0031271716469770676,11512,1519,36,4.982430696487427,11.957
-0.15,22,0.13220840219187613,0.0020875010872401494,11497,1520,24,5.022457838058472,11.956
-0.15,27,0.1237722729248153,0.0035636679704476315,11505,1424,41,5.104848623275757,11.961
-0.15,43,0.11513708895353963,0.005289605924358635,11343,1306,60,5.048664569854736,11.959
-0.18,27,0.1251861504095309,0.0026061057334326137,10744,1345,28,5.073510646820068,11.955
-0.14,147,0.1281573147991185,0.002458043736226479,11798,1512,29,5.140857696533203,11.955
-0.17,28,0.1337846858014685,0.0026699723467149806,10487,1403,28,5.085658550262451,11.959
-0.16,128,0.12963129093029516,0.0026913070781376153,11147,1445,30,5.083452224731445,11.957
-0.16,104,0.13446535107847638,0.0034878384580082607,10895,1465,38,5.098342180252075,11.953
-0.17,158,0.13909810277433501,0.002764801220326056,10489,1459,29,5.075906753540039,11.956
-0.16,4,0.13534870899568133,0.002297160709363227,10883,1473,25,5.070228338241577,11.957
-0.13,17,0.12443946188340807,0.0036219385995170748,11596,1443,42,5.091424226760864,11.952
-0.18,95,0.12845010615711253,0.002991700443929743,10362,1331,31,5.0513916015625,11.955
-0.14,29,0.10301441677588466,0.009698558322411533,11445,1179,111,5.094451189041138,11.951
-0.13,157,0.12431729518855657,0.0032076289553532727,11535,1434,37,5.015437126159668,11.952
-0.16,106,0.13115671641791044,0.0029850746268656717,10720,1406,32,5.049344062805176,11.956
-0.13,91,0.12221361562957225,0.005163955589981926,11619,1420,60,5.092871189117432,11.951
-0.14,81,0.12495584599081597,0.003973860826563052,11324,1415,45,5.08818793296814,11.951
-0.16,54,0.12213529682466635,0.0033133916244822825,10865,1327,36,5.00255274772644,11.952
-0.15,42,0.11794228356336262,0.004212224412977236,11158,1316,47,5.0899882316589355,11.949
-0.13,185,0.12186102511179911,0.0024939800481596146,11628,1417,29,5.11519193649292,11.948
-0.17,22,0.1412370151529591,0.00266844563042028,10493,1482,28,5.057471752166748,11.951
-0.15,60,0.1165568730786122,0.005270092226613966,11385,1327,60,5.031560897827148,11.948
-0.16,119,0.13532130880087012,0.0027191153811293393,11033,1493,30,5.076946496963501,11.947
-0.17,146,0.13349236641221374,0.0015267175572519084,10480,1399,16,5.0742480754852295,11.949
-0.18,55,0.12003437738731856,0.002005347593582888,10472,1257,21,5.079662084579468,11.951
-0.17,52,0.12783762985763755,0.003174297806848788,10396,1329,33,5.066249847412109,11.949
-0.18,173,0.1287663166159584,0.0021591912847188145,10189,1312,22,5.006627082824707,11.951
-0.15,131,0.12727107558139536,0.0028161337209302324,11008,1401,31,5.056319713592529,11.947
-0.13,176,0.12038634011728182,0.002414625733011383,11596,1396,28,5.089086532592773,11.947
-0.13,26,0.11039017974572556,0.005523893029373082,11405,1259,63,5.100302457809448,11.946
-0.17,182,0.1370077201211766,0.0028339685331769766,10233,1402,29,5.062349081039429,11.948
-0.13,50,0.11548556430446194,0.0033245844269466315,11430,1320,38,5.005884170532227,11.946
-0.16,172,0.1401124648547329,0.001780693533270853,10670,1495,19,5.090697765350342,11.947
-0.18,12,0.12720439433362243,0.0022164402042979666,10377,1320,23,5.074474811553955,11.947
-0.13,163,0.12093539301869079,0.003243150977212597,11717,1417,38,5.024039268493652,11.947
-0.15,62,0.10306158775364899,0.007920968316126736,11236,1158,89,5.012562036514282,11.948
-0.16,33,0.1056219648860665,0.008031378408666417,10708,1131,86,5.053334474563599,11.947
-0.14,158,0.13076650106458482,0.002661462029808375,11272,1474,30,5.045239448547363,11.946
-0.15,194,0.13415412676698588,0.003283173734610123,10965,1471,36,5.028114557266235,11.943
-0.18,85,0.09736740224545103,0.002613240418118467,10332,1006,27,5.036657333374023,11.944
-0.16,155,0.13707521954944635,0.0027682321496754485,10476,1436,29,5.036526441574097,11.943
-0.13,159,0.11846600614964127,0.0023915271609156134,11708,1387,28,5.078057289123535,11.947
-0.14,66,0.07066173882435763,0.035110876451953536,11364,803,399,5.036813974380493,11.943
-0.17,70,0.10986745213549337,0.0057928325969563085,10185,1119,59,5.024474382400513,11.943
-0.13,48,0.11009414225941423,0.004271269177126918,11472,1263,49,5.007038831710815,11.946
-0.15,115,0.13191607872261418,0.0031563312291125138,10772,1421,34,5.0135817527771,11.946
-0.18,84,0.1004457344252099,0.003109775059604022,9647,969,30,5.039280414581299,11.948
-0.15,137,0.12880584273925827,0.003319738214929337,10543,1358,35,5.012650012969971,11.942
-0.13,51,0.11779129960948143,0.0029061847243665425,11011,1297,32,5.009196758270264,11.946
-0.15,121,0.13079890844076408,0.002634798155641291,10627,1390,28,5.065447568893433,11.95
-0.16,187,0.12900096993210475,0.0019398642095053346,10310,1330,20,5.0841710567474365,11.951
-0.15,184,0.13040641312453394,0.003076062639821029,10728,1399,33,5.07382607460022,11.946
-0.18,17,0.1369849144477068,0.0027336235699098915,9877,1353,27,5.010390043258667,11.948
-0.13,32,0.10737193568227749,0.005623407433441701,11381,1222,64,5.0924742221832275,11.946
-0.13,27,0.1071017953480145,0.0057486512779694,11307,1211,65,5.092345476150513,11.947
-0.15,9,0.13335809806835067,0.001950222882615156,10768,1436,21,5.021443605422974,11.947
-0.17,88,0.11045423194403389,0.01300620750812888,10149,1121,132,5.044527053833008,11.951
-0.13,83,0.10197193107123823,0.009237875288683603,11258,1148,104,5.02398157119751,11.951
-0.18,109,0.13053660523368293,0.002749210874656349,9821,1282,27,5.038351058959961,11.948
-0.18,138,0.1264684850342221,0.0015323322096230463,9789,1238,15,5.077635288238525,11.948
