Ex,Ey,Ez,ratio_signal,ratio_lost,loading_signal,trapped_signal,lost_signal,time_cost,time_accum,Predicted loading_signal,Detrended_loading_signal
0.1943887776,0.0541082164,-0.678156313,0,0.0006963788,14360,0,10,6.2214767933,1729.8644552,20462.312263,0.7017779719
0.6072144289,0.0156312625,-0.40240481,0.0000702691,0.0003513457,14231,1,5,6.3436906338,1736.2081459,20438.08336,0.696298168
0.3386773547,0.130260521,-0.238877756,0,0.0004927495,14206,0,7,6.2290151119,1742.437161,20414.153957,0.6958897258
0.9599198397,-0.094188377,-0.020841683,0,0.000642302,15569,0,10,6.4955298901,1748.9326909,20389.054553,0.7635959755
0.8236472946,0.029258517,-0.280561122,0,0.0002728885,14658,0,4,6.3492326736,1755.2819235,20364.376242,0.7197863478
0.619238477,-0.182364729,0.193987976,0.0000434802,0.0005217618,22999,1,12,8.4973781109,1763.7793016,20331.125393,1.1312211968
0.8156312625,0.0076152305,-0.104208417,0,0.0002618487,15276,0,4,6.3712153435,1770.150517,20306.026856,0.7522889686
0.6553106212,-0.150300601,-0.078557114,0,0.0005880047,15306,0,9,6.4846584797,1776.6351755,20280.334006,0.7547212978
0.4629258517,0.1414829659,-0.405611222,0,0.0009534986,13634,0,13,6.3056609631,1782.9408364,20255.207744,0.673110845
0.9038076152,-0.046893788,0.7294589178,0,0.0002806466,35632,0,10,12.077464581,1795.018301,20206.689882,1.7633763971
-0.603206413,-0.172745491,-0.168336673,0,0.0003406575,11742,0,4,6.2972640991,1801.3155651,20181.187757,0.5818289856
0.0581162325,-0.120641283,-0.476152305,0,0.0005417118,14768,0,8,6.5022249222,1807.81779,20154.708429,0.7327320091
-0.571142285,0.0380761523,-0.671743487,0,0.0003167063,12630,0,4,6.3230743408,1814.1408644,20128.815262,0.6274586872
-0.066132265,0.1903807615,0.0144288577,0.0190129182,0.0054322623,15095,287,82,6.4502565861,1820.591121,20102.255586,0.750910759
0.8997995992,-0.062925852,0.3094188377,0.0000353469,0.0003534693,28291,1,10,9.9946169853,1830.5857379,20060.810952,1.4102620311
0.2344689379,0.1214428858,-0.742284569,0,0.00044238,13563,0,6,6.3882672787,1836.9740052,20034.135683,0.6769945165
-0.687374749,0.0637274549,0.5755511022,0.0000400032,0.000200016,24998,1,5,9.0089488029,1845.982954,19996.272034,1.2501330227
-0.154308617,-0.004408818,0.229258517,0.046656231,0.0177841551,22998,1073,409,8.998909235,1854.9818633,19958.164021,1.1523104017
-0.563126253,0.0476953908,0.1811623246,0,0.0006884343,20336,0,14,7.6427903175,1862.6246536,19925.573902,1.0205979562
0.1903807615,-0.064529058,-0.687775551,0,0.000728173,13733,0,10,6.3904440403,1869.0150976,19898.165413,0.6901641289
0.9719438878,-0.065330661,-0.149098196,0,0.0004608902,15188,0,7,6.3653514385,1875.3804491,19870.720966,0.7643406611
-0.434869739,-0.002004008,-0.703807615,0,0.0004187605,11940,0,5,6.3343884945,1881.7148376,19843.267764,0.6017154101
-0.462925852,-0.142284569,-0.027254509,0,0.0003207956,12469,0,4,6.3256065845,1888.0404441,19815.711011,0.6292481755
-0.026052104,-0.059719439,-0.501803607,0.0000680828,0.0002723312,14688,1,4,6.3924360275,1894.4328802,19787.71936,0.7422785685
-0.354709419,-0.198396794,0.5595190381,0,0.0006312633,25346,0,16,9.1070187092,1903.5398989,19747.591295,1.2834983073
-0.51503006,0.1703406814,0.780761523,0.0000385505,0.0004240555,25940,1,11,9.7073168755,1913.2472157,19704.495187,1.3164508785
0.6593186373,-0.083767535,-0.030460922,0,0.0002036107,14734,0,3,6.3887794018,1919.6359951,19675.950044,0.7488329645
-0.438877756,-0.151102204,0.4376753507,0.0000404907,0.0002834352,24697,1,7,8.9127802849,1928.5487754,19635.886471,1.257748156
-0.699398798,-0.119038076,-0.69739479,0.0001051304,0.0008410429,9512,1,8,6.2861959934,1934.8349714,19607.460625,0.4851214638
0.0501002004,-0.028456914,-0.399198397,0,0.0002963182,13499,0,4,6.3687794209,1941.2037508,19578.518821,0.6894801452
0.5591182365,-0.146292585,0.3927855711,0,0.0003243828,27745,0,9,9.6942315102,1950.8979824,19534.189719,1.420330221
-0.246492986,-0.15511022,0.0657314629,0.0139795683,0.000844919,13019,182,11,6.3772614002,1957.2752438,19504.846985,0.6674751158
-0.663326653,-0.027655311,0.2805611222,0.0000624454,0.0002497814,16014,1,4,6.37682724,1963.652071,19475.36243,0.8222696783
-0.823647295,-0.171142285,0.6941883768,0.0000586613,0.0004106294,17047,1,7,6.7451734543,1970.3972445,19444.018236,0.8767220743
-0.539078156,-0.016432866,-0.351102204,0,0.000502008,11952,0,6,6.3017587662,1976.6990032,19414.58916,0.6156195169
-0.859719439,0.1759519038,0.046492986,0,0.001663586,10820,0,18,6.2755897045,1982.9745929,19385.142718,0.5581594192
-0.923847695,-0.143086172,-0.174749499,0,0.0006368075,9422,0,6,6.2962014675,1989.2707944,19355.459589,0.4867877178
-0.507014028,0.1182364729,-0.498597194,0,0.0006545574,12222,0,8,6.3571388721,1995.6279333,19325.346932,0.6324336656
0.2024048096,0.044488978,0.3190380762,0,0.0003369726,29676,0,10,10.276783943,2005.9047172,19276.365316,1.5395018466
0.2705410822,0.0709418838,-0.04008016,0,0.0004722391,14823,0,7,6.4391274452,2012.3438447,19245.484556,0.7702066403
0.4268537074,0.1783567134,-0.161923848,0.0001442897,0.0007214487,13861,2,10,6.3382513523,2018.682096,19214.944366,0.7213656067
0.7955911824,-0.078957916,0.0561122244,0.0000677461,0.0004742226,14761,1,7,6.4299798012,2025.1120758,19183.817014,0.7694506255
-0.234468938,0.0805611222,0.5338677355,0.000034132,0.0003754522,29298,1,11,10.257913351,2035.3699892,19133.856035,1.5312125243
-0.847695391,-0.070941884,0.120240481,0,0.0005168493,9674,0,5,6.3373351097,2041.7073243,19102.804186,0.5064177963
0.6833667335,0.0388777555,0.6460921844,0,0.0006648936,33088,0,22,11.319509029,2053.0268333,19046.987114,1.7371776335
0.7755511022,-0.158316633,0.5915831663,0,0.0003658001,41006,0,15,13.649993181,2066.6768265,18979.075601,2.1605899498
0.0861723447,-0.140681363,0.5370741483,0,0.0002403846,37440,0,9,12.646396637,2079.3232231,18915.56912,1.9793218889
-0.114228457,0.1254509018,-0.726252505,0,0.0003928501,10182,0,4,6.3599443436,2085.6831675,18883.417598,0.5392032426
0.9198396794,-0.0501002,0.0016032064,0,0.0002092926,14334,0,3,6.2891492844,2091.9723167,18851.483293,0.7603645707
-0.478957916,-0.066132265,-0.444088176,0,0.0010705492,9341,0,10,6.3619470596,2098.3342638,18819.037019,0.4963590853
0.4068136273,0.0108216433,-0.383166333,0,0.0003808943,13127,0,5,6.3128755093,2104.6471393,18786.69952,0.6987390194
-0.386773547,0.1591182365,0.6396793587,0,0.0004754143,29448,0,14,10.396482706,2115.043622,18733.136685,1.5719737968
0.0100200401,-0.029258517,-0.065731463,0.0074210326,0.0102118483,15766,117,161,6.5186963081,2121.5623183,18699.357279,0.8431305827
0.4028056112,-0.123046092,0.4472945892,0,0.0005866914,32385,0,19,11.331064463,2132.8933828,18640.282879,1.7373663378
-0.198396794,-0.09739479,0.2517034068,0.0000476122,0.0020949388,21003,1,44,7.9799103737,2140.8732932,18598.40719,1.1292902551
0.3026052104,-0.102204409,0.2677354709,0.0000405268,0.0003647416,24675,1,9,8.9684717655,2149.8417649,18551.0751,1.3301115902
-0.587174349,0.0941883768,0.2196392786,0,0.0003675119,16326,0,6,6.6500873566,2156.4918523,18515.79487,0.8817336828
0.0380761523,-0.003607214,-0.274148297,0.0000665735,0.0004660142,15021,1,7,6.437766552,2162.9296188,18481.492057,0.812759054
0.5470941884,-0.116633267,-0.77755511,0.0001012556,0.0005062778,9876,1,5,6.3643827438,2169.2940016,18447.436181,0.5353589465
-0.346693387,0.0236472946,-0.219639279,0.0028401407,0.0012848255,14788,42,19,6.4468710423,2175.7408726,18412.792858,0.8031372597
-0.482965932,0.1599198397,-0.303006012,0,0.0001686483,11859,0,2,6.3591823578,2182.100055,18378.476739,0.6452656642
-0.318637275,-0.05490982,-0.65250501,0,0.0006055101,9909,0,6,6.3422105312,2188.4422655,18344.109758,0.5401733925
-0.831663327,0.1839679359,-0.177955912,0,0.0001720874,11622,0,2,6.3127622604,2194.7550278,18309.761082,0.6347433999
-0.963927856,-0.005210421,-0.774348697,0,0.0002352664,8501,0,2,6.2945661545,2201.0495939,18275.371084,0.4651615533
1,-0.015631263,-0.113827655,0,0.0003854753,12971,0,5,6.3545618057,2207.4041557,18240.511165,0.7111094576
-0.094188377,0.0028056112,0.7038076152,0,0.0004569131,32829,0,15,11.345580816,2218.7497365,18177.916351,1.8059825651
-0.130260521,0.0204408818,0.4024048096,0.0000331983,0.0002987849,30122,1,9,10.482860088,2229.2325966,18119.676625,1.6623916984
-0.511022044,-0.17995992,-0.748697395,0,0.0012765957,7050,0,9,6.333163023,2235.5657597,18084.303086,0.3898408452
-0.967935872,-0.009218437,-0.408817635,0,0.0004662439,10724,0,5,6.302077055,2241.8678367,18048.962367,0.5941615801
0.2144288577,0.1751503006,0.5306613226,0,0.0003440071,34883,0,12,12.002135277,2253.869972,17981.268441,1.939963252
-0.531062124,0.0004008016,-0.610821643,0,0.0003633721,11008,0,4,6.2970736027,2260.1670456,17945.54819,0.6134111861
0.4869739479,-0.044488978,-0.216432866,0,0.000654065,15289,0,10,6.4922072887,2266.6592529,17908.574215,0.8537251384
-0.971943888,-0.043687375,0.6877755511,0,0.0007705644,15573,0,12,6.4609005451,2273.1201534,17871.630547,0.8713810393
0.6472945892,0.0276553106,0.2581162325,0.0000433482,0.0003467857,23069,1,8,8.6291584969,2281.7493119,17822.058438,1.2944071573
0.6032064128,0.1446893788,0.2869739479,0,0.0005284249,22709,0,12,8.3246474266,2290.0739594,17773.986088,1.2776537513
-0.350701403,-0.018837675,0.3318637275,0,0.0005830337,20582,0,12,7.7389080524,2297.8128674,17729.076378,1.1609177805
-0.158316633,0.1543086172,-0.533867735,0,0.0004932994,12163,0,6,6.3174717426,2304.1303391,17692.258387,0.6874758289
-0.28256513,0.1406813627,0.3511022044,0,0.0004842828,22714,0,11,8.3760933876,2312.5064325,17643.225188,1.287406342
0.4829659319,0.1110220441,0.2965931864,0.0000399712,0.0000399712,25018,1,1,8.9475739002,2321.4540064,17590.572473,1.4222391021
0.1623246493,-0.026052104,-0.639679359,0,0.0003525472,11346,0,4,6.4083614349,2327.8623679,17552.687943,0.6463967249
0.4108216433,-0.161523046,-0.213226453,0,0.0003802281,13150,0,5,6.3965671062,2334.258935,17514.728298,0.7507966882
-0.715430862,0.0220440882,0.2164328657,0,0.000488861,14319,0,7,6.4315547943,2340.6904898,17476.415127,0.819332792
-0.090180361,0.0460921844,0.5178356713,0,0.0005078376,29537,0,15,10.195361376,2350.8858511,17415.380965,1.6960295075
0.130260521,0.0332665331,0.4857715431,0,0.0003517411,31273,0,11,10.751482725,2361.6373339,17350.619357,1.8024140439
0.8356713427,0.1679358717,-0.094589178,0,0.000275989,10870,0,3,6.290194273,2367.9275281,17312.540785,0.6278685569
-0.895791583,-0.136673347,-0.578757515,0,0.0007902015,7593,0,6,6.3595573902,2374.2870855,17273.900058,0.4395648912
0.6112224449,0.0557114228,0.1875751503,0,0.0003274752,18322,0,6,7.0973222256,2381.3844078,17230.607775,1.0633403209
-0.619238477,-0.149498998,-0.543486974,0.0001262626,0.0005050505,7920,1,4,6.3790287971,2387.7634366,17191.544926,0.4606915803
0.9358717435,-0.112625251,0.3895791583,0,0.0002672062,26197,0,7,9.4759762287,2397.2394128,17133.251822,1.5290150563
0.374749499,-0.07254509,-0.290180361,0,0.0003810395,13122,0,5,6.3294012547,2403.568814,17094.138516,0.7676315474
0.9759519038,0.1743486974,-0.524248497,0,0.0005447612,11014,0,6,6.3464958668,2409.9153099,17054.777315,0.6458014547
-0.803607214,-0.139078156,-0.293386774,0,0.000660066,9090,0,6,6.4319117069,2416.3472216,17014.741023,0.5342426304
-0.238476954,0.0925851703,0.0753507014,0.0481945253,0.0024752475,13736,662,34,6.4068341255,2422.7540557,16974.715374,0.8092035535
0.498997996,0.0356713427,0.5723446894,0,0.0002610625,30644,0,8,10.818507671,2433.5725634,16906.798984,1.8125252467
-0.591182365,-0.127855711,0.3991983968,0,0.0002298454,17403,0,4,6.8660588264,2440.4386222,16863.480548,1.0319933628
0.3226452906,0.1126252505,0.450501002,0,0.000548062,32843,0,18,11.388687849,2451.8273101,16791.260903,1.9559579349
0.8957915832,0.0092184369,0.7422845691,0,0.0003841352,31239,0,12,10.775418282,2462.6027284,16722.507889,1.8680810443
-0.03006012,0.0701402806,-0.242084168,0,0.0005905678,11853,0,7,6.4218223095,2469.0245507,16681.337889,0.7105545178
-0.166332665,-0.163126253,-0.546693387,0,0.0003174267,9451,0,3,6.3662171364,2475.3907678,16640.380409,0.5679557659
0.0661322645,0.079759519,-0.10741483,0.0001251799,0.0016899293,15977,2,27,6.4820930958,2481.8728609,16598.53016,0.9625551086
-0.899799599,0.0861723447,0.2997995992,0,0.0008445946,16576,0,14,6.6842391491,2488.5571001,16555.219173,1.0012552433
-0.218436874,-0.01242485,-0.155511022,0.0125070661,0.0033210854,14152,177,47,6.5028748512,2495.0599749,16512.931706,0.8570252849
-0.034068136,0.098997996,0.0432865731,0.069565793,0.0173418057,15108,1051,262,6.6958367825,2501.7558117,16469.233152,0.9173469014
-0.322645291,-0.131062124,-0.790380762,0,0.0005819367,8592,0,5,6.4264800549,2508.1822917,16427.143357,0.5230367699
0.6312625251,-0.176753507,-0.299799599,0,0.0003082614,12976,0,4,6.4510660172,2514.6333578,16384.745636,0.7919561456
-0.931863727,0.0549098196,-0.18757515,0,0.0006465915,10826,0,7,6.4015026093,2521.0348604,16342.528165,0.6624434048
0.9438877756,-0.103006012,-0.309418838,0,0.0003795931,13172,0,5,6.3830137253,2527.4178741,16300.288325,0.8080838656
0.3066132265,0.1078156313,-0.011222445,0.0001326876,0.0004644066,15073,2,7,6.5504667759,2533.9683409,16256.790544,0.9271817804
0.8637274549,0.0300601202,0.5627254509,0.000031505,0.0003780599,31741,1,12,11.100560188,2545.0689011,16182.731801,1.9614117314
0.7434869739,-0.147895792,-0.735871743,0,0.0013406024,11189,0,15,6.4279117584,2551.4968128,16139.647962,0.6932617134
0.6432865731,-0.025250501,-0.267735471,0,0.0007401316,12160,0,9,6.2991602421,2557.7959731,16097.285329,0.7554068746
-0.775551102,0.0396793587,-0.181162325,0,0.0000917347,10901,0,1,6.4620523453,2564.2580254,16053.681404,0.6790342804
-0.378757515,-0.09498998,0.6300601202,0,0.0003526646,25520,0,9,9.2105059624,2573.4685314,15991.276504,1.5958700979
-0.995991984,0.1607214429,0.7198396794,0,0.0004065749,17217,0,7,6.8188033104,2580.2873347,15944.883076,1.0797821419
-0.599198397,0.0372745491,0.0240480962,0.0002823264,0.0005646527,14168,4,8,6.3519337177,2586.6392684,15901.518174,0.8909841089
-0.671342685,-0.151903808,-0.347895792,0,0.0004349717,9196,0,4,6.4229001999,2593.0621686,15857.523687,0.5799140005
-0.55511022,0.1150300601,0.4216432866,0,0.0003432592,23306,0,8,8.577401638,2601.6395702,15798.544144,1.4751992201
-0.519038076,0.0364729459,0.7903807615,0,0.0004771675,20957,0,10,8.0956375599,2609.7352078,15742.638598,1.3312253768
0.0901803607,-0.091783567,0.1490981964,0.0000592312,0.0007700053,16883,1,13,6.7972004414,2616.5324082,15695.520583,1.0756572177
0.1863727455,0.1935871743,-0.206813627,0.000094509,0.0007560722,10581,1,8,6.4342772961,2622.9666855,15650.767794,0.6760690683
-0.987975952,-0.154308617,0.6140280561,0,0.000472526,14814,0,7,6.386629343,2629.3533149,15606.20162,0.9492380248
0.3907815631,-0.121442886,-0.229258517,0,0.0006472492,13905,0,9,6.4602208138,2635.8135357,15560.975161,0.8935815305
-0.074148297,-0.159118236,0.1587174349,0,0.0006608194,16646,0,11,6.6625678539,2642.4761035,15514.177512,1.0729540762
-0.398797595,-0.165531062,0.7647294589,0,0.0004495999,22242,0,10,8.3938102722,2650.8699138,15454.996192,1.439146262
-0.74749499,0.1462925852,0.1266533066,0,0.0003876269,12899,0,5,6.3908407688,2657.2607546,15409.769908,0.8370663596
-0.110220441,0.1246492986,-0.344689379,0,0.0005842259,10270,0,6,6.5013742447,2663.7621288,15363.613192,0.6684625467
-0.839679359,-0.107014028,-0.23246493,0,0.0008991795,8897,0,8,6.335185051,2670.0973139,15318.492537,0.5808012752
-0.002004008,-0.189579158,-0.633266533,0.0001258812,0.0011329305,7944,1,9,6.4072728157,2676.5045867,15272.714082,0.5201433064
0.7194388778,0.0677354709,0.4088176353,0.0000784468,0.000313787,25495,2,8,9.162838459,2685.6674252,15206.995478,1.6765310437
0.5711422846,0.0533066132,-0.492184369,0,0.0007345996,9529,0,7,6.4698650837,2692.1372902,15160.41283,0.6285448891
-0.723446894,-0.156713427,0.4120240481,0,0.0004200504,14284,0,6,6.4111282825,2698.5484185,15114.107051,0.9450773342
-0.122244489,-0.030861723,0.4537074148,0,0.0003915887,25537,0,10,9.2807240486,2707.8291426,15046.817463,1.6971695219
0.9919839679,0.0773547094,0.6204408818,0,0.0002485354,28165,0,7,9.9811098576,2717.8102524,14974.109782,1.8809131501
-0.342685371,0.1102204409,0.7486973948,0,0.000203219,24604,0,5,8.9878525734,2726.798105,14908.336029,1.6503518536
-0.490981964,-0.035671343,0.0336673347,0.0003311258,0.0007450331,12080,4,9,6.4245972633,2733.2227023,14861.145265,0.812857945
0.7114228457,-0.138276553,0.7967935872,0.0000558925,0.0003353548,35783,2,12,12.407388687,2745.630091,14769.595766,2.4227474175
0.7835671343,0.1823647295,-0.479358717,0,0.0008399328,8334,0,7,6.290648222,2751.9207392,14722.97142,0.566054213
-0.759519038,-0.031663327,0.6653306613,0,0.0006132043,14677,0,9,6.4482252598,2758.3689644,14675.033906,1.0001339754
0.006012024,0.1655310621,0.3543086172,0.0001193412,0.0003978041,25138,3,10,9.1539778709,2767.5229423,14606.72868,1.720987673
-0.731462926,0.0084168337,-0.319038076,0,0.0003578671,8383,0,3,6.3710260391,2773.8939683,14559.0144,0.5757944714
-0.178356713,0.1631262525,-0.264529058,0,0.000251699,7946,0,2,6.3481009007,2780.2420692,14511.329034,0.5475721749
-0.639278557,0.0052104208,-0.120240481,0.0002384643,0.0004769286,8387,2,4,6.4559385777,2786.6980078,14462.687444,0.5799060536
-0.827655311,-0.171943888,-0.33507014,0.0001517911,0.0006071645,6588,1,4,6.319081068,2793.0170889,14414.934242,0.4570260183
-0.779559118,-0.053306613,-0.367134269,0.0001217582,0.0002435164,8213,1,2,6.4678277969,2799.4849167,14365.910716,0.5717006156
-0.711422846,-0.095791583,0.0721442886,0,0.0005901794,8472,0,5,6.354752779,2805.8396695,14317.600162,0.5917192759
0.8436873747,0.0324649299,-0.684569138,0,0.000390625,7680,0,3,6.4593510628,2812.2990205,14268.348057,0.5382543213
-0.406813627,0.0573146293,0.5114228457,0,0.0009212062,16283,0,15,6.64569664,2818.9447172,14217.521073,1.1452770083
0.8396793587,-0.076553106,0.6492985972,0,0.0002990942,23404,0,7,8.73437953,2827.6790967,14150.482073,1.6539365852
0.9879759519,0.103006012,0.4152304609,0,0.0004784918,20899,0,10,7.9483053684,2835.6274021,14089.241952,1.4833303361
0.2224448898,0.0917835671,-0.517835671,0,0.0005754402,8689,0,5,6.442350626,2842.0697527,14039.440973,0.6188992864
0.250501002,0.0180360721,-0.63006012,0,0.0007209805,8322,0,6,6.371417284,2848.44117,13990.043957,0.5948515977
0.3867735471,0.0140280561,0.0208416834,0,0.0002828321,10607,0,3,6.4131364822,2854.8543065,13940.178512,0.76089413
0.6753507014,-0.081362725,0.6557114228,0,0.0003683091,24436,0,9,8.7832770348,2863.6375835,13871.647974,1.7615787284
0.2905811623,-0.127054108,-0.046492986,0,0.0007665772,10436,0,8,6.5009615421,2870.138545,13820.749243,0.7550965448
0.8677354709,-0.186372745,-0.46012024,0,0.0003097254,9686,0,3,6.3794975281,2876.5180426,13770.6562,0.7033796981
0.755511022,0.1382765531,-0.360721443,0,0.0005449591,7340,0,4,6.386503458,2882.904546,13720.363972,0.5349712307
-0.791583166,-0.017234469,0.4440881764,0.0000776518,0.0001553036,12878,1,2,6.4327630997,2889.3373091,13669.561638,0.942093122
-0.290581162,-0.106212425,-0.097795591,0.0030395137,0.000633232,7896,24,5,6.461288929,2895.7985981,13618.3867,0.5798043611
0.0220440882,-0.145490982,0.7679358717,0,0.0002107215,23728,0,5,8.6365060806,2904.4351041,13549.752951,1.7511758396
0.9839679359,0.126252505,-0.572344689,0,0.0001424501,7020,0,1,6.4311182499,2910.8662224,13498.473921,0.520058789
-0.943887776,-0.084569138,-0.723046092,0,0.0003312355,6038,0,2,6.3913207054,2917.2575431,13447.367301,0.4490098221
-0.22244489,0.1799599198,0.7006012024,0.0000955703,0.0001911406,20927,2,4,7.9103367329,2925.1678798,13383.914191,1.5635934078
0.4388777555,0.1166332665,-0.649298597,0,0.0003879979,7732,0,3,6.3018984795,2931.4697783,13333.20486,0.5799055877
-0.326653307,0.1871743487,-0.389579158,0,0.0004151675,7226,0,3,6.3746984005,2937.8444767,13281.766833,0.5440541225
0.1743486974,0.1695390782,0.2324649299,0,0.000378764,15841,0,6,6.6014845371,2944.4459612,13228.34737,1.197504084
-0.038076152,-0.071743487,-0.745490982,0,0.000432339,6939,0,3,6.4653785229,2950.9113398,13175.87989,0.5266441451
-0.466933868,0.1070140281,-0.088176353,0.0038538206,0.0009302326,7525,29,7,6.3993127346,2957.3106525,13123.802965,0.5733856276
0.9478957916,-0.187975952,0.6589178357,0,0.0003276063,27472,0,9,9.8221290112,2967.1327815,13043.589779,2.1061686594
-0.811623246,-0.00761523,0.0977955912,0,0.000623286,8022,0,5,6.3846948147,2973.5174763,12991.265691,0.6174917973
0.5070140281,0.1334669339,0.8,0,0.000459049,26141,0,12,9.519742012,2983.0372183,12912.98141,2.0243969359
0.246492986,-0.147094188,-0.796793587,0.0001474926,0.0007374631,6780,1,5,6.3916773796,2989.4288957,12860.240496,0.5272063148
0.7875751503,-0.128657315,-0.139478958,0,0.0006626173,9055,0,6,6.396807909,2995.8257036,12807.312588,0.7070179585
-0.230460922,-0.085370741,-0.440881764,0,0.000258565,7735,0,2,6.4485404491,3002.2742441,12753.810163,0.6064854268
-0.118236473,0.048496994,-0.431262525,0,0.0004031174,7442,0,3,6.4746007919,3008.7488449,12699.943559,0.5859868562
-0.134268537,0.1551102204,0.101002004,0.0472919937,0.0155023548,10192,482,158,6.4317932129,3015.1806381,12646.286309,0.8059282979
0.6713426854,-0.042084168,-0.665330661,0,0.000286533,6980,0,2,6.4776990414,3021.6583371,12592.098215,0.5543158797
0.5190380762,-0.057314629,0.1779559118,0,0.0004106102,12177,0,5,6.4296450615,3028.0879822,12538.165356,0.9711947206
-0.458917836,-0.080561122,-0.729458918,0,0.0006623613,6039,0,4,6.4729321003,3034.5609143,12483.721712,0.4837499697
-0.679358717,-0.073346693,-0.5498998,0,0.0004542014,6605,0,3,6.4064722061,3040.9673865,12429.691153,0.5313889073
-0.97995992,0.1486973948,-0.376753507,0.0001419648,0.0004258944,7044,1,3,6.4690961838,3047.4364827,12374.985149,0.5692128043
-0.80761523,-0.055711423,0.5498997996,0.0000793777,0.0004762661,12598,1,6,6.4049613476,3053.841444,12320.67569,1.0225088556
-0.771543086,0.1615230461,0.6845691383,0,0.0002767017,14456,0,4,6.5059885979,3060.3474326,12265.361055,1.1786037064
-0.855711423,-0.042885772,0.3382765531,0,0,9636,0,0,6.4069845676,3066.7544172,12210.741864,0.789141242
0.0180360721,-0.093386774,-0.328657315,0,0.0006343568,7882,0,5,6.5001513958,3073.2545686,12155.180071,0.6484478185
0.6873747495,-0.2,-0.540280561,0,0.0004970797,8047,0,4,6.399034977,3079.6536036,12100.336636,0.6650228206
-0.24248497,-0.068537074,-0.197194389,0.0020265991,0.0027865738,7895,16,22,6.5216345787,3086.1752381,12044.293445,0.6554971478
0.4589178357,-0.063727455,0.4825651303,0,0.0003333016,21002,0,7,8.2177155018,3094.3929536,11973.46092,1.7540458971
0.6793587174,0.0348697395,0.1106212425,0,0.0004282655,9340,0,4,6.4935126305,3100.8864663,11917.321222,0.7837331751
0.7314629259,0.1062124248,0.5466933868,0,0.0003254452,21509,0,7,8.0502843857,3108.9367507,11847.515406,1.8154861389
0.6633266533,0.1358717435,-0.521042084,0,0.000286123,6990,0,2,6.5264823437,3115.463233,11790.754589,0.592837375
0.8837675351,0.1390781563,-0.21002004,0,0.000760842,7886,0,6,6.2856197357,3121.7488527,11735.946146,0.6719526404
-0.098196393,-0.13747495,-0.06252505,0.0074365704,0.0065616798,9144,68,60,6.4624915123,3128.2113442,11679.44976,0.7829135951
-0.226452906,-0.033266533,0.7390781563,0,0.0002591748,19292,0,5,7.5489494801,3135.7602937,11613.268302,1.661203332
-0.799599198,0.0509018036,-0.771142285,0,0.0005720824,6992,0,4,6.5072231293,3142.2675169,11556.057892,0.6050506207
0.1022044088,0.0733466934,-0.338276553,0,0.0002726653,7335,0,2,6.3729634285,3148.6404803,11499.882717,0.6378325919
-0.274549098,0.0436873747,0.1907815631,0.0745430409,0.0047993465,9793,730,47,6.5257146358,3155.1661949,11442.212254,0.8558659622
0.8196392786,-0.014028056,-0.569138277,0,0.0005960364,6711,0,4,6.3643481731,3161.5305431,11385.822785,0.5894172188
-0.719438878,-0.174348697,-0.710220441,0,0.0005965401,5029,0,3,6.5118672848,3168.0424104,11327.977996,0.4439450714
0.5831663327,0.1951903808,-0.553106212,0,0.000316907,6311,0,2,6.411716938,3174.4541273,11270.876311,0.5599387151
0.0300601202,0.0228456914,0.1394789579,0.0144056635,0.0120184392,12148,175,146,6.4955282211,3180.9496555,11212.879962,1.0833969543
0.5150300601,-0.162324649,0.671743487,0,0.0003787735,26401,0,10,9.5387575626,3190.4884131,11127.441198,2.3726029668
0.9519038076,-0.026853707,-0.466533066,0,0.0004694101,6391,0,3,6.4794688225,3196.9678819,11069.220986,0.5773667368
-0.162324649,0.0829659319,-0.123446894,0.023555731,0.0053954468,7599,179,41,6.4356365204,3203.4035184,11011.247643,0.6901125328
0.2064128257,-0.021242485,0.1426853707,0,0.0006928206,11547,0,8,6.4301645756,3209.833683,10953.1773,1.0542146524
0.6993987976,0.0428857715,-0.767935872,0.0001465631,0.0010259417,6823,1,7,6.4090218544,3216.2427049,10895.152386,0.6262418145
-0.062124248,0.1623246493,0.6076152305,0.0000417885,0.0005432511,23930,1,13,8.9363350868,3225.17904,10814.003619,2.2128714621
0.122244489,0.1927855711,0.4248496994,0,0.0002802822,21407,0,6,8.198297739,3233.3773377,10739.308391,1.9933313414
0.7715430862,-0.129458918,-0.597995992,0.0001478197,0.0001478197,6765,1,1,6.4124073982,3239.7897451,10680.718852,0.6333843343
0.4709418838,-0.118236473,-0.472945892,0,0.0004486988,6686,0,3,6.3957414627,3246.1854866,10622.136731,0.6294402124
-0.583166333,-0.126252505,0.578757515,0,0.0000762079,13122,0,1,6.5471549034,3252.7326415,10562.017884,1.2423762338
0.8917835671,0.0517034068,0.3446893788,0,0.0005897965,13564,0,8,6.3508377075,3259.0834792,10503.556859,1.2913720735
-0.138276553,-0.022044088,-0.617234469,0,0.0011157157,6274,0,7,6.488976717,3265.5724559,10443.676898,0.6007462756
0.2184368737,-0.124649299,0.6428857715,0.0000449458,0.0004944042,22249,1,11,8.4136936665,3273.9861495,10365.814017,2.1463823259
-0.72745491,0.0957915832,-0.331863727,0,0.0005048805,5942,0,3,6.4907691479,3280.4769187,10305.575395,0.5765811003
0.3346693387,-0.074148297,0.6332665331,0.0000469572,0.0004695718,21296,1,10,8.1815752983,3288.658494,10229.4327,2.0818358774
