group_idx,rf_amplitude,mode,segment,n_peaks_target,scan_count,candidate_idx,ok,r2,aicc,nfev,hit_max_nfev,ier,is_stage_best,is_segment_selected,init_new_mu,init_mu_norm
0,-0.5,lost,right,6,69,44,1,0.8927620099396933,-1699.8449112063781,6,0,3,0,0,116.0,0.6470588235294118
0,-0.5,lost,right,6,69,45,1,0.9488952563290374,-1801.3856460060201,22,0,1,0,0,117.0,0.6617647058823529
0,-0.5,lost,right,6,69,46,1,0.9488952561744601,-1801.3856455916339,20,0,1,0,0,118.0,0.6764705882352942
0,-0.5,lost,right,6,69,47,1,0.9488952560538619,-1801.385645268338,18,0,1,0,0,119.0,0.6911764705882353
0,-0.5,lost,right,6,69,48,1,0.9488952562219509,-1801.385645718946,21,0,1,0,0,120.0,0.7058823529411765
0,-0.5,lost,right,6,69,49,1,0.9488952568808896,-1801.385647485408,17,0,1,0,0,121.0,0.7205882352941176
0,-0.5,lost,right,6,69,50,1,0.9488952561351457,-1801.3856454862412,11,0,1,0,0,122.0,0.7352941176470589
0,-0.5,lost,right,6,69,51,1,0.9488952532332926,-1801.3856377070442,14,0,1,0,0,123.0,0.75
0,-0.5,lost,right,6,69,52,1,0.9488952566322525,-1801.3856468188694,15,0,1,0,0,124.0,0.7647058823529411
0,-0.5,lost,right,6,69,53,1,0.9488952556845677,-1801.3856442783458,18,0,1,0,0,125.0,0.7794117647058824
0,-0.5,lost,right,6,69,54,1,0.9488952572163888,-1801.385648384804,13,0,1,1,0,126.0,0.7941176470588235
0,-0.5,lost,right,6,69,55,1,0.9488952519986379,-1801.3856343972209,15,0,1,0,0,127.0,0.8088235294117647
0,-0.5,lost,right,6,69,56,1,0.9488952561592887,-1801.3856455509633,22,0,1,0,0,128.0,0.8235294117647058
0,-0.5,lost,right,6,69,57,1,0.9488952567491943,-1801.3856471323634,21,0,1,0,0,129.0,0.8382352941176471
0,-0.5,lost,right,6,69,58,1,0.9488952545109414,-1801.385641132125,21,0,1,0,0,130.0,0.8529411764705882
0,-0.5,lost,right,6,69,59,1,0.9488952551232411,-1801.3856427735589,23,0,1,0,0,131.0,0.8676470588235294
0,-0.5,lost,right,6,69,60,1,0.8997763914530063,-1709.1125222047542,69,0,1,0,0,132.0,0.8823529411764706
0,-0.5,lost,right,6,69,61,1,0.8960749910861866,-1704.144108184161,7,0,3,0,0,133.0,0.8970588235294118
0,-0.5,lost,right,6,69,62,1,0.89610034235994,-1704.1775317866527,8,0,4,0,0,134.0,0.9117647058823529
0,-0.5,lost,right,6,69,63,1,0.8960967736690997,-1704.1728262634585,5,0,4,0,0,135.0,0.9264705882352942
0,-0.5,lost,right,6,69,64,1,0.8960923958413302,-1704.1670540676294,5,0,4,0,0,136.0,0.9411764705882353
0,-0.5,lost,right,6,69,65,1,0.8960972064363606,-1704.1733968832586,6,0,3,0,0,137.0,0.9558823529411765
0,-0.5,lost,right,6,69,66,1,0.8959938418995138,-1704.0371743435228,8,0,3,0,0,138.0,0.9705882352941176
