max_n,n_changed,n_total,change_pct,r2_loss_mean,r2_loss_median,aicc_loss_mean,aicc_loss_median
3,74,75,98.66666666666667,15.057081472261089,5.258843691691528,166.78470610078264,150.34307652042116
4,69,75,92.0,5.744834884251595,2.138741595564264,102.06736850364933,101.11935159231462
5,63,75,84.0,1.9774597220806756,0.9279359600239845,65.28213491492986,62.72169216395173
6,56,75,74.66666666666667,1.2355158716776578,0.5835627229559437,45.945359869350895,43.1986954320372
7,49,75,65.33333333333333,0.6771170850071468,0.38401756013174415,28.87195235581325,25.120505820335666
8,37,75,49.333333333333336,0.3217285620742104,0.2283335426988775,15.192510294461327,10.538305577943902
9,0,75,0.0,0,0,0,0
