Ex,Ey,Ez,wait_time,no_of_repeats,act_RF_amplitude,ratio_signal,ratio_lost,loading_signal,trapped_signal,lost_signal,time_cost
-0.25,-0.05,-0.0349999999999999,600,7000,11.834,0.04260237780713342,0.001321003963011889,3028,129,4,9.3230881690979
-0.25,-0.05,-0.0349999999999999,1200,12000,11.833,0.010613833362816204,0.0014151777817088271,5653,60,8,21.826947689056396
-0.25,-0.05,-0.0349999999999999,300,5000,11.833,0.08940231039678553,0.0035158211953792064,1991,178,7,5.691472768783569
-0.25,-0.05,-0.0349999999999999,1500,16000,11.836,0.004491210060310535,0.0015398434492493263,7793,35,12,33.3338828086853
-0.2,0.0,0.025,1500,16000,11.833,0.020252421485177575,0.012229723119068584,10221,207,125,33.26909160614014
-0.2,0.0,0.025,500,6000,11.836,0.09152334152334152,0.010442260442260442,3256,298,34,7.651719093322754
-0.2,0.0,0.025,1800,20000,11.833,0.01308740241849074,0.010102556252870045,13066,171,132,47.218825817108154
-0.2,0.0,0.025,1000,10000,11.83,0.038789500083598064,0.010366159505099481,5981,232,62,16.5113525390625
-0.2,0.0,0.025,800,8000,11.836,0.0605193661971831,0.010783450704225352,4544,275,49,11.918228387832642
-0.2,0.0,0.025,1200,12000,11.833,0.031292517006802724,0.01183673469387755,7350,230,87,21.857764959335327
-0.2,0.0,0.025,600,7000,11.833,0.08054040010392309,0.009872694206287348,3849,310,38,9.297833442687988
-0.2,0.0,0.025,300,5000,11.831,0.11923377638780297,0.012118842845973418,2558,305,31,5.792534112930298
-0.25,0.05,-0.0349999999999999,800,8000,11.836,0.043748235958227494,0.003386960203217612,3543,155,12,11.981812000274658
-0.25,0.05,-0.0349999999999999,1200,12000,11.834,0.019151601933058888,0.005011634150706998,5587,107,28,21.84323525428772
-0.25,0.05,-0.0349999999999999,500,6000,11.833,0.09270455461507457,0.0032245062474808546,2481,230,8,7.639610290527344
-0.25,0.05,-0.0349999999999999,1500,16000,11.83,0.00988939492517892,0.0031229668184775536,7685,76,24,33.33263683319092
-0.25,0.05,-0.0349999999999999,1800,20000,11.81,0.004812122453158595,0.0025596396027439336,9767,47,25,47.22333812713623
-0.25,0.05,-0.0349999999999999,300,5000,11.813,0.1151252408477842,0.0038535645472061657,2076,239,8,5.6361024379730225
-0.25,0.05,-0.0349999999999999,600,7000,11.814,0.07811424638678596,0.0020646937370956643,2906,227,6,9.317943811416626
-0.25,0.05,-0.0349999999999999,1000,10000,11.815,0.03352575488454707,0.0033303730017761987,4504,151,15,16.568751096725464
-0.2,0.0,0.025,800,8000,11.815,0.06471726510427865,0.010750376263169211,4651,301,50,12.061274766921997
-0.2,0.0,0.025,1200,12000,11.818,0.032370102806335094,0.010419560989163657,7198,233,75,21.774808168411255
-0.2,0.0,0.025,1500,16000,11.814,0.01865558146608537,0.012369461624252256,9863,184,122,33.25568461418152
-0.2,0.0,0.025,1000,10000,11.814,0.043044706664450726,0.009639355160378926,6017,259,58,16.575547218322754
-0.2,0.0,0.025,300,5000,11.812,0.12100965107646622,0.007052709725315516,2694,326,19,5.611661434173584
-0.2,0.0,0.025,1800,20000,11.814,0.0133248730964467,0.01070748730964467,12608,168,135,47.139710903167725
-0.2,0.0,0.025,600,7000,11.814,0.08315844700944386,0.010755508919202518,3812,317,41,9.37233853340149
-0.2,0.0,0.025,500,6000,11.814,0.08952095808383234,0.010179640718562874,3340,299,34,7.754270315170288
-0.25,-0.05,-0.0349999999999999,1200,12000,11.812,0.00946259596500625,0.002678093197643278,5601,53,15,21.806422233581543
-0.25,-0.05,-0.0349999999999999,1800,20000,11.813,0.002469643959662482,0.002778349454620292,9718,24,27,47.19631385803223
-0.25,-0.05,-0.0349999999999999,300,5000,11.814,0.08052631578947368,0.0036842105263157894,1900,153,7,5.719452381134033
-0.25,-0.05,-0.0349999999999999,600,7000,11.814,0.04395973154362416,0.003355704697986577,2980,131,10,9.328966617584229
-0.25,-0.05,-0.0349999999999999,1500,16000,11.814,0.004895014813860621,0.002189875048306067,7763,38,17,33.232539653778076
-0.25,-0.05,-0.0349999999999999,1000,10000,11.814,0.015810276679841896,0.0021958717610891525,4554,72,10,16.48746967315674
-0.25,-0.05,-0.0349999999999999,800,8000,11.817,0.030764888512559978,0.002822466836014677,3543,109,10,12.030189037322998
-0.25,-0.05,-0.0349999999999999,500,6000,11.815,0.05151864667435602,0.0019223375624759708,2601,134,5,7.659634351730347
-0.2,0.0,0.025,800,8000,11.817,0.0619525742362743,0.009399700918607135,4681,290,44,11.941044569015503
-0.2,0.0,0.025,1800,20000,11.814,0.013311911865962818,0.009027618391859843,13071,174,118,47.23147225379944
-0.2,0.0,0.025,600,7000,11.813,0.08139534883720931,0.012156448202959831,3784,308,46,9.361982583999634
-0.2,0.0,0.025,1200,12000,11.813,0.034081687855017584,0.010819583446037328,7394,252,80,21.905255556106567
-0.2,0.0,0.025,300,5000,11.812,0.12334270791482523,0.008437123342707915,2489,307,21,5.771215438842773
-0.2,0.0,0.025,1500,16000,11.814,0.017660259537515856,0.01044004293101766,10249,181,107,33.191768169403076
-0.2,0.0,0.025,1000,10000,11.815,0.04663900414937759,0.011286307053941909,6025,281,68,16.568835973739624
-0.2,0.0,0.025,500,6000,11.813,0.09040247678018576,0.00804953560371517,3230,292,26,7.713679313659668
-0.25,-0.05,0.0849999999999999,1000,10000,11.813,0.016426725729051312,0.002399409376153562,5418,89,13,16.418087482452393
-0.25,-0.05,0.0849999999999999,600,7000,11.813,0.04078722190530519,0.0011409013120365088,3506,143,4,9.370603561401367
-0.25,-0.05,0.0849999999999999,800,8000,11.813,0.027393879565646595,0.0022211253701875616,4052,111,9,11.953947067260742
-0.25,-0.05,0.0849999999999999,300,5000,11.814,0.06692079627276577,0.0016941973739940702,2361,158,4,5.694885969161987
-0.25,-0.05,0.0849999999999999,500,6000,11.812,0.04560810810810811,0.0037162162162162164,2960,135,11,7.61676025390625
-0.25,-0.05,0.0849999999999999,1800,20000,11.819,0.0018005658921375288,0.001972048358055389,11663,21,23,47.12928366661072
-0.25,-0.05,0.0849999999999999,1200,12000,11.823,0.009811320754716982,0.0021132075471698114,6625,65,14,21.860089540481567
-0.25,-0.05,0.0849999999999999,1500,16000,11.822,0.004617414248021108,0.001759014951627089,9096,42,16,33.39749097824097
-0.2,0.0,0.025,500,6000,11.82,0.09146341463414634,0.00853658536585366,3280,300,28,7.593312740325928
-0.2,0.0,0.025,1800,20000,11.819,0.011934817535001148,0.009639660316731696,13071,156,126,47.09583616256714
-0.2,0.0,0.025,800,8000,11.823,0.05941023417172593,0.010624457935819601,4612,274,49,12.00111436843872
-0.2,0.0,0.025,600,7000,11.82,0.07743480574773816,0.011708355508249068,3758,291,44,9.350606441497803
-0.2,0.0,0.025,1500,16000,11.825,0.01721776560360008,0.011152416356877323,10222,176,114,33.23805475234985
-0.2,0.0,0.025,1000,10000,11.823,0.043909825033647376,0.010935397039030955,5944,261,65,16.539804458618164
-0.2,0.0,0.025,300,5000,11.823,0.11284788410217308,0.009531071292413268,2623,296,25,5.696815490722656
-0.2,0.0,0.025,1200,12000,11.819,0.033400946585530764,0.008654496281271129,7395,247,64,21.73648977279663
-0.2,0.0,0.1250819061759999,800,8000,11.823,0.043404830265157915,0.010133423408208072,5921,257,60,11.977500915527344
-0.2,0.0,0.1250819061759999,1500,16000,11.825,0.01090909090909091,0.009593810444874274,12925,141,124,33.32779335975647
-0.2,0.0,0.1250819061759999,1000,10000,11.823,0.02980683126519125,0.00844313675323014,7817,233,66,16.522693395614624
-0.2,0.0,0.1250819061759999,300,5000,11.822,0.08688881968234195,0.00903145437558393,3211,279,29,5.773294687271118
-0.2,0.0,0.1250819061759999,600,7000,11.822,0.04658833230261802,0.013399299113584827,4851,226,65,9.30526876449585
-0.2,0.0,0.1250819061759999,1800,20000,11.82,0.008194701170671595,0.009611829944547136,16230,133,156,47.23707103729248
-0.2,0.0,0.1250819061759999,500,6000,11.825,0.06733594515181195,0.00881488736532811,4084,275,36,7.642215728759766
-0.2,0.0,0.1250819061759999,1200,12000,11.824,0.018994771102336997,0.0100309465371892,9371,178,94,21.792826414108276
-0.2,0.0,0.025,1000,10000,11.824,0.04613824573263478,0.010816292039885076,5917,273,64,16.5487642288208
-0.2,0.0,0.025,500,6000,11.822,0.09010712035286704,0.010081915563957152,3174,286,32,7.699893951416016
-0.2,0.0,0.025,1800,20000,11.824,0.014433954903643598,0.01053288601076695,12817,185,135,47.20334815979004
-0.2,0.0,0.025,800,8000,11.825,0.06114188325521943,0.010225820195994887,4694,287,48,12.07727599143982
-0.2,0.0,0.025,1500,16000,11.823,0.018774603815484,0.012112647622892905,9907,186,120,33.251049757003784
-0.2,0.0,0.025,1200,12000,11.828,0.0323846908734053,0.011916444693677275,7133,231,85,21.84600567817688
-0.2,0.0,0.025,600,7000,11.825,0.08306538049303322,0.010182207931404072,3732,310,38,9.25961947441101
-0.2,0.0,0.025,300,5000,11.825,0.10458786936236392,0.012830482115085537,2572,269,33,5.846704959869385
-0.2,-0.0834015885,0.025,1500,16000,11.828,0.005504802061372687,0.0022253455141719373,8538,47,19,33.335143089294434
-0.2,-0.0834015885,0.025,800,8000,11.824,0.02542812662169175,0.00233523611831863,3854,98,9,11.900228500366211
-0.2,-0.0834015885,0.025,1200,12000,11.817,0.010975027835215524,0.002067758867504374,6287,69,13,21.9301540851593
-0.2,-0.0834015885,0.025,500,6000,11.813,0.05042326094957674,0.004048582995951417,2717,137,11,7.640775918960571
-0.2,-0.0834015885,0.025,600,7000,11.815,0.040583386176284084,0.0022194039315155357,3154,128,7,9.360638618469238
-0.2,-0.0834015885,0.025,1800,20000,11.817,0.002410979228486647,0.002967359050445104,10784,26,32,47.158148527145386
-0.2,-0.0834015885,0.025,300,5000,11.817,0.07530402245088869,0.0037418147801683817,2138,161,8,5.685210227966309
-0.2,-0.0834015885,0.025,1000,10000,11.815,0.01884522854851644,0.0024057738572574178,4988,94,12,16.553539037704468
-0.2,0.0,0.025,300,5000,11.815,0.11961538461538461,0.011153846153846153,2600,311,29,5.728124141693115
-0.2,0.0,0.025,1500,16000,11.819,0.019343731010735263,0.010937816487745595,9874,191,108,33.373942375183105
-0.2,0.0,0.025,1200,12000,11.815,0.03241262683201804,0.011837655016910935,7096,230,84,21.888561487197876
-0.2,0.0,0.025,800,8000,11.819,0.05929919137466307,0.011455525606469003,4452,264,51,11.856881856918335
-0.2,0.0,0.025,1000,10000,11.821,0.045988758303525806,0.01260432634985522,5871,270,74,16.547197818756104
-0.2,0.0,0.025,500,6000,11.819,0.09657320872274143,0.010280373831775701,3210,310,33,7.79556131362915
-0.2,0.0,0.025,600,7000,11.814,0.08105960264900662,0.010066225165562914,3775,306,38,9.291124105453491
-0.2,0.0,0.025,1800,20000,11.819,0.012373096446700508,0.008645304568527919,12608,156,109,47.109514474868774
-0.25,0.05,0.0849999999999999,800,8000,11.819,0.04213298222514812,0.0021944261575597983,4557,192,10,12.062491178512573
-0.25,0.05,0.0849999999999999,600,7000,11.821,0.07425474254742548,0.0035230352303523035,3690,274,13,9.288315296173096
-0.25,0.05,0.0849999999999999,1500,16000,11.819,0.013143148242485992,0.002139582272032603,9815,129,21,33.266435623168945
-0.25,0.05,0.0849999999999999,1200,12000,11.818,0.019349526554137506,0.003019075065184575,7287,141,22,21.860236883163452
-0.25,0.05,0.0849999999999999,300,5000,11.817,0.12156862745098039,0.00196078431372549,2550,310,5,5.800960063934326
-0.25,0.05,0.0849999999999999,500,6000,11.819,0.08241237764445848,0.001894537417113988,3167,261,6,7.665802001953125
-0.25,0.05,0.0849999999999999,1000,10000,11.819,0.0273995629517566,0.0038661959993276183,5949,163,23,16.513823747634888
-0.25,0.05,0.0849999999999999,1800,20000,11.811,0.006121658271987602,0.003022084463386284,12905,79,39,47.237667083740234
-0.2,0.0,0.025,800,8000,11.823,0.0632940108892922,0.011343012704174229,4408,279,50,11.999355554580688
-0.2,0.0,0.025,500,6000,11.819,0.09323076923076923,0.011076923076923076,3250,303,36,7.630064249038696
-0.2,0.0,0.025,300,5000,11.819,0.10887906789875453,0.007633587786259542,2489,271,19,5.76414680480957
-0.2,0.0,0.025,1800,20000,11.819,0.012850561706942536,0.010668390851046634,12373,159,132,47.16172552108765
-0.2,0.0,0.025,600,7000,11.823,0.08448827292110875,0.010927505330490405,3752,317,41,9.286749362945557
-0.2,0.0,0.025,1000,10000,11.818,0.049142244460328804,0.008220157255182273,5596,275,46,16.531198501586914
-0.2,0.0,0.025,1200,12000,11.818,0.03433234838891234,0.009145912480652878,7107,244,65,21.900685787200928
-0.2,0.0,0.025,1500,16000,11.822,0.021097910692339204,0.010856206472757066,9764,206,106,33.32770800590515
-0.1165984115,0.0,0.025,1500,16000,11.819,0.01422170270796805,0.01207870640950711,10266,146,124,33.32766652107239
-0.1165984115,0.0,0.025,500,6000,11.827,0.06845677190911774,0.010032457952198289,3389,232,34,7.757498025894165
-0.1165984115,0.0,0.025,1000,10000,11.824,0.030740168298128114,0.013051691567920316,5823,179,76,16.485206365585327
-0.1165984115,0.0,0.025,600,7000,11.826,0.053121852970795566,0.015105740181268883,3972,211,60,9.199928760528564
-0.1165984115,0.0,0.025,1200,12000,11.824,0.02206579125490727,0.011506700961147963,7387,163,85,21.809146404266357
-0.1165984115,0.0,0.025,300,5000,11.827,0.09798055347793568,0.009349289454001496,2674,262,25,5.708921432495117
-0.1165984115,0.0,0.025,800,8000,11.822,0.04072398190045249,0.01098901098901099,4641,189,51,12.033341646194458
-0.1165984115,0.0,0.025,1800,20000,11.822,0.0058201868586307244,0.010721396844846071,13058,76,140,47.208218812942505
-0.2,0.0,0.025,1000,10000,11.826,0.04967602591792657,0.012059035277177825,5556,276,67,16.605273246765137
-0.2,0.0,0.025,300,5000,11.822,0.11909487892020643,0.010321556173084558,2519,300,26,5.695597887039185
-0.2,0.0,0.025,800,8000,11.822,0.060449859418931585,0.01077788191190253,4268,258,46,12.047848463058472
-0.2,0.0,0.025,1800,20000,11.824,0.012858072916666666,0.009114583333333334,12288,158,112,47.21295237541199
-0.2,0.0,0.025,1500,16000,11.826,0.019885762640152318,0.007827374656230167,9454,188,74,33.4211003780365
-0.2,0.0,0.025,1200,12000,11.819,0.03144030590567908,0.008780625973658121,7061,222,62,21.773414134979248
-0.2,0.0,0.025,500,6000,11.822,0.10901399284087211,0.009111617312072893,3073,335,28,7.714505910873413
-0.2,0.0,0.025,600,7000,11.821,0.08326485894275541,0.010408107367844427,3651,304,38,9.432379007339478
-0.2,0.0,0.1250819061759999,1200,12000,11.819,0.021429360433005633,0.011156522699657572,9053,194,101,21.846707105636597
-0.2,0.0,0.1250819061759999,600,7000,11.821,0.05106014712245781,0.01125054089138901,4622,236,52,9.354773998260498
-0.2,0.0,0.1250819061759999,1500,16000,11.819,0.013579129289770389,0.01127479219817299,12151,165,137,33.230061769485474
-0.2,0.0,0.1250819061759999,1800,20000,11.821,0.008667180277349768,0.0104648176682075,15576,135,163,47.17904496192932
-0.2,0.0,0.1250819061759999,500,6000,11.826,0.06496272630457935,0.0077209797657082,3756,244,29,7.657013416290283
-0.2,0.0,0.1250819061759999,1000,10000,11.821,0.03208257776537871,0.010182731203794114,7169,230,73,16.530744314193726
-0.2,0.0,0.1250819061759999,800,8000,11.823,0.04664985590778098,0.009546109510086455,5552,259,53,12.051663160324097
-0.2,0.0,0.1250819061759999,300,5000,11.827,0.07711442786069651,0.009950248756218905,3216,248,32,5.6781744956970215
-0.2,0.08340158845,0.025,1000,10000,11.824,0.03862904752887711,0.008142397273243705,5281,204,43,16.48137331008911
-0.2,0.08340158845,0.025,600,7000,11.823,0.07802229208345242,0.011146041726207487,3499,273,39,9.343579769134521
-0.2,0.08340158845,0.025,1800,20000,11.824,0.008263743910925539,0.011830201809324982,11496,95,136,47.21770215034485
-0.2,0.08340158845,0.025,500,6000,11.827,0.09283445111189552,0.011295446523120367,2833,263,32,7.662985324859619
-0.2,0.08340158845,0.025,1200,12000,11.822,0.024578971324533454,0.009710210893642846,6591,162,64,21.78725552558899
-0.2,0.08340158845,0.025,300,5000,11.827,0.14763603925066904,0.008920606601248885,2242,331,20,5.87953782081604
-0.2,0.08340158845,0.025,800,8000,11.83,0.054875061244487995,0.011513963743263106,4082,224,47,12.041810512542725
-0.2,0.08340158845,0.025,1500,16000,11.826,0.01358965860125953,0.009943652635067949,9051,123,90,33.21070837974548
