U2,RF_set_dBm,RF_set_mW,RF_meas_dBm,act_RF_mW,n_peaks,r2,aicc,c0,split_x_MHz,baseline_left_mean,baseline_left_std,baseline_right_mean,baseline_right_std,y_min,y_max,amp1,mu1,sigma1,amp2,mu2,sigma2,amp3,mu3,sigma3,amp4,mu4,sigma4,amp5,mu5,sigma5,amp6,mu6,sigma6,amp7,mu7,sigma7,amp8,mu8,sigma8
-0.35,1.8,1.5135612484362082,11.382162348877374,13.747262797958856,5,0.9188096173567648,-2522.776149175238,0.1182331764189851,90.13012344324676,0.11540875551062,0.0050903559011817754,0.11204807373683094,0.0029697936733909364,0.03849194471304885,0.12491631744379535,-0.0207502152038654,50.447860508485725,1.0635276937776676,-0.062216878110374,61.22892814611769,1.13925907735463,-0.0451006490892625,73.39248655892526,0.6680735975694326,-0.0536379533351237,112.948630254352,0.5104441718599506,-0.0313035952986722,124.01484020458882,0.5000000000000001,,,,,,,,,
-0.35,2.0,1.5848931924611136,11.469265544041452,14.025764881541933,5,0.97216548084557,-2777.1499283013004,0.1178383846407102,39.31963931657491,0.11214900241538694,0.003378262458058828,0.11015466709734376,0.0027795839162624686,0.04384209808705847,0.11994240491590366,-0.021344649148035,50.11555210116129,0.5000000000000001,-0.0196300486111908,61.42691442916349,0.5000000000000001,-0.043058672449412,74.66213306020862,0.9162619978722716,-0.0484214612024226,113.66517438994028,0.6103107247861909,-0.0185300829439454,125.27534496334064,0.5000000000000001,,,,,,,,,
-0.35,2.2,1.6595869074375607,11.535101036269433,14.24000374861765,5,0.9570298273367412,-2651.462357188165,0.1186566673537068,81.9088758620262,0.11544225099682054,0.0035672333208993635,0.11079960441112811,0.00401291841066781,0.042033268585816255,0.12197089436087083,-0.035650648301587,50.556971734869855,0.5000000000000001,-0.0326950780845082,63.335992295750025,0.5000000000000001,-0.0410494558206102,75.36098101919754,0.8418942309345743,-0.0622226165261545,114.99616028414984,0.5000000000000001,-0.0199261186407926,126.847420148375,0.5000000000000001,,,,,,,,,
-0.35,2.5,1.7782794100389228,11.665651122625215,14.674560810067584,5,-1067.4485508300324,-272.3937325959443,0.5554093623578845,89.49323050193087,0.11318133254651022,0.0036767118215034807,0.10977428521277247,0.0024686924398482756,0.04104780396192964,0.12154046917619658,-0.0307175478162341,51.199201986565136,0.8481443543712135,-0.0518597531900895,64.2784401376551,0.5000000000000001,-0.0289992594052206,76.24231243766506,0.8518749511931611,-0.0472925220316275,116.48961319359267,0.5000000000000001,-0.0235340486439704,128.33260942720926,0.5000000000000001,,,,,,,,,
-0.35,3.0,1.9952623149688795,11.878247409326423,15.410784269205204,5,0.928612696348764,-2644.476645781031,0.1148805996148792,94.68905432216258,0.11392321667541258,0.003280819095796155,0.11032895425401114,0.0026323727491693993,0.03539290710248246,0.1224398836577815,-0.0128099573397426,52.40024690315411,0.5000000000000001,-0.0507336169564462,65.65320405350631,0.5000000000000001,-0.016722682030514,78.82442844847898,1.3364433605426262,-0.0271248903549929,117.8765647327522,0.5000000000000001,-0.0175832681868642,131.16928518260954,0.5000000000000001,,,,,,,,,
-0.35,3.6,2.290867652767773,12.075076424870463,16.125294035367475,5,0.8857512174182054,-2542.504852355284,0.1199996118807449,99.74227492068883,0.11810810613530108,0.004177342599125609,0.1137656638808436,0.0025383430312893775,0.05235710907598139,0.12493538418176954,-0.0107670278483938,53.416787606291,0.5000000000000001,-0.0242538121505365,67.24279603592386,0.5000000000000001,-0.0246133970740674,79.99036730830004,0.708759684364629,-0.0407645663538029,120.58930355678456,0.7174724329300279,-0.0153991139643633,133.41617687580592,0.5000000000000001,,,,,,,,,
-0.35,4.3,2.6915348039269156,12.356687392055266,17.205557098728786,6,-6085.073310143439,-59.886317697366,0.8706919260017859,105.6562513429304,0.12418391799635616,0.004151991796243505,0.12047495726935586,0.00268255469422851,0.0744637798826593,0.1344833788394437,-0.0139770611120237,50.87507454531972,1.2498821275027572,-0.0089100782000002,54.2907349451149,0.7410088061510469,-0.0188767564916424,68.99827346756076,1.1417258430254589,-0.0179363290879887,82.05623686105282,0.6710721957697021,-0.0328483965049325,124.4279312731778,0.5000000000000001,-0.006669654070603,137.0370166226217,0.5000000000000001,,,,,,
-0.35,5.0,3.1622776601683795,12.52724352331606,17.894697131323394,5,0.0263994926395979,-2208.7864142207018,0.1297592616826506,115.09476969951672,0.12418616849781208,0.0049854345005647255,0.12029996722510276,0.002149099512149201,0.08056443216430877,0.13533530663706397,-0.0092829914765753,50.79566187740861,0.5000000000000001,-0.0134408887780867,70.8971700441008,1.232985873352394,-0.0126163265194853,74.43481850749296,2.0152776016228406,-0.0077309702929236,85.92524067314119,1.0724940607901792,-0.0321648458268005,126.26092681162356,0.5202314569555302,,,,,,,,,
-0.35,6.0,3.9810717055349722,12.812740932642486,19.110589914501354,3,-2465.7243914665546,-340.93112238863785,0.5661179274886398,108.84379631870851,0.13544784773142599,0.006010056702159716,0.1310961799056182,0.002365130611569529,0.08075291312886944,0.1478991426958504,-0.0100447158117528,51.62503379641485,1.4548413219924226,-0.0086141328312368,87.18749196208438,0.5029331494866798,-0.0439521109813393,129.7864567083337,0.5000000000000001,,,,,,,,,,,,,,,
-0.35,8.0,6.309573444801933,13.015083937823835,20.022043186152064,6,-879.0699093992681,-537.8100295767923,0.3973980961267364,111.36608432511517,0.13596347779822496,0.006128837173288773,0.13258332889361968,0.001816294756395401,0.0918860260739348,0.1483962549337378,-0.0126677345454353,52.4097093647972,0.760186698939982,-0.0106431081764729,79.33319632091454,0.7825724165267574,-0.0091879526104545,91.12923273805704,0.5000000000000001,-0.0185479148856198,129.8525213601635,0.5000000000000001,-0.0060731710088982,134.8523853258485,0.5000000000000001,-0.010914176860236,138.92352183749105,2.328310102624971,,,,,,
