U2,RF_set_dBm,RF_set_mW,RF_meas_dBm,act_RF_mW,n_peaks,r2,aicc,c0,split_x_MHz,baseline_left_mean,baseline_left_std,baseline_right_mean,baseline_right_std,y_min,y_max,amp1,mu1,sigma1,amp2,mu2,sigma2,amp3,mu3,sigma3,amp4,mu4,sigma4,amp5,mu5,sigma5,amp6,mu6,sigma6,amp7,mu7,sigma7,amp8,mu8,sigma8
-0.35,-0.5,0.8912509381337456,9.925784110535403,9.830563459564189,6,0.9924048729174152,-3128.6954367806693,0.0151529799795983,71.03893682980512,0.015933861404575263,0.0009042011471336287,0.015542069721825983,0.0008595678689274107,0.01398133533576896,0.07976446177683487,0.0457804367285503,44.47412647914517,1.55411200270826,0.0523773671977077,50.359121156532,0.6057980566243565,0.0184756590926851,61.07822281625962,0.5000000000000001,0.0439121324440958,96.2255522424855,0.5000000000000001,0.0142171954175614,101.25239281171376,1.074748269880106,0.0182990957595592,122.6743421069112,0.5000000000000001,,,,,,
-0.35,0.0,1.0,10.330445595854922,10.790574302568103,7,0.9940465010208904,-3079.085158495726,0.0226594886689956,72.64350755647328,0.02365035431350501,0.0013684729433374745,0.024682520388349817,0.002263438559389487,0.0204880050247969,0.10277215217555317,0.0425737173485149,46.935401463239096,2.651112866346369,0.0538423226257174,51.39234558547062,0.9622113695374644,0.0191287242280105,64.53818751895658,0.5123338127479444,0.0386561494208783,99.5902276814401,0.70713887484174,0.0413962279869013,102.45094842520317,0.9053874478253288,0.0100391614701757,115.97909514458894,0.5000000000000001,0.0192297360559927,129.53375716524414,0.697586542722805,,,
-0.35,0.2,1.0471285480508996,10.450420984455958,11.092823386153533,7,0.9927103459223242,-2999.2869566486315,0.0181779020944084,125.10276160056614,0.018656813189562676,0.0011465311634132644,0.01854223330719512,0.0010798605728782012,0.016198147646863146,0.09864253140558274,0.0188555231561459,49.72891397354784,0.5000000000000003,0.0460774826383693,51.60384533419524,0.7283701276463116,0.0236408947655768,66.35739027085573,0.5000000000000001,0.0290845853689292,100.0158276474812,0.5000000000000001,0.0379552661528273,102.7817647896559,0.5694730548257545,0.0207917312853594,117.5017951293345,0.5000000000000001,0.0152072941891909,132.7037280717978,0.7351634696577447,,,
-0.35,0.4,1.096478196143185,10.560865284974092,11.378539683871784,7,0.9888564653318002,-2889.147110307262,0.015498916504123,60.038402056659095,0.01756761454686581,0.0018918599407612142,0.017037001977379656,0.001819537068295549,0.01330785954278938,0.10517201185599627,0.0516825099216856,52.53776187860932,0.8244939249362615,0.0207609891856705,67.53904223470887,0.5000000000000001,0.0254573189368251,101.0789740667808,1.388329240157531,0.057703200616874,104.75196993683412,0.5000000000000001,0.0180680778700778,117.15529118443054,0.8622517688110996,0.0369818120081719,119.58912259475234,0.5258459364302233,0.0094336262835433,134.61514814768103,0.6032845579049625,,,
-0.35,0.6,1.1481536214968828,10.694586355785836,11.734339133380656,6,0.9890705322935224,-2992.4722646216087,0.0150426576651388,76.41139634161729,0.016269517017801684,0.00136670528937676,0.017359565625407906,0.001636228855957336,0.014164178420872716,0.09398950149438066,0.0673613201401446,53.15022205038948,0.9828477140939424,0.0168408138118897,68.23019595625865,0.5256354703463983,0.0176057838804915,101.40770686212709,0.7262433178283433,0.0378476906595862,105.88037923374856,1.96675113284461,0.012420572404163,118.46578046149858,0.5042096321649229,0.0116280755483613,121.05498257417698,0.5000000000000001,,,,,,
-0.35,0.8,1.202264434617413,10.792147668393785,12.00092624945035,7,0.9874283342487346,-3007.4304977990128,0.0118641470502374,82.12191961557757,0.013334281663617489,0.0013900764378024396,0.013924292019651084,0.0014250669968467803,0.01010185069812588,0.09459182688186672,0.0256646257350429,50.09578170404735,0.5000000000000001,0.0268568978004821,55.59795123066085,1.9005411656787643,0.0139922992063146,68.45655188489769,0.5000000000000001,0.0524001349699107,107.86960737981175,0.5000000000000001,0.0246562371825014,119.5758377009107,0.5000000000000001,0.0136794609983883,123.67892745659606,1.8248866073049188,0.00939459930747,136.71088137340627,0.578938878799081,,,
-0.35,1.0,1.2589254117941673,10.98913212435233,12.557789890791137,7,0.9913935014030956,-3106.159157153424,0.0157411370543319,96.61178174493901,0.01713295182445061,0.0018973466035013108,0.018426790777615495,0.0016431520680318607,0.014514208396113257,0.08236543065117007,0.006790641345387,45.1900854140942,1.1217601474723162,0.0276560308063627,50.600358816133934,0.8704445999402484,0.0290196579469601,54.92137957161817,1.2159046557829594,0.0133543022728515,69.8118191885847,0.5372556597550195,0.0516016063082037,108.32582531138634,0.7374708108511934,0.0199361369315492,121.00850487332688,0.66764097144471,0.0139441596381645,124.60090176727822,1.0082619517546247,,,
-0.35,1.2,1.318256738556407,11.085116062176166,12.838420797996319,8,0.771609844723299,-2377.5793996631573,0.0065512419123328,85.54445176686778,0.013603231657168964,0.001047095622085387,0.0145224064831368,0.0014908882636206087,0.011235223251566092,0.07868438043917432,0.0333876058078834,50.81262153565489,1.182792671272107,0.031718309419209,55.89821565732316,1.8977610418796436,0.0138134701739846,71.1103484595158,0.6658521336912314,0.0094404071868921,103.01299843026035,1.0160893022484685,0.0448389416116097,109.2306731268559,0.6459100869383506,0.0101936131986579,119.40668666844287,1.1916544183038904,0.0151093581972375,122.3150491772826,0.6279328276770149,0.0109782126537624,128.5890886469077,0.8947303357763748
-0.35,1.4,1.3803842646028848,11.196873920552678,13.173081903542156,6,0.9786746674300426,-2888.606018668549,0.0278301764440672,93.29138545420466,0.028201003104981134,0.0015052426448524132,0.02962300110991417,0.0012220268453987317,0.025097836365881965,0.08695819421042739,0.0158171362217213,50.44362820591305,0.742779449965167,0.0474193435177712,58.99137665490166,1.8332681849764945,0.0140585495951112,71.7843984980893,0.7353670975101717,0.0405911909673928,111.3374465609406,0.5000000000000001,0.0146254602285482,122.29255689740256,1.5077018942975489,0.0104512047004277,129.98084195805097,1.275266190971828,,,,,,
-0.35,1.6,1.4454397707459274,11.26713860103627,13.387943167997838,5,0.9824197076853616,-2929.138674914188,0.014334509104135,85.65379877109828,0.017741539854391412,0.002895549872503239,0.019388178918091362,0.003116329494468902,0.013773711130244061,0.1029723065900752,0.0098128261672931,50.22712057019089,0.5000000000000001,0.0581190959446557,58.97539130263264,2.099421111826273,0.0139965633210894,72.3549678332233,0.6911227009272516,0.0593347886390646,111.57856289158104,0.5000000000000001,0.0124623984854027,123.85589433712208,1.079417422850526,,,,,,,,,
-0.35,1.8,1.5135612484362082,11.382162348877374,13.747262797958856,6,0.9774646899615888,-2792.0502824754285,0.0187625212339911,94.48081217922555,0.022105838263117857,0.0020897311158559156,0.023118330202593827,0.002320535984709994,0.017126405140612908,0.10321716451032127,0.0180712642855669,50.68333410033033,1.218126356081774,0.0608873523954526,60.72087287580815,1.091579487316755,0.0179700591490276,73.24474572531808,0.7939595545707888,0.0618793523595573,112.94988449507105,0.5490413450453737,0.0110702355197528,122.20636320591396,0.5000000000000001,0.0338813595834872,124.01690954586034,0.5000000000000001,,,,,,
